"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","hb_1","hb_2","hb_3","hb_4","hb_check_5","nat_1","nat_2r","nat_3","nat_4","nat_5","nat_6r","medSkept_1","medSkept_2r","medSkept_3","medSkept_4","medSkept_5r","medSkept_6r","diseaseRare_1","diseaseRare_2","diseaseRare_3r","diseaseRare_4","diseaseRare_5r","diseaseSevere_1","diseaseSevere_2","diseaseSevere_3r","diseaseSevere_4","diseaseSevere_5r","diseaseSevere_6","vaccEff_1","vaccEff_2r","vaccEff_3r","vaccEff_4","vaccDanger_1","vaccDanger_2r","vaccDanger_3","vaccDanger_4r","vaccDanger_check_3","vaccTox_1r","vaccTox_2","vaccTox_3","vaccTox_4r","vaccStrain_1","vaccStrain_2r","vaccStrain_3","vaccStrain_4r","vaccStrain_5","vaccIntent_1r","vaccIntent_2","vaccIntent_3r","vaccIntent_4","vaccIntent_5r","parentExpert_1","parentExpert_2","parentExpert_3","parentExpert_4r","parentExpert_5r","infantImmLimCap_1","infantImmLimCap_2r","infantImmLimCap_3","infantImmLimCap_4","infantImmLimCap_5r","infantImmWeak_1","infantImmWeak_2","infantImmWeak_3","infantImmWeak_4r","infantImmWeak_5r","overpar_1","overpar_2","overpar_3","overpar_4r","overpar_5r","sex","age","educ","comments","workerId","assignmentId","hitId","study_time","payment"
"25","2017-07-14 10:54:50","2017-07-14 11:02:18","0","44c276b58aa26ea9","100","447","1","2017-07-14 11:02:19","R_3eqaSwp3PyKsLYA","","","","",33.85,-118.11,"anonymous","EN","6","6","7","6","5","2","1","2","2","1","7","4","7","4","1","1","7","1","1","7","1","7","7","4","6","6","1","1","6","7","1","5","1","6","1","6","3","7","1","1","4","1","7","1","7","1","1","7","1","7","1","2","5","3","3","6","4","4","4","4","4","2","1","1","7","7","7","7","7","7","2","1","31","3","None to speak of. Thank you for the link- I would like to confirm my answers later.","fd67e34d8862d5b0","31LVTDXBL7AMOMJRD9TWON4VA94RL0","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"26","2017-07-14 10:54:43","2017-07-14 11:02:20","0","6fc4923c2d26b90f","100","456","1","2017-07-14 11:02:20","R_0qtf6p1h33PQOpb","","","","",26.21,-80.27,"anonymous","EN","3","2","2","2","5","6","6","6","6","4","6","7","5","7","4","1","2","3","2","5","2","4","3","4","4","5","5","5","4","5","5","2","5","2","6","2","3","2","6","6","2","6","4","6","2","7","3","5","6","4","3","7","5","5","1","1","3","5","3","3","5","6","6","6","3","5","6","6","6","5","5","0","26","6","","c49063c6817a6077","3N2BF7Y2VQUT5AN9HGIHAWHEN5WMH0","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"27","2017-07-14 10:56:09","2017-07-14 11:02:26","0","e8659f76ccb632b6","100","377","1","2017-07-14 11:02:27","R_1K1EvAFTKj6LdNF","","","","",34.08,-118.26,"anonymous","EN","5","5","6","6","5","3","5","5","3","4","2","6","5","4","5","3","7","6","4","3","3","6","7","6","3","7","3","4","5","6","3","7","4","5","5","7","3","4","4","4","5","7","6","6","3","5","3","7","5","5","1","7","6","7","7","6","5","3","5","6","3","5","3","3","5","3","3","2","2","5","3","0","32","5","","f2df36a237b8babf","3KV0LJBBH2L6U41CDLUBO0JKAEURM2","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"28","2017-07-14 10:58:01","2017-07-14 11:02:37","0","d6a445e682a7b8e6","100","275","1","2017-07-14 11:02:37","R_2Qsy7lD8ApMtYqr","","","","",35.15,-86.61,"anonymous","EN","3","4","2","4","5","5","4","3","5","4","2","4","6","1","2","2","5","3","5","3","4","4","5","5","2","6","1","4","5","4","4","5","4","3","5","5","3","3","5","6","3","5","3","5","6","4","4","5","4","4","3","6","5","4","3","3","4","3","6","5","5","6","5","5","3","5","3","5","6","4","4","1","29","4","","8915a85da4006c9e","3DL65MZB8DF4CEKGEQGXMXFP1B0ECU","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"29","2017-07-14 10:55:17","2017-07-14 11:02:42","0","d8cc121be578b6a4","100","444","1","2017-07-14 11:02:42","R_3KDxZNN7Nc7Kk6X","","","","",41.32,-74.2,"anonymous","EN","4","4","4","4","5","7","5","6","5","1","1","6","6","4","4","4","6","2","2","7","4","5","5","5","2","7","2","6","4","4","4","5","4","4","4","5","3","4","4","4","4","4","4","4","4","5","5","7","3","5","1","6","1","5","6","7","5","3","4","6","1","7","6","7","3","4","3","7","7","5","7","0","25","3","no","42cc3805233fd038","32SCWG5HIH4JTO05DDJ5U9MJJWR6PF","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"30","2017-07-14 10:54:49","2017-07-14 11:02:50","0","d317ae0310c67266","100","481","1","2017-07-14 11:02:50","R_25ABqUiPfs15Qun","","","","",40.01,-76.32,"anonymous","EN","6","2","4","4","5","1","7","1","2","4","2","6","6","4","1","2","7","4","1","6","6","6","7","7","2","7","1","7","7","1","1","7","1","6","4","7","3","7","1","2","7","2","7","1","6","2","1","7","2","7","1","1","2","3","6","7","6","4","6","6","4","3","7","7","6","2","4","6","2","6","6","0","26","4","","8e6c288830836322","30H4UDGLT2ILIRLX0TQMJ5J59W6MP5","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"31","2017-07-14 10:55:11","2017-07-14 11:02:53","0","579bdc3fa972f1f5","100","461","1","2017-07-14 11:02:53","R_eE6xrl4lRei6mBj","","","","",36.52,-85.81,"anonymous","EN","1","5","7","7","5","5","5","7","5","4","1","5","5","5","5","1","5","1","1","7","1","5","7","7","1","7","1","7","7","1","1","7","4","1","7","4","3","1","5","5","1","7","5","7","1","7","1","5","7","5","1","5","5","5","3","6","6","1","6","6","1","7","7","7","1","1","5","5","1","5","7","0","36","4","Thanks!","2d8db7276976a255","3W8CV64QJ2ZEYQ4FS7EC5ABUN6PH9W","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"32","2017-07-14 10:55:23","2017-07-14 11:02:59","0","e02055e5b9b1345e","100","456","1","2017-07-14 11:03:00","R_9Y7kGkNWVya4qid","","","","",29.62,-90.47,"anonymous","EN","3","1","1","1","5","5","6","2","2","1","3","5","6","5","2","2","6","3","3","3","5","5","6","6","3","5","2","4","6","4","2","6","1","7","2","7","3","7","1","1","7","2","6","3","6","2","1","7","1","7","1","3","2","3","5","6","5","5","4","3","5","5","3","5","5","5","2","3","2","6","6","1","39","4","","e21074634aa2acd4","3OLQQLKKNSPRKSQMOIXJ91SKRV9EJ8","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"33","2017-07-14 10:55:24","2017-07-14 11:03:07","0","e1805a61a3330df1","100","462","1","2017-07-14 11:03:08","R_2OI0LhZrVEibKoe","","","","",42.59,-71.44,"anonymous","EN","4","1","1","1","5","1","7","1","1","2","6","4","7","1","1","4","7","1","1","7","1","1","7","7","1","7","1","6","7","1","1","7","1","7","1","7","3","7","1","1","7","1","7","1","7","1","1","7","1","7","1","1","1","1","7","7","4","5","2","3","5","5","4","5","4","4","1","1","1","7","7","0","21","3","","0b9b654542632a25","37WLF8U1WPQIIX3P0LEXYS0KPML6KE","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"34","2017-07-14 10:56:20","2017-07-14 11:03:21","0","52c12c1d239b8669","100","420","1","2017-07-14 11:03:22","R_3KxOHIOicfew5Qn","","","","",39.76,-74.93,"anonymous","EN","6","3","6","5","5","5","6","6","2","1","3","7","5","6","6","1","4","2","4","5","6","5","6","5","2","6","2","6","7","5","4","4","5","4","6","4","3","3","4","6","4","3","5","4","4","4","4","5","7","5","2","5","4","2","5","6","6","3","5","6","3","7","6","6","5","3","6","7","6","3","5","1","33","3","none","e2ce3361b8ab6a1b","3ITXP059PWJSUBV4PDHOYIWZSMIJSE","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"35","2017-07-14 10:54:46","2017-07-14 11:03:38","0","389c488076e7de51","100","532","1","2017-07-14 11:03:39","R_3hzNia6DpP8fhuS","","","","",39.74,-74.97,"anonymous","EN","5","4","5","5","5","7","4","6","6","2","2","7","4","6","6","1","2","5","4","4","3","3","6","6","4","6","2","5","3","6","4","2","5","2","6","3","3","3","5","5","3","5","2","6","3","6","5","4","6","4","4","6","6","4","3","3","5","3","4","5","2","4","5","5","3","3","5","4","3","4","5","1","28","3","","8a0ce89e56c5a8ed","308Q0PEVB8DEULFZYPWX5MC9NJ49IH","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"36","2017-07-14 10:55:03","2017-07-14 11:03:48","0","db6aedd0e7512c2d","100","525","1","2017-07-14 11:03:49","R_d9XDTipqW0tTCJX","","","","",40.58,-73.99,"anonymous","EN","6","4","5","6","5","4","4","3","2","1","6","5","7","4","4","2","6","1","3","5","1","2","7","7","1","7","1","7","7","1","1","7","1","5","4","7","3","7","1","1","7","2","6","3","6","4","1","7","4","7","1","5","2","2","6","7","7","1","5","6","1","5","6","6","2","3","7","6","5","3","4","0","59","6","","4ce8bf3e3241ce6f","3N8OEVH1FRQRXUU8Y9SKM93KURPOO5","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"37","2017-07-14 10:58:19","2017-07-14 11:04:11","0","ca5b9d5abead5fdc","100","352","1","2017-07-14 11:04:12","R_OrQD1bCggabHhsJ","","","","",37.09,-86.43,"anonymous","EN","4","1","2","2","5","5","5","3","2","4","4","4","5","3","4","4","6","1","1","7","1","7","7","7","2","7","1","6","6","2","1","6","1","7","2","7","3","6","1","2","6","2","6","1","6","2","1","7","2","7","1","5","4","4","3","5","4","4","1","4","6","4","4","4","4","4","4","4","3","4","5","0","48","5","","a38404e40c9b4fb2","3OLQQLKKNSPRKSQMOIXJ91SKRV9JED","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"38","2017-07-14 10:55:02","2017-07-14 11:04:12","0","8b2a71a8f7658702","100","549","1","2017-07-14 11:04:12","R_1MYu2KyjbWwD1in","","","","",43.6,-116.42,"anonymous","EN","4","2","4","2","5","2","7","2","1","2","6","3","3","5","4","5","5","4","4","6","4","4","7","6","1","5","1","5","6","2","1","6","1","6","2","6","3","7","1","1","7","3","6","1","5","3","1","7","4","7","1","5","4","2","5","6","5","4","2","4","4","4","4","4","4","4","3","4","2","5","5","1","39","2","","5b0484ff6b596ffd","3EO896NRAWVT9B8JEDME8NSLU5WJT3","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"39","2017-07-14 10:59:57","2017-07-14 11:04:17","0","711a0536c29ecd98","100","259","1","2017-07-14 11:04:17","R_6s2egU6a0sJBZdf","","","","",34.05,-118.24,"anonymous","EN","2","5","7","5","5","6","6","7","5","1","2","5","6","3","4","1","6","1","1","7","1","7","7","6","2","7","2","7","6","1","1","6","2","6","3","6","3","5","2","2","6","2","6","2","6","3","2","7","2","7","1","6","5","5","2","2","7","2","6","7","3","3","2","2","7","7","3","5","2","1","3","0","32","3","","03afa39d3d95707c","36PW28KO4ZWGJZNIUCK6G2P118FEAS","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"40","2017-07-14 10:54:47","2017-07-14 11:04:44","0","14bda653b37ce209","100","597","1","2017-07-14 11:04:45","R_1jTwBmivmW3LO6E","","","","",40.81,-73.89,"anonymous","EN","2","2","3","3","5","5","5","5","2","2","6","7","5","3","6","3","6","2","5","6","2","5","6","5","2","5","3","4","6","3","1","6","2","3","2","6","3","3","4","4","5","4","4","4","3","4","1","7","2","7","1","5","5","3","5","6","3","4","4","4","4","6","6","6","1","1","3","5","2","6","7","0","58","3","This was very interesting. I am realizing I am not very informed. I had to put neither agree or disagree in several of the questions because I just don't know. I did try my best and this represents my knowledge of the subject. Easy to follow and understand.","75badb3612f9bca9","3VP0C6EFSGWD8L3SLXRDD5SOERG6MJ","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"41","2017-07-14 10:54:49","2017-07-14 11:05:04","0","d48be1955728a470","100","614","1","2017-07-14 11:05:04","R_yO2hnulGkoJcZ3P","","","","",32.17,-85.67,"anonymous","EN","5","2","5","2","5","7","3","6","2","7","3","7","2","6","2","1","5","3","2","5","2","5","3","5","2","6","3","6","6","6","6","1","7","1","5","1","3","1","6","7","1","6","2","6","6","6","1","1","7","1","7","5","5","3","3","3","5","2","5","7","1","6","6","6","3","2","6","7","5","3","5","0","37","2","","bfdd715ef0a851fc","3XUHV3NRVKYVX323PH1VTU6S1A6H55","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"42","2017-07-14 10:59:46","2017-07-14 11:05:21","0","13ac74781b12c358","100","334","1","2017-07-14 11:05:21","R_3jffZ6ArzPqKDe5","","","","",36.23,-115.29,"anonymous","EN","5","7","7","7","5","7","4","7","7","1","1","7","1","7","7","1","1","7","7","4","7","1","5","7","1","3","1","4","1","7","7","1","7","1","7","1","3","1","7","7","1","7","1","7","1","7","7","1","7","1","7","7","7","7","1","1","1","7","1","1","7","1","1","1","7","7","7","7","7","5","1","0","37","4","Vaccines are dangerous and the only reason FDA is pushing vaccination is to allow pharmaceutical companies to make a fortune! ","b85808bc2f3876da","3ERET4BTVM950G5NYSH9I2RMFNT9KS","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"43","2017-07-14 11:01:39","2017-07-14 11:05:24","0","a2ce186d7044d5ac","100","225","1","2017-07-14 11:05:25","R_3L1pVCDedjfmt45","","","","",34.2,-119.17,"anonymous","EN","6","1","2","5","5","7","2","1","6","6","2","5","3","4","3","4","5","2","3","6","2","1","5","6","5","5","6","6","2","3","3","3","4","5","3","5","3","4","6","5","5","2","6","6","5","3","5","2","6","2","4","5","6","3","4","6","5","2","2","5","6","5","6","6","6","3","5","6","6","2","1","1","28","4","no","eacb335405e37ad1","3PIWWX1FJJ6ZV8CE2J8A6H5CW35JJY","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"44","2017-07-14 10:59:28","2017-07-14 11:05:37","0","114e09ec148cc375","100","369","1","2017-07-14 11:05:38","R_2tG7o5qNBJ0D1VW","","","","",31.9,-106.41,"anonymous","EN","5","7","3","5","5","7","4","6","4","1","1","5","5","3","2","1","5","3","3","5","3","5","5","5","5","5","2","4","5","5","2","5","2","6","4","5","3","5","2","5","7","3","5","3","5","3","6","6","3","6","1","5","4","3","5","5","4","4","5","4","4","5","5","5","5","5","6","5","3","5","3","1","29","3","na","71d0bd7413a30bb5","3R2PKQ87NW8T15YTNY02A8ITNIBMIT","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"45","2017-07-14 10:59:53","2017-07-14 11:05:37","0","f7b5a55a4d360776","100","343","1","2017-07-14 11:05:37","R_rdRWf5xnA1P9zmF","","","","",32.55,-110.95,"anonymous","EN","6","2","2","2","5","2","7","3","2","3","2","6","5","4","4","1","7","4","6","4","4","3","4","5","2","7","1","4","7","2","1","7","1","4","4","6","3","7","1","1","7","4","5","4","4","4","1","7","4","7","1","2","2","2","6","6","4","4","4","4","4","3","5","6","5","2","2","1","1","7","7","1","27","4","","f7772da5fe6eaabf","3M81GAB8A0JAZCIF9HF25UYL2TOBQW","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"46","2017-07-14 10:54:36","2017-07-14 11:06:05","0","3586e7e7c0d0d6a4","100","689","1","2017-07-14 11:06:06","R_217oQccRZKkJm1I","","","","",47.76,-122.3,"anonymous","EN","7","3","5","5","5","5","7","5","1","1","1","7","5","7","3","4","7","1","3","7","1","5","7","5","1","7","1","5","7","7","1","7","1","5","1","7","3","7","1","1","7","1","7","1","4","5","1","7","4","7","1","5","1","1","6","7","7","3","4","7","3","5","7","7","1","1","5","7","3","5","7","1","29","2","","0cacfa8193d75130","37FMASSAYCRXIEUWW9ATWS7ZBJ7BIT","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"47","2017-07-14 11:01:14","2017-07-14 11:06:08","0","00e2e21809bceb2a","100","293","1","2017-07-14 11:06:08","R_1mXgnLth3bEcr6J","","","","",47.29,-122.11,"anonymous","EN","5","5","4","5","5","6","4","4","2","3","4","3","5","2","3","4","6","4","5","5","6","5","6","3","2","6","3","3","2","5","3","5","5","5","4","5","3","4","4","3","3","3","5","4","5","3","2","6","4","5","3","7","4","4","5","6","5","4","5","5","3","6","6","5","3","2","5","2","5","4","4","1","26","4","","c968a7a74faf1777","3KB8R4ZV1E7JMNO16LAQBGUJW6FBG1","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"48","2017-07-14 10:54:56","2017-07-14 11:06:28","0","a50b9a768611c6a6","100","692","1","2017-07-14 11:06:28","R_1lmBoS1rASgRJBq","","","","",37.81,-121.97,"anonymous","EN","6","4","5","2","5","6","1","7","7","4","1","5","3","4","5","2","6","5","3","5","3","5","6","4","4","7","7","5","6","4","2","6","4","6","4","5","3","6","2","4","4","4","4","4","4","4","4","6","4","6","2","5","6","3","3","5","4","4","4","4","4","4","3","5","4","4","6","7","3","6","5","1","39","6","I don't have enough scientific background/knowledge of the topic to respond affirmatively/negatively to some of the prompts.","0857433d41d905dc","3HHRAGRYX85OQ7Q2WK92PJ8VZS39OC","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"49","2017-07-14 10:54:54","2017-07-14 11:06:29","0","b5a321310034a78a","100","694","1","2017-07-14 11:06:29","R_1jDqaWrjniUaWGb","","","","",42.01,-88.09,"anonymous","EN","5","1","6","6","5","7","5","6","4","2","1","5","5","5","6","3","4","2","1","7","2","5","6","6","1","6","2","4","3","4","5","3","5","2","5","4","3","3","4","5","3","5","6","5","3","6","3","7","6","5","1","4","2","2","4","5","6","2","6","6","2","6","6","6","1","2","5","7","6","4","3","0","34","4","Thanks!","88a90f76fbeea331","36V4Q8R5ZK06I3MC065BJA9FESSMQW","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"50","2017-07-14 10:54:53","2017-07-14 11:06:48","0","a8c8b1fef2e7a2ec","100","715","1","2017-07-14 11:06:49","R_115Bixmpjkb5FJ1","","","","",36.12,-95.17,"anonymous","EN","3","2","4","4","5","7","6","5","5","4","2","2","6","4","4","1","7","2","2","6","2","5","6","4","1","5","1","4","6","5","3","7","2","6","4","6","3","4","1","4","4","4","7","3","6","5","1","7","2","7","1","7","7","5","5","6","5","3","4","5","3","2","3","3","4","6","5","3","6","5","7","0","46","2","","390c3422927a934e","39N5ACM9HEN6B723BKMHEJDL9XZ9PT","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"51","2017-07-14 11:00:02","2017-07-14 11:06:57","0","f36b5d20f20dcfbd","100","414","1","2017-07-14 11:06:57","R_2fkA5SupoZGQGU6","","","","",34.07,-118.26,"anonymous","EN","4","1","3","1","5","4","7","2","6","1","6","7","5","4","2","3","6","3","3","6","5","4","6","4","1","7","2","6","6","2","1","7","1","7","1","7","3","7","1","1","7","1","7","1","7","1","1","7","1","7","1","3","2","1","7","6","5","4","3","4","4","3","5","6","5","4","3","4","3","6","7","1","26","3","","95e04d95ab3fbb71","3WZ36BJEV3GNRSA7QL9XAZ98M0NBTA","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"52","2017-07-14 10:55:02","2017-07-14 11:07:15","0","8f1d2fd116cb76c8","100","732","1","2017-07-14 11:07:15","R_1Io16Oldd9NI4hI","","","","",40.66,-73.92,"anonymous","EN","7","1","7","3","5","4","4","5","3","7","4","7","1","7","7","1","1","3","4","2","3","3","1","1","1","1","1","1","1","7","7","1","7","1","7","1","3","1","7","7","1","7","1","7","1","7","7","1","1","1","7","3","4","2","1","4","7","1","2","7","1","7","7","7","4","1","7","3","5","5","3","1","35","2","","cedafe1ecd2a862e","3NGI5ARFTT5OM2Z8777OZDV2BLBP10","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"53","2017-07-14 10:57:37","2017-07-14 11:07:38","0","f086f0f87a1889d6","100","601","1","2017-07-14 11:07:38","R_3rTbwSd0pjxRPhl","","","","",41.83,-72.57,"anonymous","EN","3","3","5","5","5","4","5","3","5","3","5","3","5","3","3","3","5","3","3","3","3","5","5","5","5","5","5","5","5","4","3","5","2","4","3","5","3","5","3","3","3","3","5","3","5","4","3","5","5","5","3","5","5","3","4","5","5","4","5","5","4","5","5","5","4","3","5","5","5","2","2","1","26","4","","9351d04ed3b4b8c1","3WLEIWSYHOH3Y6JG7YZXVN3GH0FH24","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"54","2017-07-14 10:54:50","2017-07-14 11:08:53","0","31eb4fe7f5b9569c","100","842","1","2017-07-14 11:08:53","R_1ervhy6HD0ukJde","","","","",33.14,-116.98,"anonymous","EN","6","3","4","6","5","7","4","7","7","4","7","7","4","4","5","1","2","2","2","1","2","5","6","5","4","7","1","5","6","4","4","5","5","4","6","4","3","3","4","5","2","5","5","4","2","7","4","6","5","5","1","7","7","5","1","5","5","1","5","7","1","6","4","3","4","4","5","7","7","3","5","0","35","6","I have two children whom I have vaccinated. I also have friends who decline vaccines because they believe their child got autism from a certain vaccine. As a parent I would hate for the government or corporations who had money to fight a parents right on what they should do for their child if they honestly feel or know that the vaccine did something to their child. My children have had adverse effects due to vaccines. For example, swelling up right away, vomiting non stop hours later after their shots. So I can not sit here and say all vaccines are safe. I believe they serve a greater good, but not all are safe. Another example when there was the swine flu outbreak of 2009 we found that some vaccines had mercury in them. They were wanted to give it to our then 6 month old. We fought hard on that one to NOT give it to her. I will not give my children the HPV vaccine. As their parent(s) we should always have that right.","4cc4cdb8d6e33556","31EUONYN2V3MNE35ZLEYH1XSQKMOV7","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"55","2017-07-14 11:00:19","2017-07-14 11:09:17","0","0022a62494d12e65","100","537","1","2017-07-14 11:09:17","R_1Qgyoy8zZbblngn","","","","",33.39,-111.85,"anonymous","EN","3","1","1","2","5","6","3","4","2","4","2","3","6","2","2","1","6","2","5","6","3","5","7","6","1","7","1","2","7","2","2","7","2","6","2","7","3","6","1","2","6","5","6","2","4","3","1","7","3","7","1","6","6","2","3","7","7","3","4","6","3","5","5","5","4","4","7","7","6","5","5","0","54","6","no","d81bfe701279c6a0","3PDJHANYK5GRG72HU0B0L0KSX5H6HA","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"56","2017-07-14 10:58:17","2017-07-14 11:09:25","0","7026957063a397f9","100","668","1","2017-07-14 11:09:26","R_s8dQoO4s5NOLSb7","","","","",30.17,-97.82,"anonymous","EN","2","1","3","2","5","6","6","2","2","1","2","5","7","6","5","1","7","1","6","6","1","6","6","4","2","6","1","4","6","6","3","6","5","4","4","6","3","5","2","4","5","4","6","5","4","5","2","7","6","6","1","6","4","1","6","6","5","4","5","5","4","5","4","3","4","5","6","6","6","6","4","0","56","2","I like reading information about vaccines due to the fact that it is controversial as to whether vaccines cause autism in boys. I have a 10 year old grandson with autism. Thank you. ","da344fc23aa93020","3H0W84IWBK28IG9ZWN6SBSEB1C3RED","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"57","2017-07-14 10:59:01","2017-07-14 11:09:49","0","66dfc0012ba31c21","100","648","1","2017-07-14 11:09:50","R_PwIKksxLGcCxIEp","","","","",42.37,-82.98,"anonymous","EN","6","5","5","6","5","6","6","5","6","6","5","6","6","6","6","5","5","5","5","4","6","6","6","5","6","6","4","6","5","6","5","6","5","6","5","6","3","4","6","5","6","5","6","6","5","6","6","5","5","6","6","5","5","6","6","6","6","5","6","5","6","5","6","4","5","6","6","5","6","6","6","0","24","2","No feedback.","3024715d06d612b2","3TDXMTX3CBURC2D10ITLLCL7XIW6I3","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"58","2017-07-14 10:57:17","2017-07-14 11:09:58","0","03227b1a8ec7592a","100","760","1","2017-07-14 11:09:59","R_28CccFwjM8IHUYN","","","","",36,-106.13,"anonymous","EN","6","5","5","5","5","5","2","4","4","2","2","6","3","6","2","2","4","1","2","6","2","6","7","6","1","6","1","4","5","1","2","6","2","4","4","5","3","4","3","4","4","2","6","2","4","2","2","6","3","6","2","6","5","6","1","2","2","4","2","4","4","3","6","5","2","4","5","4","3","3","6","0","34","6","","b873c02d982641a8","3UN61F00HWP8MXG6LMDP7Y8YOJ4R5C","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"59","2017-07-14 10:55:29","2017-07-14 11:11:04","0","56a8f83ec91e5e1a","100","935","1","2017-07-14 11:11:05","R_3xxzvxZy1zWmFIR","","","","",40.57,-74.41,"anonymous","EN","6","5","3","5","5","5","6","5","3","2","2","3","6","4","4","4","7","2","2","6","4","3","6","4","2","6","1","5","5","6","1","6","2","5","3","5","3","3","2","5","5","3","6","2","3","2","6","7","3","7","1","4","4","4","5","6","4","5","4","3","5","4","2","2","6","6","6","6","6","5","5","1","63","6","none","9bcf144ee56832d5","379J5II41OGXFIEMR39WPG5CVKEELA","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"60","2017-07-14 10:54:58","2017-07-14 11:11:27","0","908587c1f567b340","100","988","1","2017-07-14 11:11:27","R_10IMWs63df2UDzP","","","","",25.18,-80.38,"anonymous","EN","2","1","1","1","5","3","6","2","2","3","7","3","6","1","2","5","7","1","3","6","1","4","6","7","1","7","1","6","6","2","1","7","1","7","2","7","3","7","1","3","7","3","6","2","6","2","1","7","2","7","1","3","3","2","6","6","7","3","5","6","2","5","6","5","2","3","5","5","5","3","5","0","27","2","","95fb83b32410e8f7","38F5OAUN5NCAK7GMDAGSREKOSG1H7K","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"61","2017-07-14 10:54:43","2017-07-14 11:11:33","0","cf47193747f47637","100","1010","1","2017-07-14 11:11:35","R_XFHNsg7Ev5MiSg9","","","","",41.9,-87.68,"anonymous","EN","5","4","4","4","5","5","4","4","4","3","4","4","4","3","4","2","4","4","3","4","4","4","4","4","4","5","4","4","4","4","4","4","4","3","4","4","3","3","4","5","4","4","4","4","4","4","4","5","3","4","2","5","5","4","4","6","4","3","4","4","4","4","4","4","4","5","5","5","5","4","4","0","35","3","Interesting study.","4470989ef1bf8359","3WI0P0II61S3QAVZ0SV85AWQ102RDK","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"62","2017-07-14 11:05:06","2017-07-14 11:12:16","0","1f7a69a2bbb02c1a","100","430","1","2017-07-14 11:12:17","R_1CEHehID18HAJjR","","","","",40.25,-75.15,"anonymous","EN","4","2","2","2","5","2","6","3","1","4","2","4","6","4","2","3","2","2","3","3","3","5","6","6","4","7","1","5","3","4","2","6","1","6","2","7","3","6","2","2","5","2","7","1","6","2","7","7","2","7","1","1","1","1","6","7","5","4","4","5","4","6","5","6","4","4","4","4","2","3","6","1","19","3","","a4e9392cc21f6798","3IX2EGZR7BJGTWVRAOHJ88R36KZJRQ","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
"63","2017-07-14 11:01:31","2017-07-14 11:12:38","0","6fefeb8fb02197c4","100","667","1","2017-07-14 11:12:39","R_12ampKKpGiuMISN","","","","",35.38,-97.76,"anonymous","EN","7","7","7","7","5","7","1","6","5","1","1","6","6","1","7","1","7","1","1","7","3","4","4","4","4","5","1","2","5","7","4","1","4","1","4","3","3","4","4","4","4","5","1","7","1","7","3","5","7","3","3","6","5","4","4","6","7","1","4","7","3","1","6","6","1","1","1","4","1","4","7","1","41","3","no","7efb523fc6f8f8a2","3D4CH1LGEAT0YU9481WUKAZT86C9GP","337F8MIIMZDZ40UDN26YUQ6B81J04G","12","1.60"
