"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","hb_hb_1","hb_hb_2","hb_hb_3","hb_hb_4","nat_nat_1","nat_nat_2r","nat_nat_3","nat_nat_4","nat_nat_5","medSkept_medSkept_1","medSkept_medSkept_2r","medSkept_medSkept_3","medSkept_medSkept_4","medSkept_medSkept_5","medSkept_medSkept_6","diseaseRare_diseaseRare_1","diseaseRare_diseaseRare_2","diseaseRare_diseaseRare_3","diseaseRare_check_5","diseaseRare_diseaseRare_4","diseaseSevere_diseaseSevere_1","diseaseSevere_diseaseSevere_2","diseaseSevere_diseaseSevere_3","diseaseSevere_diseaseSevere_4r","diseaseSevere_diseaseSevere_5","diseaseSevere_diseaseSevere_6","vaccEff_vaccEff_1","vaccEff_vaccEff_2r","vaccEff_vaccEff_3r","vaccEff_vaccEff_4","vaccDanger_vaccDanger_1","vaccDanger_vaccDanger_2","vaccDanger_vaccDanger_3","vaccDanger_vaccDanger_4r","vaccTox_vaccTox_1","vaccTox_vaccTox_2","vaccTox_vaccTox_3","vaccTox_vaccTox_4r","vaccStrain_vaccStrain_1","vaccStrain_vaccStrain_2r","vaccStrain_vaccStrain_3","vaccStrain_vaccStrain_4","vaccStrain_vaccStrain_5","vaccIntent_vaccIntent_1r","vaccIntent_vaccIntent_2","vaccIntent_vaccIntent_3r","vaccIntent_vaccIntent_4","vaccIntent_vaccIntent_5r","parentExpert_parentExpert_1","parentExpert_parentExpert_2","parentExpert_parentExpert_3","parentExpert_parentExpert_4r","infantImmLimCap_infantImmLimCap_1","infantImmLimCap_infantImmLimCap_2r","infantImmLimCap_infantImmLimCap_3","infantImmLimCap_infantImmLimCap_4","infantImmLimCap_infantImmLimCap_5","immSympt_immSympt_1","immSympt_immSympt_2r","immSympt_immSympt_3r","immSympt_immSympt_4","immSympt_immSympt_5r","immSympt_immSympt_6","immSympt_immSympt_7r","infantImmWeak_infantImmWeak_1","infantImmWeak_infantImmWeak_2","infantImmWeak_infantImmWeak_3","infantImmWeak_infantImmWeak_4r","overpar_overpar_1r","overpar_overpar_2r","overpar_overpar_3","overpar_overpar_4","overpar_overpar_5","sex","age","educ","comments","workerId","assignmentId","hitId","study_time","payment"
"6/26/17 10:59","6/26/17 11:07","0","9b9fae6a9697b7d0","100","476","1","6/26/17 11:07","R_2CTZzqjmGpR2TLz","","","","",33.61,-101.96,"anonymous","EN","7","7","7","6","6","3","7","7","4","7","2","4","7","6","7","4","1","4","5","4","4","1","4","7","2","4","5","4","4","1","7","4","7","1","7","6","7","1","7","1","7","7","7","7","1","4","1","7","4","4","4","1","4","4","4","4","4","3","7","4","1","4","3","7","2","4","4","4","6","7","4","4","4","0","47","4","Thank you for the experience. Some of the questions here were different and were less narrow-minded then what I'm used to when confronted with that subject. Really appreciated that. Made it fun to answer.","85d64d7ba4fa8dc5","3GGAI1SQEVY2O2CTVO4GZ5KY9Y7CM2","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:02","6/26/17 11:07","0","7ef310990073c811","100","328","1","6/26/17 11:07","R_1NE6OvRsxrR1XFM","","","","",36.03,-81.88,"anonymous","EN","5","5","2","2","5","3","5","3","2","7","4","2","6","6","7","2","2","2","5","2","5","5","5","2","4","6","3","3","2","5","5","6","3","5","4","2","6","3","5","3","5","6","6","2","6","6","6","2","6","6","3","4","6","5","5","6","2","2","6","6","3","6","2","5","3","5","5","4","5","2","5","3","3","0","36","3","I believe that vaccines are important but that they should be more spread out over childhood.","daae44b6e62ba30e","3U5JL4WY5K9ANAYIGG07ROO8OPA4X1","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:02","6/26/17 11:07","0","688eb2f249db41af","100","326","1","6/26/17 11:07","R_2QPsWxCLjgpIFGs","","","","",40.55,-74.46,"anonymous","EN","1","2","2","2","1","7","1","1","1","2","6","1","1","1","4","1","1","1","5","1","7","6","6","1","7","7","5","1","1","7","1","1","1","7","1","1","1","6","2","6","1","4","4","1","7","1","7","1","5","2","2","3","6","4","4","6","4","1","7","7","2","6","2","4","5","6","6","5","2","3","2","4","3","1","29","4",NA,"69ce54641e14ffe9","3RKNTXVS3MYYRXQP568T7GDAN41A43","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:00","6/26/17 11:07","0","89bb4ceff9b46bb3","100","438","1","6/26/17 11:07","R_0jqXAoB2OpnQaB3","","","","",33.67,-84.47,"anonymous","EN","6","6","7","5","5","7","5","1","2","7","7","5","3","6","6","5","7","6","5","6","7","7","6","1","6","5","7","4","6","7","2","3","4","6","3","3","5","6","6","6","5","6","7","1","7","3","7","1","6","3","2","5","5","6","6","5","2","6","7","7","6","7","3","6","7","5","6","3","6","6","6","7","5","1","18","3","","1f24d18fb8ccc1a0","3OS4RQUCR9FD8NS6V148TVU7UCVFBR","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:01","6/26/17 11:08","0","0c6e614d28a26c5b","100","372","1","6/26/17 11:08","R_10w3YOGvrMCteLa","","","","",37.34,-77.46,"anonymous","EN","2","5","6","4","4","4","5","3","1","7","4","1","7","7","7","1","4","3","5","1","7","6","7","1","7","7","6","6","6","6","5","7","5","2","7","4","7","4","7","7","7","7","7","6","6","5","5","2","6","7","6","5","4","5","6","6","4","4","6","5","7","7","6","6","6","7","7","1","4","6","5","7","6","0","43","4","","c79a93fe2a8d4dbb","3BV8HQ2ZZW1C6KU3OU184EXOJV7A6O","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 10:59","6/26/17 11:08","0","00a94a6cd7cf7d23","100","527","1","6/26/17 11:08","R_1BWuu8M9ZswKBKK","","","","",28.61,-81.31,"anonymous","EN","7","7","5","1","6","6","5","4","5","3","4","5","3","2","1","2","6","6","5","4","3","2","5","4","2","5","3","7","1","4","2","4","4","4","3","2","4","5","7","7","7","7","4","2","6","4","6","1","4","1","2","6","6","7","6","7","4","4","4","3","3","3","1","4","3","4","1","6","5","1","1","1","2","1","30","4","","b2ea0d9e4cbe3f03","3TS1AR6UQQEQ6BPGIKSSOT8BBM4F75","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:04","6/26/17 11:08","0","dea09f8610c833a3","100","211","1","6/26/17 11:08","R_233t08C7LnL7naF","","","","",28.24,-82.74,"anonymous","EN","7","7","7","7","4","7","1","1","1","7","7","1","1","4","7","4","6","4","5","6","7","7","7","1","7","7","7","1","1","7","1","1","1","7","1","1","1","7","4","7","4","4","4","1","7","1","7","1","1","1","1","7","4","4","4","4","4","1","5","7","4","5","2","5","6","4","4","4","1","1","7","7","7","1","43","3","NONE","a28d5cfdd2eabc1f","3JMSRU9HQIU0BNQG57B2CP3EL3VVEU","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 10:59","6/26/17 11:08","0","47482aead22de800","100","519","1","6/26/17 11:08","R_3WqmtSTKF8gfsBz","","","","",33.6,-117.67,"anonymous","EN","5","2","6","6","5","3","5","3","2","5","2","2","5","2","3","2","2","2","5","2","5","2","6","2","2","6","5","2","2","6","3","6","2","5","3","2","6","3","2","2","2","2","5","2","6","5","5","2","5","3","3","2","2","5","2","5","2","2","5","6","3","6","2","6","3","2","2","6","6","4","5","6","2","0","57","3","","7c58929a875032a2","37TD41K0AH95MXPYFL02BEJ41NPCSE","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 10:59","6/26/17 11:08","0","63d9869e46bd33be","100","539","1","6/26/17 11:08","R_3MDKnMmlnERd1qS","","","","",40.76,-73.79,"anonymous","EN","5","2","1","1","3","5","4","3","2","5","5","1","4","4","5","2","2","1","5","2","6","6","6","1","6","6","6","5","1","6","1","5","3","5","3","3","4","4","5","6","4","4","3","1","6","1","6","1","3","4","3","5","6","4","4","6","4","2","5","6","5","6","2","6","2","4","4","5","6","4","3","3","4","1","34","4","","85be662c5fd7c56f","3R6BYFZZP7CKLQV70XWQISLZDFIXFH","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 10:59","6/26/17 11:08","0","da9123df07bda47d","100","538","1","6/26/17 11:08","R_2q1LMJLmT3e3E9Y","","","","",28.48,-81.55,"anonymous","EN","4","3","3","4","5","4","3","3","3","6","5","2","4","3","4","4","3","2","5","4","6","4","4","2","6","6","7","4","1","7","1","4","1","6","1","1","1","6","4","4","3","3","4","2","6","2","6","2","4","3","3","5","6","4","5","6","6","2","6","6","3","6","4","5","5","6","6","2","5","4","4","6","3","1","41","3","","f02e1378b69ab781","3MAOD8E57QAW9I8OYLF3QXU8F64XNO","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:02","6/26/17 11:08","0","ea394cd7e2e51d79","100","359","1","6/26/17 11:08","R_2Qh4LpqlcFDBb97","","","","",34.62,-89.91,"anonymous","EN","4","2","4","2","5","3","5","4","4","5","3","4","5","5","6","4","3","2","5","4","6","6","6","2","6","6","4","3","2","4","4","4","4","4","4","3","4","4","4","5","4","4","4","3","5","4","4","3","4","4","4","4","5","5","4","6","2","1","4","4","5","5","5","5","4","4","4","4","3","4","4","4","3","0","27","4","","2215fce9ee6e1a71","3HL8HNGX451UKUD9XHQC2PZH6CSF9H","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:04","6/26/17 11:08","0","3ebcdf724f8d7e61","100","281","1","6/26/17 11:08","R_9uTIyzidnRLSntf","","","","",39.88,-83.83,"anonymous","EN","7","4","6","4","7","1","7","7","7","7","1","4","7","7","7","1","1","1","5","1","1","1","1","7","1","1","1","7","7","1","7","7","7","1","7","7","7","1","7","1","7","7","7","7","1","1","1","7","5","5","5","1","7","1","4","7","4","7","7","7","6","7","3","7","7","7","7","1","1","5","7","7","7","0","24","3","No, good survey.","e3b2864d45dec877","3URFVVM165IY93SCW4FA1D2DV2VZUF","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:02","6/26/17 11:09","0","95d9b351d8854f19","100","455","1","6/26/17 11:09","R_3PZFSZGBXVQqkRh","","","","",35.79,-78.87,"anonymous","EN","7","3","7","7","5","7","5","3","2","5","7","1","7","3","7","3","1","3","5","3","5","5","5","3","7","7","7","3","1","7","1","2","2","7","2","1","1","6","2","6","2","2","2","1","7","2","7","1","5","2","2","5","1","7","1","1","1","1","6","7","7","7","2","7","5","5","6","3","1","5","7","5","3","0","27","3","No","c47df19bd006f1e1","3SNVL38CI4S7YECQACR0KSSUKTCCKX","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:05","6/26/17 11:09","0","68fc92069b13db67","100","248","1","6/26/17 11:09","R_1TynLtjRERGhyZb","","","","",41.36,-86.31,"anonymous","EN","3","3","4","3","1","5","3","1","1","5","4","1","3","1","7","2","3","3","5","3","6","5","5","1","5","6","5","1","1","7","1","1","1","7","1","1","1","7","3","1","3","1","1","1","7","4","7","1","5","5","2","6","5","1","5","7","5","2","7","6","1","7","1","7","7","7","7","1","5","5","3","5","3","0","34","4","","4f3079589e488345","3HYA4D452RJJKASAC8BXS2R306I2FC","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 10:59","6/26/17 11:09","0","a2faec9d06a73bc4","100","617","1","6/26/17 11:09","R_3Pq0t6TGVbOo1t1","","","","",38.11,-122.13,"anonymous","EN","6","3","5","5","5","5","5","3","2","5","6","3","5","6","6","3","3","2","5","3","6","6","6","2","7","6","6","3","1","7","1","3","2","6","2","2","3","5","3","6","2","5","3","1","7","2","7","1","5","5","3","5","5","3","5","6","5","1","7","7","2","7","5","6","6","5","5","6","5","6","6","5","3","0","33","4","no","2d22753741b5b134","3VE8AYVF8MXU6PUZSPKY2T46M6AF8S","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:04","6/26/17 11:09","0","6d6b41b0113577bb","100","355","1","6/26/17 11:09","R_1IZBUqecd1j6HGG","","","","",37.86,-122.29,"anonymous","EN","2","2","2","2","3","6","2","2","2","4","6","1","1","1","5","2","3","1","5","1","7","7","7","1","7","7","7","1","1","7","1","1","1","7","2","1","2","6","2","4","2","2","2","1","7","1","7","1","5","2","3","4","5","5","5","5","5","1","6","6","1","6","1","5","5","5","5","5","5","5","5","5","5","0","32","7","Not at this time.","bca96a221f7d8385","3C8HJ7UOP7UFWVN3N2OOA3LJIGSZMN","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:02","6/26/17 11:10","0","39c43fd8de6b262e","100","424","1","6/26/17 11:10","R_2CkwDAYhlVXGIk5","","","","",52.49,13.43,"anonymous","EN","3","4","5","3","5","5","5","4","4","4","4","2","3","3","3","5","4","4","5","4","4","4","6","3","5","5","5","5","5","4","2","4","2","6","3","2","3","5","5","4","5","4","5","2","5","2","5","2","3","5","4","4","3","3","4","5","4","3","4","4","4","3","4","5","3","4","7","4","5","5","5","5","4","1","30","5","","222f163e6fcd3146","3Z7EFSHGN9EDIEBX9V6PAM0WG2QXC6","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:00","6/26/17 11:10","0","7c72043813c46fdf","100","630","1","6/26/17 11:10","R_1o1iiTv5z34sWqp","","","","",41.99,-88.19,"anonymous","EN","4","1","1","1","1","4","1","1","4","4","6","1","2","2","4","1","1","1","5","1","5","6","5","2","6","6","6","1","1","7","1","4","4","7","2","2","2","5","3","5","3","3","3","1","7","1","7","1","4","2","2","4","4","4","4","4","2","2","5","5","4","4","4","5","5","5","5","4","4","4","3","3","2","0","26","4","A lot of things I just really don't know much about, like about babies' immune systems and stuff.","7e2ba563145a1357","3WJEQKOXA82HZYT6IOPR9I67BKRA1Q","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:05","6/26/17 11:10","0","1ff4a04a714dc49c","100","322","1","6/26/17 11:10","R_2DZiA91kg9TjGjf","","","","",37.51,126.97,"anonymous","EN","5","2","4","3","1","6","1","1","1","5","7","2","5","3","6","2","2","3","5","2","4","3","5","2","5","3","7","3","1","7","3","3","2","6","2","2","2","6","5","6","2","3","3","1","7","1","7","1","1","1","1","7","5","5","3","3","2","4","5","5","3","5","3","5","5","5","5","5","3","4","5","3","3","1","27","4","","f38ff49664323b31","34HJIJKLP5WIJLTNG1ZP33RN8E1V4O","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:01","6/26/17 11:10","0","eb4ebf618820fbb5","100","574","1","6/26/17 11:10","R_2ZNArvbEkQHUffL","","","","",40.01,-76.32,"anonymous","EN","6","6","4","7","5","2","2","2","2","5","5","2","5","6","6","4","2","2","6","2","7","6","2","6","6","2","6","5","5","7","2","3","2","2","1","2","2","6","2","2","2","2","2","2","6","2","2","1","4","4","5","5","2","5","5","2","2","6","6","6","4","7","5","5","2","5","5","2","3","6","5","3","3","1","29","4","","250d7e5b2f43d478","3XXU1SWE8MVHS98OM5LRVDNX6SLA0N","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:05","6/26/17 11:11","0","5bb4af523b044825","100","342","1","6/26/17 11:11","R_dgv5mwB0K9BYgOB","","","","",29.99,-97.86,"anonymous","EN","5","4","5","4","4","6","3","2","2","4","6","1","3","4","3","2","2","2","5","3","6","5","6","2","6","6","7","2","1","7","1","3","2","6","1","1","5","7","4","6","3","4","4","7","7","4","7","1","2","1","1","6","5","4","3","3","3","3","5","5","3","5","3","4","4","5","5","4","4","4","4","5","5","0","29","4","","b8f2e682393b9a56","3VNXK88KKCIJGRZZXWVGKB23U6G9VZ","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:09","6/26/17 11:11","0","3cd1c628d614ebfd","100","144","1","6/26/17 11:11","R_De55RDlAXND0J2h","","","","",38.4,-77.53,"anonymous","EN","4","3","5","6","6","4","3","5","3","5","6","6","5","4","3","5","5","4","5","3","5","3","6","5","5","4","3","5","6","4","3","6","5","6","3","3","4","6","4","6","3","5","5","5","3","5","6","3","3","5","5","4","5","4","6","7","5","3","5","4","5","6","5","5","6","6","6","3","3","5","5","4","6","1","25","4","None","7c6c6aef0dac799d","3A4TN5196KIGWOBI4RO370C2SC8CHT","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:04","6/26/17 11:12","0","3580a1893965fd9b","100","439","1","6/26/17 11:12","R_PXL7O3SOT8hRCvf","","","","",40.76,-111.86,"anonymous","EN","3","1","1","1","2","7","1","1","1","2","7","1","1","4","6","1","3","1","5","2","7","6","7","1","7","7","6","2","2","6","2","2","3","6","2","2","3","6","2","6","2","2","2","1","7","1","7","1","1","1","1","7","5","3","5","5","4","2","4","6","6","5","6","4","5","4","4","5","3","4","5","6","4","1","29","3","","4accc957f46df61b","3L6L49WXW0X1LRE8AAHCZ5XOVQ054S","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:06","6/26/17 11:12","0","de3ed69e67e3c405","100","390","1","6/26/17 11:12","R_3Ibnj5ti7GcUuCM","","","","",42.06,-70.8,"anonymous","EN","5","6","3","4","4","6","2","3","2","4","5","3","3","2","6","2","7","1","5","2","7","6","6","2","6","5","6","2","2","7","3","5","4","4","4","3","4","4","5","2","2","4","4","2","5","4","5","2","5","2","2","3","7","3","4","7","2","2","4","4","4","4","5","5","7","6","7","2","2","4","6","6","7","0","29","4","None.","c2c37830645c5abf","3FPRZHYEPY7X1PAJGNU6TYZHUE5V33","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 10:59","6/26/17 11:12","0","5b239f413e19340e","100","808","1","6/26/17 11:12","R_yOOyOS5vT51KE1P","","","","",39.97,-86.18,"anonymous","EN","5","4","4","4","5","3","6","4","4","7","4","2","6","5","7","3","4","4","5","4","5","2","5","5","5","5","4","5","4","4","5","5","5","4","6","6","6","3","5","4","5","5","5","4","4","6","4","4","6","2","4","3","6","3","5","6","3","2","6","7","2","4","4","5","6","6","6","4","4","4","4","5","4","0","37","4","none","39dc3a55873600c9","3VZLGYJEYLAQQ7M719QXLK1HPKCZX7","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:06","6/26/17 11:12","0","a90e2c5dc61f8a10","100","376","1","6/26/17 11:12","R_1QlQ15BubCqNkTd","","","","",29.77,-95.36,"anonymous","EN","3","2","4","6","2","7","7","1","1","6","7","1","5","4","5","3","5","2","5","2","6","4","6","2","6","6","5","5","3","5","3","4","4","5","3","3","3","5","4","6","3","4","4","2","6","2","6","1","5","1","1","6","3","5","4","4","2","3","6","6","3","6","3","5","3","3","3","5","2","3","6","7","7","1","25","4","","4248143320eaa475","31T4R4OBOSGJ3Z56RI2RGNN8E9C7CM","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:08","6/26/17 11:13","0","723117c13d37e1f3","100","300","1","6/26/17 11:13","R_1pRI4ZyshlaPWLf","","","","",28.31,-81.42,"anonymous","EN","5","4","4","5","5","7","4","1","1","7","5","4","2","3","7","6","6","6","5","5","4","5","4","5","6","5","5","4","2","6","3","4","3","4","3","3","3","4","5","4","3","4","3","2","2","2","6","2","4","3","3","4","4","3","4","4","3","3","6","6","3","6","3","4","7","7","7","2","4","3","5","5","5","1","35","6","","b64b8211e1eebb52","3LBXNTKX0RVBKG4UXBWY8WZOAHO9X2","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:09","6/26/17 11:13","0","74f9bf1e4eb25bde","100","211","1","6/26/17 11:13","R_1Dx2xDtv0Y0dB8m","","","","",34.1,-117.39,"anonymous","EN","5","1","1","4","1","6","2","1","1","5","6","1","3","5","5","2","2","2","6","2","6","6","6","2","6","6","6","1","2","7","1","5","2","7","2","2","2","6","5","6","2","2","2","1","7","1","7","1","2","1","1","6","6","6","6","5","2","2","7","7","1","6","2","6","2","5","4","6","2","2","6","6","2","1","24","3","","0fd1854a769369eb","3ZAZR5XV01I2N9BCADUA77G7O2PCZJ","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:01","6/26/17 11:13","0","5fbad714e317dc25","100","722","1","6/26/17 11:13","R_3PbII2Zo2EWs7lI","","","","",33.73,-86.65,"anonymous","EN","6","4","5","3","4","7","4","4","1","7","6","1","5","5","5","1","2","1","5","1","7","5","7","1","7","7","6","5","3","5","2","5","3","7","5","4","5","7","5","6","5","5","5","7","7","3","7","1","4","3","2","5","5","5","4","3","2","1","5","7","6","7","2","6","3","2","2","5","6","5","2","5","6","0","48","4","","9abfb2c46176dc44","3C5W7UE9CFQQR0NOMK03DI58AGUXMO","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:00","6/26/17 11:13","0","4c88996fd5330e69","100","791","1","6/26/17 11:13","R_3HRkv6iGqCUUI9e","","","","",41.38,-75.65,"anonymous","EN","3","5","4","1","4","3","2","1","1","6","5","2","5","3","4","3","2","3","5","1","6","5","6","1","6","7","7","4","2","5","2","5","3","6","1","2","2","5","4","7","3","5","4","1","7","1","7","1","4","3","2","5","5","3","4","5","4","3","5","6","4","4","5","4","5","4","3","5","1","7","3","3","1","1","35","3","no","b7f5dad6c331a60f","3AZHRG4CU4KH8O93DQ6H859R0IT03H","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:08","6/26/17 11:14","0","0310a3a3a254e432","100","329","1","6/26/17 11:14","R_10Vq3BaSPow9Ewo","","","","",42.95,-78.86,"anonymous","EN","6","7","6","5","6","5","5","3","3","5","3","5","5","5","6","5","2","1","5","3","5","3","6","3","6","6","6","5","2","5","2","5","2","6","2","2","2","7","3","6","3","3","4","1","7","1","7","1","4","5","5","4","3","5","2","3","2","1","7","7","2","7","2","6","3","7","7","2","4","5","3","3","1","0","37","4","no","48ad777f6b2de84c","3907X2AHF05VBNH4QB724W572C52PF","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:05","6/26/17 11:14","0","a09cb0c2b58f0d6b","100","543","1","6/26/17 11:14","R_XSVGl32Uj9R8j1n","","","","",42.6,-73.65,"anonymous","EN","4","4","4","4","3","5","3","3","3","2","6","2","2","2","2","4","4","4","5","4","4","4","4","4","4","4","5","4","4","5","3","3","3","5","3","3","3","5","3","5","3","3","3","3","3","3","5","3","4","3","3","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","1","23","4","No.","88bb34a37fdadf03","3EKVH9QMEY4MMQEEL2G742OIOT22D1","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 10:59","6/26/17 11:15","0","1e68375afe6e12da","100","927","1","6/26/17 11:15","R_3gZTexWqJkyUfQd","","","","",40.75,-73.97,"anonymous","EN","4","4","3","4","6","5","4","4","3","5","6","2","2","3","5","3","2","3","5","4","4","4","4","3","7","6","6","3","2","6","3","4","2","5","3","3","4","5","3","6","2","2","3","2","6","2","6","1","6","5","4","4","4","4","2","3","4","2","5","6","4","4","3","6","4","2","3","5","5","3","4","4","3","1","32","6","","4602da63531e0718","3ERMJ6L4DYSWCLHX47W5JJSK8NG7M4","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:08","6/26/17 11:15","0","4d07ee675c133680","100","399","1","6/26/17 11:15","R_1Cra4n00HdewtqV","","","","",44,12.66,"anonymous","EN","5","3","4","2","2","6","1","1","4","5","4","2","4","2","6","2","2","2","5","2","6","6","6","2","7","7","7","1","2","6","2","4","3","6","2","2","2","6","3","5","3","4","4","1","7","2","7","1","4","2","2","6","4","5","4","5","3","2","5","4","3","5","4","6","6","5","4","6","5","4","4","5","2","1","27","6","","d51e707759075871","3ZGVPD4G6THJ9QDNWZP0WHGBCOOZTO","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 10:59","6/26/17 11:16","0","76962c8c9001583a","100","1005","1","6/26/17 11:16","R_3G0Tb20xxVGIqGh","","","","",28.68,-81.2,"anonymous","EN","6","7","5","5","6","5","5","4","2","5","5","5","6","6","7","2","5","2","5","3","6","3","5","3","6","7","5","5","3","5","4","5","4","5","4","2","6","3","3","5","3","3","3","3","6","6","5","1","6","5","3","4","6","2","5","6","3","3","3","6","3","5","6","6","6","6","7","2","5","3","5","6","7","1","43","5","No","fc35ce2f43ad5538","3BWI6RSP7G9Y0XPKN98M6BNBZLP7EF","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 10:59","6/26/17 11:16","0","47ac47f476aecd41","100","1009","1","6/26/17 11:16","R_1eE86tTpiHirvRh","","","","",40.82,-73.12,"anonymous","EN","6","6","4","5","6","6","7","5","6","5","5","6","5","4","6","5","4","6","5","6","6","4","5","5","6","5","4","5","5","6","2","3","6","4","4","4","4","6","4","5","5","3","5","5","4","5","6","3","6","5","5","4","4","5","5","3","5","5","5","4","3","6","4","5","6","3","2","4","5","6","6","7","5","0","31","6","about environmental ","6cfd7df579a53398","3ATTHHXXWAO4VHXX152BLPYRT7AXI8","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:13","6/26/17 11:16","0","c63b14afcc4070e5","100","205","1","6/26/17 11:16","R_1E6fVP2Uu4kc0hj","","","","",40.86,-73.92,"anonymous","EN","7","6","6","5","5","4","4","4","3","7","5","4","5","4","6","4","4","3","5","4","5","4","4","3","6","4","4","7","4","4","4","4","5","4","4","4","4","4","4","3","4","4","3","4","4","4","4","3","4","5","3","3","5","4","4","4","3","2","4","4","3","5","5","5","6","5","6","5","4","4","4","5","5","0","51","5","interesting--thanks!","731a0a919c59c209","3MD9PLUKKIELED83Z33ONIAJN62ZNN","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:05","6/26/17 11:16","0","be718e60db836abb","100","694","1","6/26/17 11:16","R_uvMukDPhMfV7p85","","","","",32.98,-117.02,"anonymous","EN","3","4","2","5","6","4","5","6","4","7","5","3","6","6","7","3","5","5","5","3","4","4","7","2","5","5","3","4","4","5","6","5","5","4","4","3","5","3","4","4","4","4","4","4","5","3","5","2","5","3","6","5","6","5","3","4","3","3","6","7","7","6","6","5","3","4","3","6","6","5","3","4","2","0","34","2","thank you","c51fba5fbb874bf2","3HUTX6F6VUNDQN53BBUNFW0HS792OY","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
"6/26/17 11:06","6/26/17 11:18","0","4c9f756553d06936","100","722","1","6/26/17 11:18","R_ZyH1MkDQk099saJ","","","","",40.15,-85.62,"anonymous","EN","6","2","3","3","3","2","2","1","1","4","5","1","2","4","5","1","1","1","5","2","5","5","6","1","5","5","4","2","2","6","5","6","7","5","3","3","4","4","5","2","6","6","6","2","6","6","5","1","5","5","5","4","3","5","3","3","2","1","6","7","2","6","2","6","5","2","2","7","5","6","3","5","3","1","41","4","thanks","242c9374aa8d5553","3K2755HG5S36NKQQ9XVEOLI7XX7FDY","3YLPJ8OXX8D71Q0OQEV534TMHTRX40","12","1.6"
