"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","hb_1","hb_2","hb_3","hb_4","hb_check_5","nat_1","nat_2r","nat_3","nat_4","nat_5r","medSkept_1","medSkept_2r","medSkept_3","medSkept_4","medSkept_5r","diseaseRare_1","diseaseRare_2","diseaseRare_3r","diseaseRare_4","diseaseRare_5r","diseaseSevere_1","diseaseSevere_2","diseaseSevere_3r","diseaseSevere_4","diseaseSevere_5r","vaccEff_1","vaccEff_2r","vaccEff_3r","vaccEff_4","vaccDanger_1","vaccDanger_2r","vaccDanger_3","vaccDanger_4r","vaccDanger_check_3","vaccTox_1r","vaccTox_2","vaccTox_3","vaccTox_4r","vaccStrain_1","vaccStrain_2r","vaccStrain_3","vaccStrain_4r","vaccStrain_5","vaccIntent_1r","vaccIntent_2","vaccIntent_3r","vaccIntent_4","vaccIntent_5r","parentExpert_1","parentExpert_2","parentExpert_3","parentExpert_4r","parentExpert_5r","infantImmLimCap_1","infantImmLimCap_2r","infantImmLimCap_3","infantImmLimCap_4","infantImmLimCap_5r","infantImmWeak_1","infantImmWeak_2","infantImmWeak_3","infantImmWeak_4r","infantImmWeak_5r","overpar_1r","overpar_2","overpar_3","overpar_4","overpar_5r","overpar_6r","sex","age","educ","comments","workerId","assignmentId","hitId","study_time","payment"
"6/30/17 8:03","6/30/17 8:10","0","892372dd550dc9dd","100","424","1","6/30/17 8:10","R_9LxxTvbChZTVgAh","","","","",42.03,-80.23,"anonymous","EN","5","5","5","5","5","5","3","5","4","4","7","5","7","6","1","1","1","7","1","7","7","7","1","5","3","7","4","1","7","1","7","4","7","3","7","1","1","7","1","7","1","7","1","1","7","1","7","1","5","5","5","4","4","7","1","7","7","1","5","7","7","1","1","5","7","7","7","5","5","1","32","4","","341f9d980facf4c9","31QNSG6A5RTHRWFTA6MME1RPOSJ78S","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:02","6/30/17 8:10","0","3a72be88a59d5860","100","479","1","6/30/17 8:10","R_1rwzbCrDuoxJ2im","","","","",35.82,-78.68,"anonymous","EN","4","1","3","1","5","5","4","3","2","5","3","6","2","2","4","3","3","4","3","6","6","4","1","7","2","7","2","2","7","1","6","4","7","3","6","1","2","6","2","4","2","4","2","2","7","2","7","1","5","4","5","6","6","4","4","4","4","4","5","5","5","3","4","4","4","5","3","5","5","1","44","5","","37bb00cd5621790c","3CP1TO84PT1RIDZL6WYO6Q0QBMW528","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:02","6/30/17 8:10","0","6394802a50ada677","100","495","1","6/30/17 8:10","R_a4MdTMdHzEFo0Kt","","","","",41.02,-91.93,"anonymous","EN","5","5","6","5","5","6","4","5","3","5","6","6","2","5","3","2","3","6","2","6","7","7","1","7","2","5","3","2","5","2","6","2","5","3","4","3","5","5","3","6","4","4","5","1","7","1","7","1","6","6","4","4","4","3","5","4","4","5","3","4","4","3","5","5","4","6","6","3","4","0","38","6","","3a0f9c52069ef7f1","30OG32W0SUBN3IH73GPB2891ZAMEN9","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:02","6/30/17 8:10","0","d885a094c2a333f5","100","507","1","6/30/17 8:10","R_3femZuX2sx0Xr60","","","","",34.59,-92.67,"anonymous","EN","7","2","4","4","5","7","1","7","1","1","7","5","4","7","1","4","4","3","1","5","2","3","5","4","1","3","7","4","1","4","2","6","2","3","1","7","7","1","7","1","7","1","7","4","1","4","1","7","4","4","4","4","4","4","4","4","4","4","4","4","3","4","5","1","2","4","4","6","4","0","48","2","","8b69b004bf8992f0","3K772S5NP8BVTMVW0IUYXOC5DYDEH0","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:09","6/30/17 8:10","0","a02cbde47c677ae6","100","94","1","6/30/17 8:10","R_WprzCL77DEjeUqB","","","","",44.67,-93.41,"anonymous","EN","2","5","5","4","5","4","3","3","6","2","6","2","3","5","3","6","4","3","4","3","4","4","5","6","4","4","6","4","7","3","4","6","2","3","4","5","3","6","5","4","2","4","6","5","4","6","1","4","4","4","5","3","4","5","6","6","2","4","6","3","5","4","4","3","4","3","6","4","6","1","27","4","n/a","76a40dfb5cc3e094","3HHRAGRYX85OQ7Q2WK92PJ8VYNB9O9","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:02","6/30/17 8:11","0","839bd8a6a6ba84a0","100","556","1","6/30/17 8:11","R_PBfWZe5F9t8EKtP","","","","",33.82,-117.98,"anonymous","EN","3","3","5","5","5","5","7","5","2","5","6","3","7","6","1","1","5","7","1","7","7","6","1","7","1","5","2","1","6","1","4","2","7","3","5","1","4","4","3","6","2","5","4","1","7","1","7","1","5","3","1","6","7","2","4","4","6","5","3","3","2","5","6","6","4","5","3","5","7","0","59","4","The ones I had no opinion on were the questions I didn't know. these days I think it is foolish of parents to not vaccine their babies with all the traffic coming here from other countries. Thanks...very interesting study!","faef7ad12243803f","3H0W84IWBK28IG9ZWN6SBSEB07BERX","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:06","6/30/17 8:11","0","ecb4983a11ec33b5","100","321","1","6/30/17 8:11","R_3iU6glKoiQ85qNg","","","","",41.54,-72.82,"anonymous","EN","4","2","4","3","5","4","6","4","5","4","4","5","4","4","4","4","4","6","4","4","5","4","4","5","3","6","4","2","6","2","4","4","6","3","5","3","4","5","4","5","3","6","4","2","6","4","6","2","4","2","2","4","6","4","4","4","4","4","4","4","4","4","5","5","2","4","4","4","5","0","24","3","","5eca261ca95a0432","35GMH2SV3EH5L3HJ4VPOHX96PKREOO","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:02","6/30/17 8:11","0","477a367651672ed5","100","571","1","6/30/17 8:11","R_8DiRVysc396VbNf","","","","",34.15,-117.99,"anonymous","EN","5","5","4","5","5","5","3","5","5","4","5","3","3","5","2","5","5","3","2","3","5","4","3","3","5","3","5","5","2","5","2","6","2","3","3","5","6","2","5","3","5","5","6","5","2","4","2","6","5","5","5","3","3","3","5","3","3","4","2","3","2","5","5","5","3","2","3","6","5","0","53","2","","f761d53b3193a79f","3DL65MZB8DF4CEKGEQGXMXFP068CEP","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:02","6/30/17 8:11","0","c2e0580c09643823","100","577","1","6/30/17 8:12","R_2V8YugMTb87g2BK","","","","",39.95,-75.31,"anonymous","EN","2","2","2","2","5","3","4","3","3","4","5","6","3","2","4","1","1","7","1","7","6","4","2","5","4","7","2","1","7","1","7","1","7","3","1","1","1","7","1","4","1","7","1","1","7","1","7","1","3","5","5","5","6","6","4","4","4","4","2","5","5","3","5","6","3","4","2","5","6","0","24","4","","e1fddcdb0f742e53","3570Y55XZPJFZVHCGDOAJRSKGA5GYI","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:04","6/30/17 8:12","0","44fd1d0e46c30e08","100","444","1","6/30/17 8:12","R_28B4qij2F0m862t","","","","",36.04,-114.98,"anonymous","EN","5","5","6","5","5","4","3","5","4","4","4","4","4","3","2","3","5","5","2","6","5","5","3","5","3","6","3","3","5","3","5","5","4","3","3","4","5","4","5","5","5","4","4","3","6","3","4","2","6","6","4","3","4","4","5","3","5","5","4","3","3","5","6","5","6","4","4","3","5","0","35","4","I believe vaccinations are, in most cases, a good idea and that the benefits outweigh the risks. However, there are exceptions and I believe every parent has the right to decide whether vaccines are best for their child. ","a486976cb757bc5a","3O6CYIULED1UF8N7LHV3298VEAJWUY","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:02","6/30/17 8:12","0","449e0de6d13fe245","100","601","1","6/30/17 8:12","R_3dE5Y8O9aaacuqb","","","","",38,-84.37,"anonymous","EN","5","3","5","3","5","5","4","3","2","5","2","7","3","5","1","2","3","6","2","6","6","6","2","6","2","6","3","2","6","1","6","2","6","3","6","2","2","6","2","6","2","6","2","2","6","2","6","2","3","3","2","6","6","6","2","2","6","2","6","6","6","2","2","6","5","5","3","5","6","0","35","3","","d986e45dba2262ce","3OF2M9AATGOK67N02QB8VQTFTLPZKU","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:03","6/30/17 8:12","0","bab73e8ee2f3865d","100","515","1","6/30/17 8:12","R_1PZXCGvTpgVHrdA","","","","",33.99,-81.02,"anonymous","EN","5","4","4","2","5","3","5","2","2","6","3","5","5","2","4","2","4","6","4","5","6","4","4","6","3","5","2","2","6","2","6","2","6","3","6","2","2","6","2","5","2","4","2","2","6","2","6","2","3","2","3","6","6","2","6","2","3","6","2","5","5","4","4","6","2","3","2","6","6","1","63","7","","84f65f262694b632","3VHP9MDGRNKWISKC91034F0PC7NCF7","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:02","6/30/17 8:12","0","62eff46290537160","100","638","1","6/30/17 8:12","R_2OTh1yvvLasePn8","","","","",26.72,-80.07,"anonymous","EN","1","1","1","1","5","1","7","1","1","7","1","7","1","1","7","1","1","7","1","7","6","7","1","7","1","7","1","1","7","1","7","1","7","3","7","1","1","7","1","7","1","7","1","1","7","1","7","1","1","1","1","7","7","5","4","4","4","3","3","5","5","1","1","4","7","7","6","1","4","0","28","4","none","147dcee7baf9e134","33LKR6A5KEKMEUSFOOG84NWZZJ41TE","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:02","6/30/17 8:12","0","b3aca27bacd17b5b","100","621","1","6/30/17 8:12","R_3IQ4Fyn1rznaTBm","","","","",43.61,-88.29,"anonymous","EN","4","3","4","3","5","5","5","4","4","5","5","5","4","4","3","3","3","5","3","5","5","4","2","5","2","5","4","3","5","4","5","4","5","3","4","3","4","3","3","5","4","4","3","2","6","3","5","2","4","3","5","3","5","4","4","3","3","4","4","4","3","4","5","4","4","4","3","5","5","0","53","4","Difficult for me to answer some as I have never been a parent.","f768e54e929bb55b","3OWEPKL089C2U32XG8B5WYHKDNI7NG","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:05","6/30/17 8:12","0","ee71b9f4e89ec4d0","100","466","1","6/30/17 8:13","R_1QheW1cKC3WvwhL","","","","",40.73,-73.99,"anonymous","EN","3","2","3","3","5","3","6","2","1","2","5","5","5","3","5","2","2","5","4","5","6","4","1","6","1","6","2","2","6","1","5","2","6","3","7","1","1","6","2","2","2","6","4","1","7","3","7","1","2","2","2","6","6","3","6","2","2","6","3","2","2","6","6","4","4","2","3","6","6","1","53","3","No comments.","a946e87b75d94393","34YB12FSQYOF5ESYXA0ZPW5D70RGMS","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:06","6/30/17 8:13","0","92ffb164b633ea9b","100","374","1","6/30/17 8:13","R_3Hn7LHLUZUMRbbf","","","","",30.47,-89.15,"anonymous","EN","5","4","5","5","5","5","4","5","6","6","5","5","5","3","2","2","2","5","1","6","6","6","1","6","1","6","2","1","6","1","6","3","6","3","3","1","4","5","5","5","5","4","5","1","7","2","7","1","5","5","4","3","5","5","4","5","5","3","6","7","7","5","4","5","5","5","3","5","7","0","28","4","","e952aa28dc593e9e","3TVSS0C0E10FFV8ILC5TXDMTVWCWT7","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:04","6/30/17 8:13","0","64cbe53d0433ac90","100","506","1","6/30/17 8:13","R_cZUaICjO6ueX5Tz","","","","",41.74,-88.04,"anonymous","EN","4","4","3","4","5","4","4","5","4","7","7","7","1","4","1","4","2","3","5","4","6","5","4","5","3","7","1","1","7","1","4","1","7","3","6","1","1","7","4","4","4","4","5","1","7","4","7","1","6","5","4","3","5","5","4","4","5","4","6","7","7","1","2","7","4","6","6","5","5","1","35","4","no","e0781a0173eeffe1","3YW4XOSQKQL1E774OT6I9JI1IXB1U5","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:05","6/30/17 8:13","0","9b788a273f9d7cd6","100","529","1","6/30/17 8:13","R_wNnTpUZCWXDiRuV","","","","",34.18,-117.25,"anonymous","EN","6","4","4","4","5","4","4","4","1","4","3","4","3","4","4","3","3","4","1","4","6","4","4","5","4","5","6","1","4","1","5","4","5","3","7","1","4","7","4","4","2","4","4","1","7","1","7","1","3","3","3","5","6","5","4","4","4","4","4","4","7","4","4","4","4","7","4","4","7","1","19","3","","5d21ace135dc76b7","3U5JL4WY5K9ANAYIGG07ROO8OZ24XD","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:06","6/30/17 8:14","0","a2d04d322431ca07","100","460","1","6/30/17 8:14","R_3PMggj7zIs5y0Mg","","","","",39.72,-121.81,"anonymous","EN","4","3","3","3","5","3","6","4","2","5","4","5","3","4","5","2","3","6","3","4","7","4","1","7","1","5","2","3","5","4","6","4","5","3","6","2","4","4","3","6","3","5","4","2","5","5","5","3","5","4","2","6","6","6","3","5","5","3","5","5","5","6","4","4","4","5","2","3","6","1","31","4","Interesting study. ","d995746083234fb0","3OLQQLKKNSPRKSQMOIXJ91SKQQHEJ5","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:08","6/30/17 8:14","0","b5f558924079cd4f","100","366","1","6/30/17 8:14","R_1kOAHII12MgPrkI","","","","",33.93,-83.95,"anonymous","EN","6","4","5","6","5","4","4","4","3","7","4","6","3","4","1","1","1","5","3","5","5","5","3","4","4","6","5","2","6","4","4","4","6","3","5","2","3","6","4","5","2","5","3","2","6","6","6","1","5","5","3","4","6","5","4","4","5","4","3","5","3","4","5","4","3","5","3","4","6","1","37","4","","d0055f1c3386dd76","3RANCT1ZVFH2R5PWQQZ7FVVA491UBG","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:02","6/30/17 8:14","0","74750f3dfa2e7607","100","747","1","6/30/17 8:14","R_3kKSSNumG55ARz6","","","","",33.88,-80.35,"anonymous","EN","6","4","4","4","5","4","1","1","1","4","4","7","1","1","4","1","1","7","1","7","4","4","1","7","1","4","1","1","7","1","4","4","7","3","7","1","1","7","2","6","1","6","2","1","7","1","7","1","4","1","1","7","4","4","7","4","4","6","3","4","4","4","4","4","6","4","4","4","4","0","24","4","","655aac1af796d9a5","3R9WASFE2ZG9QLVM1FKBFD1ALP8ZFS","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:02","6/30/17 8:15","0","65f58372b1742078","100","774","1","6/30/17 8:15","R_3h6mG3EzCNI1Fsd","","","","",39.76,-84.08,"anonymous","EN","7","4","4","4","5","7","6","7","4","7","7","7","4","4","1","1","1","7","1","6","7","7","4","7","1","5","7","4","7","4","3","4","5","3","4","4","4","4","4","4","2","4","5","1","7","1","7","1","5","4","2","4","7","6","2","6","6","4","5","4","4","4","4","4","5","7","4","4","6","0","33","2","","011cbeae2d590c3a","36W0OB37HWET4HMSW58BIYDN14LZHQ","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:03","6/30/17 8:15","0","c5ec950fd8ab7749","100","699","1","6/30/17 8:15","R_3qZEXfg8ZWKwHiW","","","","",41.9,-88.74,"anonymous","EN","5","4","5","5","5","4","6","3","2","3","5","4","4","3","4","5","5","4","3","4","4","3","4","5","4","6","5","2","6","2","5","3","6","3","5","3","6","5","4","5","3","4","4","2","6","3","6","2","4","2","3","6","5","5","3","5","5","3","3","5","2","4","4","5","4","3","2","5","6","1","24","2","","f8f53674565d94f0","3VNXK88KKCIJGRZZXWVGKB23UG89VB","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:02","6/30/17 8:15","0","73a5b3e804fc7b3c","100","783","1","6/30/17 8:15","R_3ERK5IXEwSq7v66","","","","",36.05,-80.32,"anonymous","EN","5","3","5","4","5","3","5","3","5","5","4","5","3","5","3","2","3","5","5","3","4","4","2","6","2","6","3","3","5","2","6","4","6","3","3","3","3","5","3","5","3","3","3","5","6","2","6","2","6","3","3","6","5","4","3","5","6","2","3","6","6","3","2","5","3","5","3","3","5","1","23","4","","daa15349956e8ffd","3NPFYT4IZC4QZQR2BH280DLBE4BGXC","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:06","6/30/17 8:15","0","4920355373422fc3","100","521","1","6/30/17 8:15","R_qXGh9OxSTtrtKUx","","","","",33.92,-118.14,"anonymous","EN","7","1","7","4","5","7","4","7","4","4","7","4","4","4","1","4","4","7","4","4","4","4","1","7","1","7","1","1","7","1","4","4","7","3","4","1","1","7","4","4","4","4","4","1","7","1","7","1","1","1","1","7","7","4","4","4","4","4","5","4","5","4","4","4","7","4","4","4","7","1","35","4","","e66ae39b38d083ef","32KTQ2V7RDF0Q45QJ4UPXFJQ3NW9MU","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:07","6/30/17 8:15","0","68886fe8d2f8830f","100","495","1","6/30/17 8:15","R_3Rr6bRTn27tyOKR","","","","",35.2,-106.7,"anonymous","EN","7","4","5","3","5","4","4","4","6","4","4","6","1","2","3","5","5","2","3","2","7","5","1","7","2","7","3","2","6","1","6","4","6","3","5","2","3","7","2","5","1","6","2","2","7","2","7","1","7","5","5","3","5","3","6","2","2","2","1","5","5","3","3","7","1","5","1","7","7","0","30","5","Nothing, thanks!","31d08a7380885aa8","3O7L7BFSHEPVPH6G60CJX0DKDBSEIT","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:02","6/30/17 8:15","0","f8b3da86e513b63e","100","796","1","6/30/17 8:15","R_3EKlA4afVKgXOpQ","","","","",40.5,-74.32,"anonymous","EN","3","6","5","6","5","5","6","5","5","6","5","5","5","6","6","5","6","6","5","5","6","5","5","6","5","6","5","6","5","5","6","6","5","3","6","5","6","5","4","6","5","6","5","3","5","6","5","3","6","6","5","6","5","3","5","4","5","4","6","6","6","5","5","6","5","3","3","4","5","1","32","6","","c221d4ee382c543d","3B1NLC6UGZWLQHPBPQSR60Z8C52GPO","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:02","6/30/17 8:16","0","65f58372b1742078","100","829","1","6/30/17 8:16","R_2c5DLU2jJ4SyaMB","","","","",39.76,-84.08,"anonymous","EN","7","4","4","4","5","7","7","7","4","7","7","7","4","4","1","1","1","7","1","7","7","7","3","7","1","3","4","1","7","4","3","4","4","3","4","4","4","4","4","4","4","4","5","4","7","5","6","1","5","4","2","4","7","7","4","5","5","4","5","4","5","4","4","4","6","7","5","4","4","1","43","2","","451312688c14329d","379J5II41OGXFIEMR39WPG5CUFMEL7","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:09","6/30/17 8:16","0","19d4f709e25e38b3","100","419","1","6/30/17 8:16","R_1Fg0E0o61nRaf2z","","","","",27.57,-82.38,"anonymous","EN","5","5","3","3","5","5","6","5","2","6","7","6","2","4","1","2","2","6","2","6","7","6","2","6","2","5","2","2","5","3","3","5","3","3","3","5","5","3","6","2","6","3","6","2","6","3","6","2","5","3","1","5","6","6","2","4","6","2","6","6","6","2","2","5","6","6","2","2","5","0","27","6","None.","ef6e9e026056dc1c","33FOTY3KEML5SDQ422LIFDWVBX4C16","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:06","6/30/17 8:16","0","053232d8dcc21f5e","100","603","1","6/30/17 8:16","R_b9IjlnxykqByzw5","","","","",27.82,-82.68,"anonymous","EN","5","5","6","4","5","4","5","5","5","6","5","5","5","4","6","7","6","6","5","6","5","6","4","5","6","6","4","5","4","4","5","6","5","4","5","4","5","5","4","5","5","6","5","4","5","6","5","4","5","5","6","6","5","5","5","6","5","6","4","5","6","5","5","5","4","4","3","4","5","1","39","6","","362bebfe9db65816","3T111IHZ5EQRNKIIOCQ6JED09AV9RI","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:10","6/30/17 8:16","0","0cd808bca7566fd4","100","374","1","6/30/17 8:16","R_1kOeoW0uRIinuWr","","","","",34.12,-80.86,"anonymous","EN","5","5","6","4","5","5","5","5","5","4","6","6","6","6","6","4","3","6","4","4","7","5","6","6","6","7","7","5","7","5","3","3","4","3","4","4","4","4","3","4","6","4","6","4","6","4","3","4","4","4","5","3","4","4","3","3","3","3","6","6","6","6","6","2","4","5","4","4","4","0","22","2","","459d412248559cf5","3R3YRB5GRF3X8VK4KCZBKKB4MRGUAL","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:11","6/30/17 8:17","0","d7c271b215b74c2c","100","357","1","6/30/17 8:17","R_1CwhBGtN2vSktzy","","","","",34.94,-82.17,"anonymous","EN","5","1","2","1","5","4","4","5","3","5","6","4","4","2","2","2","2","6","2","4","5","6","3","5","3","6","2","2","6","1","4","3","6","3","6","1","1","7","3","6","2","3","2","1","7","2","7","1","3","4","3","5","5","4","5","2","5","5","1","5","5","5","5","6","2","5","2","4","6","1","30","4","","98f07b18f55086bf","3HFNH7HEMHE6QTQQP37G65PIH1OGQF","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:02","6/30/17 8:17","0","fda7f14533f83833","100","879","1","6/30/17 8:17","R_ufgTqwQ6deZcBs5","","","","",44.86,-93.66,"anonymous","EN","5","4","5","4","5","2","3","4","2","5","6","3","5","5","5","3","2","6","2","3","6","5","2","6","2","5","3","2","6","2","6","2","6","3","6","2","4","4","2","7","2","6","2","1","7","3","7","1","5","5","5","5","6","4","4","4","5","4","4","4","4","6","4","5","4","3","2","5","6","1","41","3","","96fd26b424aed561","3PPTZCWALQK6HALVFVV5RC5OSRHZQM","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:02","6/30/17 8:17","0","bdd13898a9489a9d","100","894","1","6/30/17 8:17","R_2c8vbwLkbsyRJcg","","","","",29.74,-95.83,"anonymous","EN","5","4","4","4","5","6","5","5","4","4","5","4","4","4","3","3","4","3","4","4","4","4","4","5","3","5","5","4","4","4","4","5","4","3","3","4","5","3","5","5","5","3","5","4","4","4","3","3","5","4","4","4","4","4","2","5","4","4","5","5","5","4","4","4","5","5","5","4","4","0","29","3","None","50c3fd118a036b63","3URFVVM165IY93SCW4FA1D2DVCNZUR","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:07","6/30/17 8:17","0","9c6bd22198d59cd4","100","649","1","6/30/17 8:17","R_bfNuTWzhT9q61rP","","","","",42.36,-88.27,"anonymous","EN","5","3","2","2","5","2","5","2","2","2","4","5","4","2","4","1","1","6","2","6","7","7","1","7","1","6","2","1","6","1","7","2","7","3","7","1","1","7","4","7","1","6","2","1","7","1","7","1","4","4","3","4","6","5","4","2","4","5","5","3","3","2","6","4","5","4","5","2","5","0","39","4","no comments","3d679df2f2c84912","3ZQIG0FLQEGUSNC7Q758YVAESHSWVN","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:05","6/30/17 8:18","0","96fe4dca97c6d5c6","100","788","1","6/30/17 8:18","R_dariELVquPBByHn","","","","",38.94,-85.89,"anonymous","EN","3","1","1","1","5","1","7","1","7","7","6","7","5","1","6","2","2","6","2","5","7","7","1","7","1","7","2","1","7","1","5","2","7","3","7","1","2","7","2","7","1","5","1","1","7","1","7","1","1","1","1","7","7","4","5","4","3","5","3","3","3","5","5","6","3","4","3","6","7","0","38","4","No.","5d7d508cab1f2bd9","39DD6S19JPBHK7VQ6405XVGA9OTZEA","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:11","6/30/17 8:18","0","9613a46cc427d44f","100","445","1","6/30/17 8:18","R_2YK4YMV7en8gcSF","","","","",40.64,-103.23,"anonymous","EN","6","6","2","4","5","6","2","6","6","4","7","1","7","6","1","2","1","6","1","6","6","6","6","6","2","1","6","5","1","6","2","6","2","3","2","6","6","2","6","2","6","2","6","5","3","6","3","4","7","6","6","2","5","2","6","2","2","6","6","2","2","6","6","6","6","6","5","2","2","0","50","6","","531f3302c97a4cb3","3S3AMIZX3U5ZK86GIV5DGFX40U7CDW","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:09","6/30/17 8:18","0","84d5f401238dc92e","100","541","1","6/30/17 8:18","R_2V1rY9WIFNdQBPu","","","","",25.77,-80.36,"anonymous","EN","5","7","7","7","5","7","7","7","7","1","7","4","7","7","1","1","1","4","1","7","7","7","1","7","1","4","7","1","7","6","1","7","3","3","1","5","7","1","5","7","4","1","4","7","4","1","5","1","1","1","1","5","7","7","1","6","7","1","1","7","5","4","4","7","7","7","7","1","7","1","27","6","","62f0d9919535be49","37Q970SNZE8LZUF0ZOBIUI0DX0Q1SP","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:03","6/30/17 8:18","0","9e451636ecb6b58e","100","922","1","6/30/17 8:18","R_3s7EQSSnNygM7TD","","","","",42.41,-73.66,"anonymous","EN","3","4","2","3","5","2","6","3","2","4","5","3","4","2","5","1","5","2","2","2","6","5","1","5","1","7","1","1","7","1","6","1","7","3","7","1","1","5","3","7","2","3","2","1","7","1","7","1","2","2","2","6","6","5","3","1","5","3","3","3","2","5","5","3","4","4","3","5","6","1","19","3","","7a2083e39edebc97","3VFJCI1K4ZZ62U5Q2IWGBVZNDNQGRG","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:14","6/30/17 8:19","0","4131bc3888d1c914","100","281","1","6/30/17 8:19","R_1NEwqbLZpmVmQIJ","","","","",40.66,-111.92,"anonymous","EN","4","1","4","1","5","1","6","4","1","4","1","6","1","1","1","2","2","6","2","4","7","4","1","7","1","6","1","1","6","1","7","1","7","3","7","1","1","7","2","4","1","5","1","1","7","1","7","1","6","5","2","7","7","6","6","4","2","6","4","4","3","4","5","6","2","4","2","4","4","0","31","4","","71ac7958f9eca61c","3TMSXRD2X60E6BW9JTLJR73Y3DM1W4","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
"6/30/17 8:04","6/30/17 8:19","0","6fe35869cb977b2a","100","870","1","6/30/17 8:19","R_3PSnQzIXJK2f2tW","","","","",41.77,-88.38,"anonymous","EN","6","1","5","6","5","1","7","2","1","7","7","5","3","1","7","1","1","7","1","7","7","6","1","7","1","7","1","1","7","1","6","1","7","3","7","1","2","6","1","5","1","6","2","1","7","2","7","1","5","5","2","5","7","2","6","2","1","6","5","1","1","5","7","5","7","7","5","1","5","1","63","6","Parents intuition should be respected, but if they're very gullible about what they read, then that's a problem. Not every scientist is a Saint, and some succumb to financial pressures or tempations. It only takes a few to ruin a business's reputation.  Body chemistry is amazing, and of course what helps 95% of kids may not help you kid or not as much as expected. And that's where intuition (or just ""hands on"" experience matters. Of course the best Doctors form a partnership and dig for that information.  Sadly, many are so time pressured that they don't do that as much as they should.","02bb41585475d9eb","3R5F3LQFV2K3WY8F0I3127AODQZZOE","382GHPVPHSRVLSTA6POHWO4IA2I346","12","1.6"
