StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q66_First.Click,Q66_Last.Click,Q66_Page.Submit,Q66_Click.Count,Q49,Q51,Q53,Q55,Q57,Q59,Q61,Q63_1,hb_1,hb_2,hb_3,hb_4,hb_check_5,Q38_First.Click,Q38_Last.Click,Q38_Page.Submit,Q38_Click.Count,nat_1,nat_2r,nat_3,nat_4,nat_5,nat_6r,Q39_First.Click,Q39_Last.Click,Q39_Page.Submit,Q39_Click.Count,medSkept_1,medSkept_2r,medSkept_3,medSkept_4,medSkept_5r,medSkept_6r,Q40_First.Click,Q40_Last.Click,Q40_Page.Submit,Q40_Click.Count,diseaseRare_1,diseaseRare_2,diseaseRare_3r,diseaseRare_4,diseaseRare_5r,Q41_First.Click,Q41_Last.Click,Q41_Page.Submit,Q41_Click.Count,diseaseSevere_1r,diseaseSevere_2,diseaseSevere_3,diseaseSevere_4r,diseaseSevere_5,Q44_First.Click,Q44_Last.Click,Q44_Page.Submit,Q44_Click.Count,vaccEff_1,vaccEff_2r,vaccEff_3r,vaccEff_4,vaccEff_check_1,Q45_First.Click,Q45_Last.Click,Q45_Page.Submit,Q45_Click.Count,vaccDanger_1,vaccDanger_2r,vaccDanger_3,vaccDanger_4r,vaccDanger_check_3,Q46_First.Click,Q46_Last.Click,Q46_Page.Submit,Q46_Click.Count,vaccTox_1r,vaccTox_2,vaccTox_3,vaccTox_4r,vaccTox_check_6,Q47_First.Click,Q47_Last.Click,Q47_Page.Submit,Q47_Click.Count,vaccStrain_1,vaccStrain_2r,vaccStrain_3,vaccStrain_4r,vaccStrain_5,Q48_First.Click,Q48_Last.Click,Q48_Page.Submit,Q48_Click.Count,vaccIntent_1r,vaccIntent_2,vaccIntent_3r,vaccIntent_4,vaccIntent_5r,Q49_First.Click,Q49_Last.Click,Q49_Page.Submit,Q49_Click.Count,parentExpert_1,parentExpert_2,parentExpert_3,parentExpert_4r,parentExpert_5r,Q50_First.Click,Q50_Last.Click,Q50_Page.Submit,Q50_Click.Count,infantImmLimCap_1,infantImmLimCap_2r,infantImmLimCap_3,infantImmLimCap_4,infantImmLimCap_5r,Q51_First.Click,Q51_Last.Click,Q51_Page.Submit,Q51_Click.Count,infantImmWeak_1,infantImmWeak_2,infantImmWeak_3,infantImmWeak_4r,infantImmWeak_5r,Q52_First.Click,Q52_Last.Click,Q52_Page.Submit,Q52_Click.Count,overpar_1,overpar_2,overpar_3,overpar_4r,overpar_5r,Q53_First.Click,Q53_Last.Click,Q53_Page.Submit,Q53_Click.Count,comments,workerId,assignmentId,hitId,study_time,payment,eligible
4/17/18 9:16,4/17/18 9:27,0,ece555d729017015,100,685,1,4/17/18 9:27,R_20SzDMPdqKzfueB,,,,,,,anonymous,EN,0,0,38.391,0,1,28,1,3,1,2,2,0,1,1,1,1,5,79.803,100.768,101.477,6,1,6,1,1,1,6,4.886,22.552,23.593,8,5,6,5,5,5,4,19.014,43.721,45.474,7,2,1,6,3,6,19.244,33.023,33.775,5,1,7,7,1,7,112.504,119.232,120.187,5,6,1,1,7,1,4.968,13.144,14.211,7,7,7,1,7,3,7.921,17.938,18.269,7,7,1,5,7,6,4.611,17.224,18.039,6,3,6,3,5,5,52.925,67.936,68.787,5,1,7,1,7,1,3.853,10.118,11.549,5,3,3,2,5,5,39.096,49.912,50.584,5,6,1,6,6,1,5.375,27.067,27.41,9,6,6,6,3,2,2.708,14.598,17.054,6,5,3,3,6,6,18.19,26.591,27.245,6,nope,c6f0e46138ebe512,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:22,4/17/18 9:27,0,76be2b8b7aa32e4e,100,318,1,4/17/18 9:27,R_2eVxZr5r3LMDkTD,,,,,,,anonymous,EN,14.754,14.754,15.154,1,1,33,1,6,1,4,2,17,6,7,7,7,5,1.95,13.558,14.514,7,6,6,5,3,1,2,2.364,21.288,23.788,6,4,6,5,5,5,7,4.842,19.762,20.1,9,3,3,7,3,5,3.652,18.648,19.41,6,2,7,5,1,7,1.772,11.126,11.438,8,7,7,4,7,1,4.164,12.332,12.978,6,1,6,1,7,3,16.942,25.218,25.64,6,7,2,2,7,6,1.488,8.114,8.89,6,2,6,2,6,3,2.416,9.522,10.566,6,1,7,1,7,1,12.648,20.31,21.842,6,5,2,3,7,7,11.834,20.352,20.714,6,6,1,5,5,1,3.974,14.09,14.942,5,7,5,6,4,2,6.16,15.922,21.492,8,7,6,6,2,2,2.622,11.308,12.022,5,,a1feb9dacce339e2,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:23,4/17/18 9:27,0,6869bd29e59c9d60,100,269,1,4/17/18 9:27,R_Om0O3HyRPnPH6Fz,,,,,,,anonymous,EN,0,0,9.853,0,1,22,1,4,2,1,9,75,3,5,4,4,5,3.18,10.268,12.059,5,5,5,4,4,3,4,4.706,9.274,10.944,6,4,4,5,3,4,3,4.268,10.596,12.986,6,3,3,4,4,4,4.477,10.734,12.228,6,4,4,3,5,3,4.592,9.768,12.122,5,5,4,5,4,1,3.713,10.561,11.726,5,5,4,3,2,3,4.124,10.635,12.682,5,4,5,3,4,6,7.257,15.378,17.207,5,4,4,3,4,5,4.536,9.255,11.029,5,4,4,3,5,4,3.315,7.851,9.201,5,4,3,4,5,4,3.932,8.187,9.842,5,4,4,4,5,3,8.359,13.047,15.182,5,4,3,4,4,5,3.989,10.773,11.259,7,3,4,4,3,4,4.65,9.53,11.319,5,No,d2fc3e83c89f6fdd,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:22,4/17/18 9:27,0,4a63d31834d40c22,100,341,1,4/17/18 9:27,R_271XUbPZvs0b2us,,,,,,,anonymous,EN,0,0,6.377,0,2,31,1,4,3,6,11,43,7,5,7,7,5,2.961,14.05,15.485,6,7,1,7,7,4,1,2.817,16.097,16.762,6,7,2,7,7,1,3,4.141,18.127,18.898,6,5,5,2,4,3,5.657,19.314,20.256,5,5,5,5,3,2,4.22,12.573,13.596,6,2,7,6,2,1,3.86,14.523,16.99,5,7,1,7,1,3,2.148,46.471,51.458,6,1,7,7,1,6,2.816,9.417,10.338,5,7,2,7,1,7,4.709,17.084,18.02,5,7,2,7,1,6,2.482,14.257,15.144,5,7,7,7,2,3,4.253,19.23,20.187,6,6,4,4,5,5,6.224,20.529,21.287,7,4,3,3,3,5,2.659,11.003,11.817,6,7,7,7,7,7,4.584,13.44,15.569,6,,28b773b09132796e,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:16,4/17/18 9:27,0,b1f39b9ea0173340,100,674,1,4/17/18 9:27,R_2ZK7QXpNu4VPE3D,,,,,,,anonymous,EN,8.426,10.398,12.517,3,1,32,5,2,4,2,10,50,7,6,7,7,5,10.273,31.873,32.877,5,6,4,7,7,4,7,8.461,38.495,45.256,8,7,1,7,7,1,1,3.78,31.306,38.083,6,4,3,4,3,5,6.86,35.911,37.903,7,5,4,2,4,4,6.144,51.5,55.014,14,2,7,7,1,1,4.284,48.328,49.232,8,7,1,4,1,3,2.027,27.409,30.169,5,2,7,6,1,6,2.869,26.33,27.474,6,7,1,7,1,7,5.509,23.433,25.223,5,7,1,7,1,7,2.202,28.884,31.163,5,7,6,6,2,2,8.048,38.843,41.257,10,7,2,7,7,2,3.535,19.698,21.501,5,3,5,4,4,4,6.26,58.813,60.466,15,3,5,4,5,7,4.943,25.046,28.348,5,"Interesting study - thanks for the opportunity, and all the best with your research!",2e84cb9d41918047,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:18,4/17/18 9:27,0,3d69298d92fdb58c,100,573,1,4/17/18 9:27,R_1JFvJQDKLWjxdmY,,,,,,,anonymous,EN,0,0,21.163,0,1,53,1,4,4,6,9,14,5,2,5,2,5,10.214,34.436,35.519,5,2,6,2,2,2,6,8.698,31.732,32.79,6,7,5,5,2,2,6,9.723,46.877,47.765,6,2,2,6,2,6,8.102,32.602,33.951,5,3,6,6,2,5,5.788,25.035,26.134,5,6,2,1,6,1,4.864,28.174,29.286,5,1,6,3,7,3,3.716,22.238,23.289,5,6,2,2,2,6,4.842,25.062,30.785,5,2,6,2,6,2,7.729,31.503,32.564,5,1,7,3,7,1,4.409,25.126,26.177,5,5,5,2,5,6,6.057,30.729,33.1,5,5,6,2,2,6,27.069,50.445,51.666,5,1,1,2,6,6,4.052,22.621,24.179,5,2,2,2,6,6,5.673,25.815,26.891,5,no,d0c527e7aee860cc,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:21,4/17/18 9:28,0,884077f75aea123c,100,401,1,4/17/18 9:28,R_1osVAycYFONPMwq,,,,,,,anonymous,EN,0,0,7.137,0,2,44,1,3,8,1,2,0,4,4,4,4,5,7.364,20.489,21.931,6,4,6,3,4,2,4,7.944,32.03,34.114,8,6,6,6,4,2,6,3.284,27.508,28.791,7,1,2,7,2,7,6.403,19.427,20.605,6,1,7,7,1,7,2.688,11.096,12.558,5,7,4,1,7,1,5.14,16.514,17.766,5,2,6,2,7,3,3.375,13.795,15.064,5,6,2,3,6,6,2.879,16.854,18.202,5,2,4,1,5,1,8.967,24.431,26.501,5,1,7,2,7,1,2.124,14.166,15.677,5,5,5,5,3,6,4.893,22.366,23.804,5,5,3,5,5,3,20.489,31.478,32.821,5,6,7,6,1,2,3.252,18.17,19.558,5,5,5,3,5,6,4.707,19.69,21.1,5,No,a32aff569ec69fd9,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:20,4/17/18 9:28,0,ebbdb9f608cf6d41,100,469,1,4/17/18 9:28,R_8BwUf8GtBJ32gk9,,,,,,,anonymous,EN,0,0,7.137,0,1,29,3,3,1,3,11,29,6,6,6,2,5,14.839,32.681,33.733,5,2,4,4,4,2,1,6.037,38.35,40.012,6,7,5,6,4,6,7,3.529,33.93,34.655,6,2,3,7,2,7,4.317,25.708,26.328,6,1,7,7,1,7,2.739,11.49,12.499,5,7,1,1,7,1,1.95,19.134,20.321,5,1,4,4,6,3,4.091,13.987,15.69,5,7,1,1,7,6,1.718,14.453,16.228,5,4,7,4,4,4,7.233,26.991,27.763,5,1,7,1,7,1,2.777,13.816,15.003,5,6,6,5,5,7,16.807,41.07,41.931,6,7,1,4,7,1,3.867,33.397,34.347,5,6,7,7,1,1,3.739,24.66,27.157,6,6,7,4,4,5,11.444,49.924,50.66,5,,93bf5e020084a5f2,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:20,4/17/18 9:28,0,acf5e17acdea72a8,100,463,1,4/17/18 9:28,R_279EZ0UvzKnEQro,,,,,,,anonymous,EN,0,0,8.477,0,1,42,1,5,1,3,2,8,2,2,2,2,5,8.043,40.835,42.737,5,4,6,5,2,2,2,4.936,20.616,22.072,6,2,3,3,4,2,6,3.377,34.433,36.219,7,2,2,6,2,6,3.657,15.477,16.534,5,1,7,7,2,7,2.856,13.507,14.432,5,6,2,2,6,1,3.73,42.104,43.112,6,1,6,2,6,3,3.199,12.951,14.306,5,6,2,2,6,6,5.559,47.671,48.737,5,2,6,3,6,3,9.747,32.006,32.969,6,2,6,6,6,2,3.846,11.272,12.227,5,5,3,2,3,5,7.731,28.949,29.956,5,5,3,6,5,3,3.854,19.365,20.691,5,4,5,5,3,3,3.189,14.821,15.863,5,4,5,2,5,6,4.41,34.352,35.205,5,None,88adf9c9fe5769d0,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:22,4/17/18 9:28,0,e880d3eded1f9f79,100,328,1,4/17/18 9:28,R_21cWJGka7BwSdzt,,,,,,,anonymous,EN,0,0,6.709,0,1,21,3,2,2,1,2,45,7,1,6,1,5,4.605,21.194,22.238,6,6,6,4,4,4,4,4.172,30.046,30.735,11,4,6,4,6,4,4,1.218,17.451,18.382,7,4,4,4,4,4,5.995,18.409,19.26,6,2,3,4,5,3,0.708,2.063,2.5,5,4,7,7,6,1,3.856,14.229,15.24,7,3,4,5,2,3,0.655,2.3,3.109,6,4,4,7,4,6,34.973,47.429,47.787,6,6,5,6,6,4,4.75,25.357,26.357,5,6,4,6,6,6,4.077,18.9,20.058,5,7,7,7,7,4,2.111,13.77,14.402,6,1,1,1,4,1,8.875,15.14,16.867,7,3,4,3,5,2,0.485,2.238,2.971,6,7,7,4,7,1,5.57,17.217,18.093,5,None,969cd4e89351c877,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:18,4/17/18 9:28,0,aa1264a6e643262e,100,598,1,4/17/18 9:28,R_SE8aDsu1baRBQ5P,,,,,,,anonymous,EN,0,0,13.542,0,1,59,1,6,1,6,1,100,5,4,5,4,5,10.294,40.187,42.045,5,3,6,4,2,3,5,6.554,40.014,41.7,7,6,3,5,5,2,4,11.559,41.932,43.22,6,5,5,6,5,4,6.668,29.19,30.712,5,2,6,7,2,6,4.803,25.666,27.381,5,5,4,3,5,1,8.616,32.812,35.021,5,5,1,5,4,5,4.051,21.43,23.602,5,4,4,5,3,6,3.344,30.509,36.88,6,5,4,5,3,6,8.288,44.095,46.22,5,3,6,7,6,1,15.092,33.42,35.917,5,5,6,5,3,3,4.837,28.81,30.528,6,4,6,4,4,6,9.729,44.62,46.717,6,5,4,2,6,5,3.428,23.226,24.627,5,3,4,5,5,5,10.931,38.768,40.898,5,no,5c229961b5f8b155,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,FALSE
4/17/18 9:10,4/17/18 9:28,0,43c2a382a3a89d57,100,1032,1,4/17/18 9:28,R_10HMz6DXNxxEZJH,,,,,,,anonymous,EN,0,0,11.688,0,2,29,1,2,5,3,9,46,5,6,4,2,5,28.685,39.861,41.53,5,4,6,5,2,1,3,29.635,42.566,43.732,9,7,7,6,5,1,7,65.328,72.882,73.914,6,1,2,7,3,6,6.207,24.182,25.273,7,1,7,7,7,7,197.17,205.789,206.782,6,6,2,1,5,1,7.691,25.757,27.659,8,1,7,2,7,3,119.416,129.822,131.719,6,7,1,5,4,6,22.999,33.759,34.891,8,1,7,1,7,1,38.726,51.865,53.418,5,1,7,1,7,1,9.88,24.417,26.851,5,5,6,6,7,6,38.687,44.228,45.978,5,5,1,1,4,2,7.658,22.581,24.212,8,5,5,7,4,2,45.824,54.733,56.477,6,5,7,7,1,6,90.06,102.286,104.748,7,no,8aa4f294dac12b5b,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:21,4/17/18 9:28,0,56b4bfcdde80b6b9,100,408,1,4/17/18 9:28,R_1j7ExTZalNy0f1T,,,,,,,anonymous,EN,1.224,3.935,23.306,2,2,27,1,4,1,6,1,57,3,2,4,4,5,1.69,14.136,15.205,6,3,6,2,3,1,5,2.806,15.015,15.227,8,2,5,4,3,2,5,2.329,75.196,75.887,12,5,4,4,3,5,3.116,13.284,13.673,5,3,5,6,3,5,2.924,10.627,11.106,6,7,5,2,7,1,15.864,32.231,32.671,17,2,5,2,7,3,17.156,48.522,49.633,11,6,1,3,3,6,2.448,10.968,11.47,8,2,6,2,5,3,1.561,11.008,11.522,9,1,7,2,7,1,1.946,10.242,10.84,8,4,3,1,7,6,3.818,18.92,20.078,7,5,6,5,6,4,4.004,38.818,39.361,6,6,3,4,5,5,3.092,9.019,9.704,7,6,6,4,3,5,2.61,11.569,12.95,10,,3e60d650274cef4c,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:12,4/17/18 9:28,0,a6d1b69822ece640,100,921,1,4/17/18 9:28,R_yxVVuoU33KfRQnT,,,,,,,anonymous,EN,14.873,14.873,15.104,1,2,46,1,2,4,4,1,74,5,5,5,4,5,26.345,70.962,72.454,14,5,5,3,5,2,3,6.383,60.988,62.443,19,5,5,4,3,2,5,17.49,65.682,68.123,14,3,3,5,3,1,9.056,37.108,39.327,13,3,4,5,3,5,9.867,41.238,41.32,13,3,5,5,3,1,5.186,46.391,48.684,16,4,3,4,3,3,5.249,42.365,43.942,18,2,5,5,2,6,5.359,32.076,34.984,12,5,3,4,3,5,5.938,36.48,38.812,12,5,5,5,3,3,9.949,60.329,64.513,16,5,3,5,5,5,13.42,55.183,57.395,13,5,3,4,3,5,7.485,74.625,76.666,16,3,3,3,5,5,6.786,31.582,33.902,11,5,3,2,5,5,9.61,42.062,44.182,12,,a606c82ea35db75c,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:18,4/17/18 9:28,0,4864b08b323867d2,100,557,1,4/17/18 9:28,R_2S36YOZNxgM58wl,,,,,,,anonymous,EN,0,0,8.807,0,1,28,1,3,1,3,11,50,5,5,3,5,5,7.434,33.598,35.34,5,7,7,7,7,7,1,11.635,26.567,27.58,6,7,1,7,7,1,1,19.816,43.388,47.07,7,7,7,1,7,1,5.47,35.93,37.527,10,1,5,7,7,7,3.301,17.925,18.992,5,1,7,7,1,1,7.527,63.554,65.754,7,7,1,7,1,3,13.737,21.216,22.37,5,1,5,7,1,6,3.71,15.839,17.614,5,7,1,7,1,7,4.178,20.491,21.986,6,7,1,7,1,7,19.417,35.778,37.198,5,7,7,7,1,1,3.016,13.187,14.895,5,7,5,7,7,2,5.942,20.92,22.311,5,7,7,7,1,7,10.05,21.932,28.069,5,7,1,1,7,7,41.12,57.211,58.41,5,Thanks,6fe4821bf51ea63d,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:22,4/17/18 9:28,0,188b132cb4ccdd48,100,370,1,4/17/18 9:28,R_XQSYPCf1vJqWtPz,,,,,,,anonymous,EN,0,0,9.281,0,1,35,1,3,1,4,9,0,2,5,5,3,3,7.852,31.567,32.39,7,5,5,5,3,1,2,3.103,21.542,22.558,8,6,3,5,2,4,6,3.725,30.88,31.703,6,3,5,5,5,3,10.082,27.41,28.287,5,2,5,6,3,6,3.391,17.986,18.678,5,6,2,1,5,1,5.055,21.822,22.551,5,1,7,1,7,3,2.45,10.744,11.621,5,7,1,3,5,6,1.863,17.898,18.228,8,5,4,2,5,3,3.215,21.822,23.056,6,1,7,2,7,1,4.821,15.967,17.209,6,5,3,1,7,6,4.292,30.149,30.708,10,5,6,2,2,6,7.263,21.3,22.14,6,1,2,2,6,7,3.238,14.006,14.892,5,1,3,1,6,7,3.49,19.692,20.458,6,,4961c43a141e7162,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,FALSE
4/17/18 9:21,4/17/18 9:28,0,02e1f9904a2a7508,100,420,1,4/17/18 9:28,R_1CC2L8ZLjEnANAL,,,,,,,anonymous,EN,0,0,7.499,0,2,26,1,4,2,3,2,31,3,1,5,4,5,21.676,39.358,40.129,5,1,7,2,1,1,5,4.067,19.455,19.752,7,3,6,4,2,3,7,7.474,22.892,24.12,6,3,2,6,3,4,3.182,16.791,18.927,6,2,6,6,2,5,4.772,13.061,13.997,5,6,3,1,5,1,2.775,16.403,17.711,5,1,4,3,6,3,2.873,14.057,14.715,6,6,3,4,7,6,4.208,14.352,15.381,5,4,5,2,4,4,3.414,18.223,18.766,5,1,7,2,6,1,2.747,14.325,15.034,5,2,4,1,5,6,5.232,20.41,24.263,6,5,4,3,4,4,7.199,15.959,16.958,5,2,4,5,6,5,11.79,22.935,24.444,5,4,4,1,7,7,33.776,48.946,49.963,5,none,5ba659e9ba7cfdd9,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:18,4/17/18 9:28,0,46eefe1252b7e9b4,100,565,1,4/17/18 9:28,R_wYI72lr6Cl5hTk5,,,,,,,anonymous,EN,0,0,12.955,0,2,48,1,4,2,2,2,23,6,5,7,5,5,7.801,33.882,34.812,5,7,5,6,5,2,1,9.223,35.062,36.127,6,6,2,5,5,3,7,7.387,47.235,48.387,8,2,2,5,2,6,6.275,29.66,30.795,6,4,5,5,3,5,5.002,27.985,28.96,5,5,3,2,5,1,14.644,35.315,36.315,5,4,4,4,5,5,5.143,25.165,26.171,5,5,4,4,4,6,5.639,33.711,34.637,6,5,3,4,4,4,6.922,26.859,27.993,5,4,7,2,6,1,11.502,29.966,31.229,5,6,6,4,5,5,8.222,31.247,32.884,5,5,4,3,4,4,7.406,25.742,26.901,5,3,4,4,5,4,5.2,26.36,27.105,5,3,3,3,4,6,7.809,29.881,30.651,5,,afec31da7ae50edd,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,FALSE
4/17/18 9:21,4/17/18 9:28,0,255cdacc0151f3a0,100,441,1,4/17/18 9:28,R_2D60D6Qo3z8sM2V,,,,,,,anonymous,EN,0,0,6.817,0,1,24,1,3,5,6,10,49,5,4,5,6,5,4.192,37.444,38.023,5,3,6,6,3,2,2,3.17,22.553,23.281,6,6,3,4,4,1,5,3.892,38.002,38.705,9,4,4,5,4,4,25.607,44.177,44.77,10,4,6,4,1,5,6.133,19.452,20.338,8,4,4,4,5,1,14.914,25.097,25.817,6,4,2,4,5,3,4.406,14.496,15.812,7,5,2,4,4,6,5.09,22.989,23.592,7,3,6,4,5,4,7.101,20.677,21.259,5,4,5,4,5,1,6.133,18.383,22.132,7,3,1,2,4,7,6.109,23.56,24.293,5,6,2,6,6,2,4.334,17.755,18.251,8,6,6,6,2,4,5.104,13.443,14.027,5,6,7,6,2,2,4.119,25.199,25.828,6,,8325cab22defe286,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:17,4/17/18 9:28,0,697db4f6a1396578,100,672,1,4/17/18 9:28,R_2R1vrIXHMeCZIrb,,,,,,,anonymous,EN,0,0,9.99,0,2,28,1,5,1,3,9,50,3,3,1,2,5,11.6,27.234,29.63,5,3,7,5,5,4,4,82.978,99.634,100.872,8,6,5,3,3,1,7,5.512,35.672,36.298,9,1,3,1,4,2,13.326,44.494,45.518,6,2,7,5,1,6,34.138,46.426,46.794,7,4,1,1,5,7,2.162,25.066,52.92,6,1,4,1,6,3,3.298,14.004,14.976,6,4,3,5,3,6,35.258,49.46,50.268,7,5,3,5,3,4,10.404,58.796,59.758,5,1,6,5,6,2,3.596,22.324,23.228,8,4,5,3,4,5,29.434,46.506,47.346,10,3,4,5,3,4,3.43,34.36,36.79,7,2,6,7,3,3,29.196,41.428,42.556,7,5,4,2,1,7,3.126,19.054,20.186,6,,cd50a886ab021582,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,FALSE
4/17/18 9:11,4/17/18 9:28,0,8a6201a96c3b5994,100,1020,1,4/17/18 9:28,R_6y77RAov2WIqNkl,,,,,,,anonymous,EN,0,0,30.676,0,1,57,3,5,6,3,9,0,5,5,6,3,5,16.64,83.172,85.362,8,4,7,5,2,2,1,11.296,51.956,53.888,7,7,1,5,4,1,7,7.336,45.752,48.922,7,2,2,6,2,5,8.396,34.566,37.724,6,2,7,6,1,7,4.906,30.954,33.548,6,5,5,2,6,1,7.05,40.65,42.096,6,4,4,4,5,3,21.204,46.582,48.402,6,4,5,5,3,6,7.026,63.886,66.406,7,5,4,4,4,4,6.688,47.232,48.684,8,5,6,2,6,2,20.936,45.974,48.14,6,7,5,2,4,5,11.176,73.986,75.606,6,6,4,5,6,2,10.5,44.368,46.704,6,6,6,6,3,5,9.392,41.904,44.902,6,7,7,7,3,6,8.348,57.578,60.228,6,Thank you for allowing me to be part of your research.,4f545d9caf2a08c3,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:11,4/17/18 9:28,0,5775b4dba591d513,100,1056,1,4/17/18 9:28,R_2U9LBsCjnp5SziM,,,,,,,anonymous,EN,0,0,699.219,0,1,34,1,2,1,3,9,32,4,4,4,4,5,4.629,21.254,22.547,6,5,4,4,6,4,4,2.842,23.305,25.45,14,4,7,4,4,4,7,2.994,25.498,26.467,8,1,4,6,1,7,3.875,22.043,22.801,12,4,7,7,1,7,4.565,18.924,19.235,9,7,4,4,4,1,1.913,18.938,19.56,7,4,4,4,4,3,1.645,19.356,20.999,7,4,4,4,4,6,2.821,16.565,17.436,9,4,4,4,4,4,3.087,19.109,19.844,7,1,6,2,7,1,2.908,14.852,15.611,5,6,6,4,4,7,5.202,38.593,39.209,14,7,4,4,7,4,4.018,19.784,21.063,11,7,7,6,4,4,2.881,14.806,18.008,12,5,7,6,1,2,2.708,20.3,21.354,11,good study,e3d070f0619c7b8a,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:21,4/17/18 9:28,0,51a597b98bbfe981,100,457,1,4/17/18 9:28,R_2rp89CIOEMmwUbU,,,,,,,anonymous,EN,2.537,7.343,9.675,5,2,35,1,2,1,3,2,0,5,2,2,2,5,9.298,30.969,32.026,6,5,3,5,3,4,2,3.546,26.796,28.085,6,5,6,4,4,6,6,6.744,31.282,32.222,6,2,2,6,2,6,5.67,21.673,22.96,5,2,6,6,2,6,4.348,18.91,20.221,5,6,2,2,6,1,5.422,27.007,31.424,5,2,5,4,6,3,4.631,20.079,20.961,5,5,2,3,5,6,3.623,21.195,22.405,5,2,6,2,6,2,5.745,24.346,25.084,9,2,6,2,6,2,3.168,18.777,19.137,6,3,2,2,4,6,6.743,35.295,36.485,7,4,4,4,4,4,4.823,19.958,21.08,5,3,4,3,4,6,33.523,45.786,48.811,6,5,2,1,6,7,4.693,19.333,20.465,5,,10b66f0260f85a7f,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
4/17/18 9:19,4/17/18 9:28,0,a8a490c4a86d0ba8,100,564,1,4/17/18 9:28,R_6s7kn5dxGJQSr8l,,,,,,,anonymous,EN,0,0,14.681,0,2,52,1,2,6,5,2,78,6,4,5,4,5,8.031,31.299,34.265,5,5,3,5,7,1,2,7.742,31.862,33.046,6,6,4,6,5,2,4,7.569,34.714,36.754,6,2,2,5,2,4,6.295,25.796,27.023,5,2,7,7,1,7,5.332,27.453,29.09,6,4,4,3,4,1,5.525,24.44,25.488,5,6,4,4,5,3,6.578,23.45,24.459,5,3,4,5,4,6,4.189,24.756,26.001,6,4,4,3,4,4,8.123,27.571,28.616,5,5,6,3,5,1,8.34,23.352,24.292,5,4,5,2,5,5,6.889,30.668,32.477,5,2,5,2,3,5,7.357,24.958,26.354,5,3,5,3,4,6,9.711,32.131,33.207,6,6,7,7,5,5,5.201,26.81,27.92,5,No comment's,85e55439894529ab,,3XT3KXP24ZYOQIF7AGOJXSQL8UF6I9,10,1.35,TRUE
