"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","interv_t_First.Click","interv_t_Last.Click","interv_t_Page.Submit","interv_t_Click.Count","hb_1","hb_2","hb_3","hb_4","check_5","hb_t_First.Click","hb_t_Last.Click","hb_t_Page.Submit","hb_t_Click.Count","nat_1","nat_2r","nat_3","nat_4","nat_5","nat_6r","nat_t_First.Click","nat_t_Last.Click","nat_t_Page.Submit","nat_t_Click.Count","medSkept_1","medSkept_2r","medSkept_3","medSkept_4","medSkept_5r","medSkept_6r","medSkept_t_First.Click","medSkept_t_Last.Click","medSkept_t_Page.Submit","medSkept_t_Click.Count","diseaseRare_1","diseaseRare_2","diseaseRare_3r","diseaseRare_4","diseaseRare_5r","diseaseRare_t_First.Click","diseaseRare_t_Last.Click","diseaseRare_t_Page.Submit","diseaseRare_t_Click.Count","diseaseSevere_1r","diseaseSevere_2","diseaseSevere_3","diseaseSevere_4r","diseaseSevere_5","diseaseSevere_t_First.Click","diseaseSevere_t_Last.Click","diseaseSevere_t_Page.Submit","diseaseSevere_t_Click.Count","vaccEff_1","vaccEff_2r","vaccEff_3r","vaccEff_4","vaccEff_t_First.Click","vaccEff_t_Last.Click","vaccEff_t_Page.Submit","vaccEff_t_Click.Count","vaccDanger_1","vaccDanger_2r","vaccDanger_3","vaccDanger_4r","check_3","vaccDanger_t_First.Click","vaccDanger_t_Last.Click","vaccDanger_t_Page.Submit","vaccDanger_t_Click.Count","vaccTox_1r","vaccTox_2","vaccTox_3","vaccTox_4r","vaccTox_t_First.Click","vaccTox_t_Last.Click","vaccTox_t_Page.Submit","vaccTox_t_Click.Count","vaccStrain_1","vaccStrain_2r","vaccStrain_3","vaccStrain_4r","vaccStrain_5","vaccStrain_t_First.Click","vaccStrain_t_Last.Click","vaccStrain_t_Page.Submit","vaccStrain_t_Click.Count","vaccIntent_1r","vaccIntent_2","vaccIntent_3r","vaccIntent_4","vaccIntent_5r","vaccIntent_t_First.Click","vaccIntent_t_Last.Click","vaccIntent_t_Page.Submit","vaccIntent_t_Click.Count","parentExpert_1","parentExpert_2","parentExpert_3","parentExpert_4r","parentExpert_5r","parentExpert_t_First.Click","parentExpert_t_Last.Click","parentExpert_t_Page.Submit","parentExpert_t_Click.Count","infantImmLimCap_1","infantImmLimCap_2r","infantImmLimCap_3","infantImmLimCap_4","infantImmLimCap_5r","infantImmLimCap_t_First.Click","infantImmLimCap_t_Last.Click","infantImmLimCap_t_Page.Submit","infantImmLimCap_t_Click.Count","infantImmWeak_1","infantImmWeak_2","infantImmWeak_3","infantImmWeak_4r","infantImmWeak_5r","infantImmWeak_t_First.Click","infantImmWeak_t_Last.Click","infantImmWeak_t_Page.Submit","infantImmWeak_t_Click.Count","overpar_1","overpar_2","overpar_3","overpar_4r","overpar_5r","overpar_t_First.Click","overpar_t_Last.Click","overpar_t_Page.Submit","overpar_t_Click.Count","comments","workerId","assignmentId","hitId","study_time","payment","condition"
"344","2019-06-06 11:39:59","2019-06-06 11:45:39","0","e0dd5f6988745c87","100","339","1","2019-06-06 11:45:39","R_3JtqrqH20TXRdOO","","","","",41.6,-72.98,"anonymous","EN","","","","","4","5","5","4","5","6.694","20.566","21.791","6","7","6","3","4","1","3","2.32","17.594","18.308","7","2","5","3","5","4","6","3.533","18.751","19.579","8","2","2","5","4","4","1.64","12.469","14.824","5","3","6","5","2","6","3.968","17.03","17.625","7","6","3","2","6","2.526","14.259","14.637","6","1","4","5","7","3","1.85","14.093","14.957","8","5","1","4","6","3.286","9.966","10.727","4","2","6","3","3","4","2.383","14.736","15.669","7","1","7","5","7","1","2.091","14.689","15.939","5","3","2","1","7","7","4.536","16.487","17.254","6","6","3","5","6","3","2.57","11.555","12.237","6","4","5","6","3","3","1.458","11.365","11.976","5","3","5","2","5","6","2.504","17.853","18.529","7","I gave my own personal answers to be the best of my knowledge about the topic, and really enjoyed the two studies. Thank you for allowing me to participate.","946960f015516115","3WYP994K17RD22S640FO70FZSM16YZ","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"345","2019-06-06 11:35:58","2019-06-06 11:45:53","0","bd9b4015b9b31885","100","594","1","2019-06-06 11:45:53","R_1FLdfGy79riwLe2","","","","",36.64,-76.24,"anonymous","EN","53.323","189.116","190.197","3","4","1","2","1","5","8.556","21.323","23.564","5","1","7","2","1","4","7","2.25","13.098","15.084","6","6","4","3","1","3","6","4.226","23.067","25.404","7","1","1","7","1","6","3.935","14.108","15.795","5","4","6","7","1","7","20.596","27.85","30.483","5","7","3","1","6","6.098","20.329","22.173","4","1","5","3","7","3","3.51","11.639","13.725","5","6","2","4","6","2.334","11.345","12.193","5","1","7","2","5","4","3.386","16.259","18.263","6","2","6","4","7","1","3.13","13.635","15","5","3","3","2","3","4","2.762","15.225","16.793","5","4","3","4","5","2","3.953","15.352","17.557","5","5","6","7","4","4","4.258","13.803","15.534","5","4","5","3","2","5","83.398","94.392","96.673","6","","d9b9a972f47aff30","3XCC1ODXDLBXFJZ45E1S593TP0XQRD","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"346","2019-06-06 11:39:01","2019-06-06 11:47:13","0","3f38c8cf54628960","100","491","1","2019-06-06 11:47:13","R_2VwP26eDd1cdpKG","","","","",28.95,-80.9,"anonymous","EN","0","0","95.875","0","6","6","6","6","5","26.777","38.294","40.2","5","6","5","6","2","6","1","9.412","29.283","30.269","6","3","6","5","2","3","6","7.164","29.508","30.503","6","5","5","6","5","6","4.238","21.901","22.954","6","2","6","6","2","6","3.095","12.699","14.351","5","6","4","2","6","4.09","16.374","17.951","4","2","6","2","6","3","2.675","13.817","15.147","5","6","2","2","6","3.23","12.674","14.054","4","2","6","2","6","2","3.498","18.598","19.999","5","2","6","2","6","2","2.564","13.659","14.983","5","6","6","5","4","3","6.7","23.833","25.106","6","4","6","2","2","6","3.698","17.979","19.26","6","3","2","2","6","6","4.201","19.426","20.795","5","3","6","3","6","6","5.845","23.494","26.4","5","","7dd8166e551a0752","30ZX6P7VF8VZPCE6VY2I70JZZDOJ2Z","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"347","2019-06-06 11:43:46","2019-06-06 11:48:18","0","f7b9237d795ae0be","100","272","1","2019-06-06 11:48:18","R_ptohSkn3xXfRm1z","","","","",42.05,-87.89,"anonymous","EN","","","","","1","1","1","1","5","0","0","9.843","0","1","7","1","1","1","7","0","0","8.396","0","7","7","1","1","1","7","0","0","12.576","0","1","1","7","1","7","0","0","8.103","0","1","7","7","1","7","0","0","5.503","0","7","1","1","7","0","0","8.121","0","1","7","1","7","3","0","0","7.388","0","7","1","1","7","0","0","4.544","0","1","7","1","1","1","0","0","14.246","0","1","7","1","7","1","0.282","1.313","10.377","3","1","1","1","7","7","11.801","63.474","71.619","2","7","1","7","7","7","0","0","6.349","0","7","7","7","1","1","49.992","49.992","55.199","1","7","7","7","1","1","0","0","13.397","0","","b2bbed6086cd854d","3CFJTT4SXTQAG2R6JSYDRQL7XE07I6","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"348","2019-06-06 11:43:40","2019-06-06 11:48:38","0","19183857c27628b8","100","298","1","2019-06-06 11:48:38","R_268DKLmeIyT5atO","","","","",40.65,-73.93,"anonymous","EN","","","","","2","2","3","5","5","7.991","20.422","21.528","6","3","5","3","2","2","2","2.412","19.974","20.714","17","2","5","3","3","1","4","2.722","16.562","17.254","10","1","1","1","1","6","2.395","22.027","25.692","18","1","7","7","1","7","2.734","10.836","11.504","8","7","2","1","7","2.274","10.615","11.389","6","1","7","1","7","3","1.924","12.73","13.792","8","6","1","1","7","2.892","12.454","13.28","5","3","7","1","4","2","2.019","29.486","30.238","9","1","7","2","7","1","1.163","12.496","13.249","9","3","2","2","5","6","3.439","14.333","15.118","10","5","3","3","5","3","3.169","21.278","22","15","2","5","3","5","5","1.195","11.593","12.224","12","3","3","2","5","5","7.214","18.545","19.308","9","No","8923c67f60e5b5f6","3GGAI1SQEVY2O2CTVO4GZ5K2FYZMCI","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"349","2019-06-06 11:42:43","2019-06-06 11:48:55","0","16af091747320367","100","371","1","2019-06-06 11:48:55","R_6s8FMvXLJdyazbX","","","","",38.01,-85.69,"anonymous","EN","0","0","92.294","0","4","4","5","4","5","5.308","16.308","17.818","5","4","4","4","1","3","2","2.699","20.787","21.634","6","6","6","5","3","1","6","2.217","28.664","29.639","8","2","2","6","2","6","2.719","15.663","16.439","5","3","6","7","3","6","2.296","13.064","14.974","5","7","2","2","7","12.019","24.195","25.401","5","1","6","1","7","3","1.344","10.968","14.752","5","7","1","1","7","2.22","8.052","11.122","5","2","6","2","6","3","3.152","17.328","18.23","5","1","7","4","7","1","1.475","8.962","10.201","5","4","4","4","4","4","3.202","7.826","8.48","5","5","5","4","4","4","7.452","15.733","16.716","5","4","4","4","5","5","1.535","12.206","15.484","5","4","4","1","6","7","1.713","13.543","14.669","5","","8cbbd92ccd259a20","3NQL1CS15R8YHS7758NWJSVY9FSVYF","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"350","2019-06-06 11:39:20","2019-06-06 11:48:59","0","89b7bd208553da8e","100","579","1","2019-06-06 11:49:00","R_2DOfPBP5BD9xIn0","","","","",39.19,-78.19,"anonymous","EN","0","0","203.773","0","4","4","4","5","5","2.471","19.618","20.471","6","6","4","4","5","3","3","14.726","37.236","38.002","6","6","5","4","4","2","6","2.581","19.439","20.386","6","2","3","1","2","6","2.669","19.636","20.622","6","7","7","7","3","7","2.9","17.147","17.935","6","6","3","4","6","9.003","21.859","22.893","4","2","6","4","6","2","3.091","13.844","14.53","5","4","2","4","6","3.122","14.366","15.069","4","3","5","4","4","4","2.569","17.078","17.977","6","2","7","4","7","1","3.727","16.82","17.316","6","6","5","4","5","5","6.057","22.385","24.29","5","5","3","4","4","4","2.939","16.595","17.638","5","5","4","4","5","7","6.449","18.215","18.861","5","4","5","5","5","6","5.537","17.972","18.604","6","none, thank you","ff6c01096c364138","3J88R45B2GYWC3K1E0SVUMZ7LLWXPP","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"351","2019-06-06 11:43:29","2019-06-06 11:49:42","0","01ceeb2c046bf351","100","372","1","2019-06-06 11:49:42","R_3q8Mu0bqzm97XJl","","","","",32,-110.71,"anonymous","EN","0","0","92.409","0","5","4","4","4","5","3.238","15.741","16.786","5","4","5","5","4","2","2","2.492","16.547","17.612","6","5","5","4","4","4","5","5.823","18.807","20.122","6","2","4","5","2","5","3.213","22.077","23.146","6","2","3","6","2","6","3.785","12.089","14.014","5","5","4","2","5","3.019","16.243","17.419","4","2","4","2","6","3","1.98","8.06","8.907","5","6","2","2","6","4.497","9.306","10.613","4","4","5","2","5","4","6.592","14.623","15.836","5","2","6","4","6","2","4.287","9.272","10.799","5","4","2","2","5","5","3.521","15.754","16.669","5","5","5","2","2","5","4.128","11.176","12.135","5","3","5","5","3","5","2.341","13.357","14.61","5","2","2","2","6","6","2.862","10.725","11.749","5",NA,"c16610d02b6eb3ae","36ZN444YTRYH18J50EFF2C72N3YOI1","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"352","2019-06-06 11:46:36","2019-06-06 11:51:22","0","8ac13dbd3b7b290e","100","286","1","2019-06-06 11:51:23","R_2s6eZ7ArXJMSJyl","","","","",40.43,-79.86,"anonymous","EN","","","","","4","3","4","3","5","4.51","15.566","16.356","7","2","5","5","3","2","1","7.863","22.504","23.253","8","6","5","6","6","3","3","4.52","19.872","20.67","6","3","3","5","3","4","2.827","16.042","17.056","6","3","7","7","1","7","2.912","12.801","14.307","6","4","4","1","7","3.256","14.311","15.665","8","1","4","4","5","2","1.775","11.287","13.2","5","4","1","4","4","3.53","10.874","12.14","4","4","5","4","4","6","4.991","16.68","17.435","6","2","7","3","6","1","2.014","15.838","16.703","6","5","5","5","3","3","5.299","14.107","15.229","5","4","5","4","4","4","2.28","11.495","13.337","5","5","4","4","4","4","3.197","11.259","12.079","5","5","4","1","4","7","2.956","13.956","14.606","5","Some wording like 'many' are qualitative and a bit vague to the point of varying by the individual. ","eff898455c3180a9","3IO1LGZLK9XYNW1ORWHU8NRXZ7068N","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"353","2019-06-06 11:36:01","2019-06-06 11:51:36","0","717f18c7bc3d334c","100","934","1","2019-06-06 11:51:37","R_VNXmnjrL39Eu8HD","","","","",40.27,-79.86,"anonymous","EN","0","0","104.673","0","3","4","2","4","5","8.854","21.112","22.428","5","3","6","2","2","1","5","4.038","128.236","129.404","6","3","6","5","4","2","6","3.24","36.262","37.654","7","5","6","4","6","6","10.13","112.968","114.153","6","2","6","7","1","7","9.445","34.765","35.985","5","7","1","2","6","11.334","25.66","26.657","4","1","6","1","7","1","20.001","102.018","102.983","5","7","1","1","7","4.162","12.348","13.326","4","2","7","1","2","2","13.114","118.661","119.816","10","1","7","2","7","1","3.808","16.886","17.734","5","4","5","3","5","5","4.883","19.648","20.6","6","2","5","3","4","5","34.298","55.242","56.2","5","3","4","5","4","4","8.815","43.586","44.95","7","4","3","3","4","6","2.884","24.727","26.057","6","","544a75cebeab3627","35GMH2SV3EH5L3HJ4VPOHX9AVAPEOG","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"354","2019-06-06 11:45:05","2019-06-06 11:52:17","0","b6b53e5ccc7bf1a4","100","432","1","2019-06-06 11:52:18","R_3QYlEkNleNwjwj6","","","","",40.73,-73.85,"anonymous","EN","","","","","6","4","6","6","5","4.593","30.527","32.091","8","4","6","2","6","2","3","2.076","38.133","39.036","14","7","2","7","4","1","4","6.249","26.097","26.752","7","3","4","5","3","4","9.926","42.383","43.111","11","3","4","5","3","5","2.249","15.103","17.549","7","5","6","4","4","43.469","55.981","56.333","7","4","3","4","4","3","1.923","14.512","15.714","8","3","5","5","4","2.603","14.403","15.397","9","5","3","5","3","5","2.178","24.206","24.873","10","5","6","6","5","2","2.816","15.278","15.807","6","4","4","3","5","5","2.033","27.694","28.227","10","4","5","4","4","5","8.287","26.097","26.811","7","4","4","4","5","5","2.706","17.802","18.371","7","4","6","3","5","6","5.912","25.904","26.525","8","","ce77689053bc08b5","3C8HJ7UOP7UFWVN3N2OOA3LNOGLZMU","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"355","2019-06-06 11:45:29","2019-06-06 11:52:27","0","bee0edea16e3acc3","100","418","1","2019-06-06 11:52:27","R_8dFKH3GSC06fmnf","","","","",42.37,-88.09,"anonymous","EN","0","0","98.364","0","5","1","2","1","5","5.842","21.775","22.712","5","5","6","3","2","1","3","4.312","20.848","21.945","6","7","5","6","2","1","6","5.179","30.074","30.661","9","2","5","1","3","2","2.851","20.49","21.293","5","1","7","7","2","7","3.544","18.625","19.388","7","6","5","1","7","2.95","13.309","14.229","5","1","5","4","6","3","2.497","14.636","15.429","6","6","1","3","7","4.471","14.681","15.917","5","2","7","2","6","3","2.505","17.095","18.021","7","1","7","2","7","1","2.16","14.24","15.271","6","3","3","2","6","7","3.463","18.38","20.398","6","4","5","4","4","5","1.611","13.366","14.43","5","5","5","4","4","5","2.847","11.61","12.413","5","3","3","2","6","7","2.644","17.71","18.457","8","N/A","cbe071d8f73ac472","39OWYR0EPKR9LVLH5TIS16SCLL5YFV","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"356","2019-06-06 11:22:42","2019-06-06 11:52:32","0","7ce1d781050ff4aa","100","1790","1","2019-06-06 11:52:33","R_31hhttHSuGYe8u1","","","","",39.58,-104.96,"anonymous","EN","105.4","115.912","195.609","4","5","4","5","4","5","2.137","22.98","24.003","5","7","2","7","7","3","1","3.297","14.017","15.128","6","6","4","5","6","1","5","39.508","58.651","59.556","6","4","6","6","2","4","35.992","55.785","56.529","5","5","6","5","1","5","3.159","26.78","27.834","6","5","4","1","5","7.339","164.469","165.468","6","1","6","4","6","3","2.871","14.767","16.886","5","7","1","2","6","5.455","111.858","115.052","4","2","2","1","3","1","5.328","415.278","416.996","8","7","7","2","7","1","2.15","17.494","18.156","6","6","4","5","6","6","10.344","33.225","34.103","5","3","5","1","3","5","3.914","14.972","15.995","6","4","3","2","5","5","4.54","16.949","18.004","6","5","6","6","2","3","3.731","480.599","481.626","5","Nothing I can think of at the moment","44b34b40995135b3","3QHK8ZVMIMIZ8F22HC76O8ZVX83BLS","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"357","2019-06-06 11:30:26","2019-06-06 11:52:42","0","24f716ce14c64ba9","100","1336","1","2019-06-06 11:52:43","R_0e0sNoGBPqnXzy1","","","","",18.53,73.86,"anonymous","EN","22.39","295.082","320.601","39","6","7","6","7","5","6.302","36.174","37.331","9","6","2","7","7","7","1","9.302","63.698","64.898","12","7","3","6","4","2","3","5.501","79.156","80.583","16","5","5","5","2","5","11.504","75.354","79.454","15","5","5","5","2","3","6.304","32.598","33.738","9","3","5","5","4","27.634","140.353","141.415","18","3","3","3","5","3","17.403","43.846","45.271","6","3","5","5","5","4.401","23.62","24.891","6","5","6","5","2","6","14.001","64.481","64.889","12","5","5","7","5","3","9.301","41.287","43.169","8","6","6","5","3","2","7.901","57.427","58.353","8","5","5","4","6","2","6.302","57.293","57.944","11","5","3","2","5","5","6.302","44.022","45.097","10","6","6","3","5","6","4.696","63.064","64.314","8","","b653396fc433b552","3WI0P0II61S3QAVZ0SV85AWU6L6RD7","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"358","2019-06-06 11:44:54","2019-06-06 11:53:40","0","7cb670ce5f7f0c03","100","526","1","2019-06-06 11:53:41","R_8pS3ldSZAlpLkpb","","","","",40.69,-73.93,"anonymous","EN","12.825","105.954","107.002","14","7","1","2","2","5","3.942","41.612","43.618","13","4","3","2","2","1","5","2.848","21.917","22.982","10","2","5","2","2","4","7","4.666","25.251","27.673","11","1","1","7","1","6","10.288","23.671","26.144","9","1","7","7","1","7","25.523","36.811","37.502","7","7","2","1","7","15.671","26.453","27.201","7","1","7","2","7","3","2.435","21.152","22.172","12","7","1","1","7","6.233","16.034","16.938","7","2","7","1","6","2","6.981","20.864","23.388","9","1","7","4","7","1","3.724","14.89","15.797","8","2","2","2","6","6","3.067","26.502","28.053","9","6","2","5","6","2","3.151","17.467","18.316","10","5","6","6","2","2","2.757","13.827","15.897","8","5","5","5","2","3","4.76","17.96","20.368","9","","cbd0597808d1be7f","3TDXMTX3CBURC2D10ITLLCLB234I66","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"359","2019-06-06 11:45:17","2019-06-06 11:53:47","0","42719eebb1bf3f0f","100","510","1","2019-06-06 11:53:48","R_1H8m2VcfhgpBtfz","","","","",40.63,-82.99,"anonymous","EN","0","0","109.493","0","5","1","1","1","5","3.841","15.529","16.386","5","1","6","2","1","4","6","6.601","37.724","38.4","6","5","7","2","2","3","7","3.345","22.682","23.541","6","1","2","6","1","7","4.371","17.29","18.223","5","1","7","6","1","7","16.832","25.447","26.371","5","6","1","1","7","2.534","11.302","12.181","4","1","6","3","7","3","4.497","14.017","15.028","5","7","1","1","6","4.1","9.529","10.459","4","1","7","1","5","1","5.675","20.546","21.479","5","1","7","1","7","1","35.298","50.673","51.85","5","6","6","3","4","6","6.117","16.757","17.613","5","6","3","2","5","4","11.496","22.096","23.045","5","7","7","7","2","2","2.806","11.118","12.015","5","6","6","6","5","6","2.52","14.896","15.599","5","Loved it!","0da761d9ea8ce642","3TUI152ZZBN9ME0N7KMDZILGL25Q1J","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"360","2019-06-06 11:47:17","2019-06-06 11:53:56","0","4876066e296fa39c","100","399","1","2019-06-06 11:53:57","R_2amD6DwDYlSzxe6","","","","",35.87,-80.09,"anonymous","EN","0","0","91.791","0","3","3","2","2","5","2.095","19.719","23.48","5","5","5","2","1","1","3","1.794","16.042","16.805","8","6","6","3","2","6","7","3.915","40.362","40.984","8","2","2","5","3","5","4.004","15.643","18.123","8","5","5","3","3","3","4.282","14.178","14.873","6","6","1","1","7","3.117","9.308","10.132","4","1","6","1","7","3","1.117","11.733","12.355","5","7","1","1","7","2.264","7.664","8.457","6","1","7","1","6","1","6.878","17.365","17.881","7","1","7","1","7","1","1.772","27.437","28.124","6","3","1","1","6","6","3.153","14.274","15.031","6","4","6","3","2","6","1.756","14.3","14.784","9","6","1","3","6","6","2.11","13.335","13.85","6","4","3","2","3","6","5.534","17.486","18.292","5","This was a great study.","89822c28001db41c","31T4R4OBOSGJ3Z56RI2RGNNCK9FC78","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"361","2019-06-06 11:39:45","2019-06-06 11:53:59","0","9762e83e8f40166e","100","853","1","2019-06-06 11:53:59","R_cZODidYUoY7oiAN","","","","",41.86,-72.66,"anonymous","EN","","","","","7","7","7","7","5","0.601","24.232","25.036","10","7","5","7","3","1","2","0.639","135.671","136.586","14","4","7","2","4","1","7","1.092","26.627","27.673","16","1","3","7","1","6","0.757","17.21","18.185","11","1","7","6","1","7","10.565","29.37","30.308","11","7","5","1","7","5.072","29.131","29.836","8","1","7","1","7","3","0.838","15.073","16.983","8","6","1","1","7","1.026","16.782","17.5","8","7","3","5","4","7","0.882","21.571","22.848","8","1","7","7","7","1","0.801","16.463","16.889","8","7","4","2","6","7","1.079","19.088","19.54","8","7","2","7","7","1","1.307","18.466","19.164","8","6","7","5","1","3","2.919","18.942","19.832","12","7","7","6","7","2","0.713","18.71","19.795","8","","5e666fcfbf1131d7","3E7TUJ2EGCMXMAZD6BVMEPW00Z39D5","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"362","2019-06-06 11:46:05","2019-06-06 11:55:09","0","a0bc7b167d8abbef","100","544","1","2019-06-06 11:55:10","R_2QKz80neHXlNsBs","","","","",32.34,-111.18,"anonymous","EN","","","","","4","1","5","2","5","2.016","56.151","60.526","8","3","6","3","1","3","5","6.674","34.897","36.05","6","4","5","4","4","3","5","6.347","43.13","44.131","7","1","3","6","2","5","10.147","33.899","34.81","8","3","4","6","3","5","8.785","37.04","38.261","5","5","3","2","6","7.345","26.13","27.051","4","1","5","3","6","3","2.416","18.736","19.626","5","7","1","2","7","5.222","27.534","28.647","4","3","6","3","5","4","4.982","24.461","25.159","6","1","7","1","7","1","2.439","28.287","29.255","5","4","3","3","5","5","6.832","32.888","33.699","7","5","4","5","5","4","8.784","26.922","28.266","5","6","5","5","4","5","8.704","25.073","26.107","5","5","6","5","5","5","3.298","21.666","22.361","5","None","1bb80a247aaf2ef6","3FTYUGLFSULELNX13LI529RYE3MD5K","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"363","2019-06-06 11:48:36","2019-06-06 11:55:18","0","7bffd89ef7693d09","100","402","1","2019-06-06 11:55:18","R_3sn99rVLbiZ10BK","","","","",9.94,-84.05,"anonymous","EN","","","","","4","3","3","2","5","4.093","26.696","27.475","5","2","7","2","2","2","6","4.057","17.789","18.433","7","7","5","5","2","4","6","7.349","27.837","28.607","6","2","2","5","4","4","3.392","23.134","23.724","7","2","4","6","4","6","3.707","17.013","18.266","7","6","3","1","7","5.886","16.85","17.669","5","2","5","2","6","3","3.783","27.679","28.35","8","6","1","2","6","5.267","13.463","14.227","4","3","5","3","4","3","3.201","30.321","30.939","7","1","7","2","7","1","3.466","14.582","15.598","5","5","3","4","5","5","3.349","22.953","23.77","5","4","4","4","4","4","3.863","12.895","16.198","5","4","4","4","4","4","1.775","7.469","8.225","5","4","4","3","6","5","4.182","22.666","23.818","5","","f84f12717ad838a2","3Y4W8Q93LZKVJHCG9C0I67LXRROVD9","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"364","2019-06-06 11:50:27","2019-06-06 11:55:39","0","53b24b505f6d6141","100","311","1","2019-06-06 11:55:40","R_1JJeTIVXDCj3xnt","","","","",33.08,-96.72,"anonymous","EN","","","","","2","2","2","2","5","2.048","26.202","28.487","10","3","6","3","3","1","2","6.768","24.083","24.709","11","4","5","2","2","4","7","3.359","26.648","27.62","15","1","2","6","1","6","2.393","9.52","10.083","7","1","7","7","1","7","2.546","9.295","9.981","11","7","2","1","7","8.176","14.968","15.211","7","1","7","2","7","3","1.612","9.792","10.389","7","6","2","2","7","6.619","18.776","19.358","7","1","7","2","6","1","11.571","23.835","24.487","7","1","7","1","7","1","3.604","12.597","14.903","9","3","4","1","2","6","26.237","38.959","39.882","13","6","3","4","6","2","6.76","16.838","17.464","16","6","7","7","2","1","6.444","19.971","20.396","6","5","4","4","2","6","4.943","14.458","15.037","8","","992e54eb615b9aea","37UQDCYH6XVF28B6IZXW6FB15GGV7B","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"365","2019-06-06 11:31:50","2019-06-06 11:56:07","0","26a24566e9e4e886","100","1456","1","2019-06-06 11:56:08","R_3nMcbkHXD4OKhyK","","","","",34.07,-118.35,"anonymous","EN","22.439","74.178","173.201","8","7","7","7","7","5","66.228","75.962","77.084","6","7","5","6","2","4","2","4.57","23.148","24.68","7","6","2","6","7","1","6","46.104","64.412","66.263","7","1","2","7","2","6","22.339","37.958","39.692","6","1","7","7","1","7","4.207","16.616","17.5","7","5","6","6","5","28.119","38.456","39.874","5","5","1","5","4","3","32.083","52.279","53.623","6","3","3","6","1","36.052","55.639","57.4","6","7","5","5","2","7","59.477","84.935","86.135","8","3","5","7","4","2","16.232","31.365","32.61","6","7","7","6","2","5","48.573","65.384","66.755","6","5","3","3","6","2","45.4","74.453","75.611","7","6","5","5","6","3","14.778","30.715","31.998","6","6","7","6","5","2","59.626","81.255","82.527","6","ty","7f40ff4b9e3ad8da","3MTMREQS4VIA0Z99FCEC28W5DXPAWS","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"366","2019-06-06 11:49:18","2019-06-06 11:56:44","0","7505ec8e2bc4b510","100","445","1","2019-06-06 11:56:44","R_2QYDkT8Y7KXbxIu","","","","",35.64,-120.7,"anonymous","EN","0","0","93.573","0","5","3","6","5","5","6.774","17.398","20.066","7","2","6","3","2","2","3","3.415","16.55","17.35","8","2","6","2","4","4","6","2.247","19.964","21.225","10","4","3","4","3","4","0.55","13.837","15.93","9","4","5","6","3","6","26.842","36.021","37.185","7","3","1","1","5","10.255","43.486","95.451","7","1","7","1","7","3","2.995","11.643","12.825","8","7","1","1","7","0.563","7.336","8.47","6","2","6","3","6","1","2.522","11.638","14.922","6","2","7","2","7","1","2.305","10.424","11.392","8","3","2","3","5","6","2.175","9.983","11.654","10","5","6","3","3","5","0.425","13.89","15.671","12","2","2","2","6","6","1.341","6.194","6.995","5","6","6","5","3","5","0.29","17.739","20.501","9","go Bears","9c29891ae36113ff","3RANCT1ZVFH2R5PWQQZ7FVVEAZ4UBD","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
