StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,interv_t_First.Click,interv_t_Last.Click,interv_t_Page.Submit,interv_t_Click.Count,hb_1,hb_2,hb_3,hb_4,check_5,hb_t_First.Click,hb_t_Last.Click,hb_t_Page.Submit,hb_t_Click.Count,nat_1,nat_2r,nat_3,nat_4,nat_5,nat_6r,nat_t_First.Click,nat_t_Last.Click,nat_t_Page.Submit,nat_t_Click.Count,medSkept_1,medSkept_2r,medSkept_3,medSkept_4,medSkept_5r,medSkept_6r,medSkept_t_First.Click,medSkept_t_Last.Click,medSkept_t_Page.Submit,medSkept_t_Click.Count,diseaseRare_1,diseaseRare_2,diseaseRare_3r,diseaseRare_4,diseaseRare_5r,diseaseRare_t_First.Click,diseaseRare_t_Last.Click,diseaseRare_t_Page.Submit,diseaseRare_t_Click.Count,diseaseSevere_1r,diseaseSevere_2,diseaseSevere_3,diseaseSevere_4r,diseaseSevere_5,diseaseSevere_t_First.Click,diseaseSevere_t_Last.Click,diseaseSevere_t_Page.Submit,diseaseSevere_t_Click.Count,vaccEff_1,vaccEff_2r,vaccEff_3r,vaccEff_4,vaccEff_t_First.Click,vaccEff_t_Last.Click,vaccEff_t_Page.Submit,vaccEff_t_Click.Count,vaccDanger_1,vaccDanger_2r,vaccDanger_3,vaccDanger_4r,check_3,vaccDanger_t_First.Click,vaccDanger_t_Last.Click,vaccDanger_t_Page.Submit,vaccDanger_t_Click.Count,vaccTox_1r,vaccTox_2,vaccTox_3,vaccTox_4r,vaccTox_t_First.Click,vaccTox_t_Last.Click,vaccTox_t_Page.Submit,vaccTox_t_Click.Count,vaccStrain_1,vaccStrain_2r,vaccStrain_3,vaccStrain_4r,vaccStrain_5,vaccStrain_t_First.Click,vaccStrain_t_Last.Click,vaccStrain_t_Page.Submit,vaccStrain_t_Click.Count,vaccIntent_1r,vaccIntent_2,vaccIntent_3r,vaccIntent_4,vaccIntent_5r,vaccIntent_t_First.Click,vaccIntent_t_Last.Click,vaccIntent_t_Page.Submit,vaccIntent_t_Click.Count,parentExpert_1,parentExpert_2,parentExpert_3,parentExpert_4r,parentExpert_5r,parentExpert_t_First.Click,parentExpert_t_Last.Click,parentExpert_t_Page.Submit,parentExpert_t_Click.Count,infantImmLimCap_1,infantImmLimCap_2r,infantImmLimCap_3,infantImmLimCap_4,infantImmLimCap_5r,infantImmLimCap_t_First.Click,infantImmLimCap_t_Last.Click,infantImmLimCap_t_Page.Submit,infantImmLimCap_t_Click.Count,infantImmWeak_1,infantImmWeak_2,infantImmWeak_3,infantImmWeak_4r,infantImmWeak_5r,infantImmWeak_t_First.Click,infantImmWeak_t_Last.Click,infantImmWeak_t_Page.Submit,infantImmWeak_t_Click.Count,overpar_1,overpar_2,overpar_3,overpar_4r,overpar_5r,overpar_t_First.Click,overpar_t_Last.Click,overpar_t_Page.Submit,overpar_t_Click.Count,comments,workerId,assignmentId,hitId,study_time,payment,condition
4/4/19 10:32,4/4/19 10:40,0,b19a833fde7f2360,100,482,1,4/4/19 10:40,R_6sNXchwYoEUPLfr,,,,,,,anonymous,EN,2.259,123.687,124.877,13,5,4,4,4,5,1.293,17.669,19.668,6,6,5,5,4,3,5,4.289,23.169,24.267,7,5,5,5,5,2,6,1.253,17.682,18.575,8,3,3,5,3,5,1.003,16.226,17.58,7,3,6,5,2,5,1.2,17.574,18.52,7,5,4,3,5,3.481,17.151,18.1,4,3,5,3,5,3,2.133,10.693,13.258,5,5,3,3,5,2.227,9.235,10.126,4,3,5,2,5,2,3.922,46.47,47.416,6,3,6,3,6,2,2.073,14.959,17.208,5,4,5,3,5,5,1.155,16.066,17.259,6,5,3,3,5,4,1.103,15.875,16.752,8,5,3,3,5,5,3.223,19.305,20.143,5,4,4,5,5,5,1.414,15.867,17.289,6,No,bfcd4af1334d88bc,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:19,4/4/19 10:41,0,796c37f19115e211,100,1292,1,4/4/19 10:41,R_5q24lOIzEUbcEsF,,,,,,,anonymous,EN,5.56,27.148,478.846,3,6,6,6,7,5,4.262,7.93,10.638,5,6,6,4,7,5,5,4.508,10.724,11.389,6,6,5,6,6,5,6,3.785,7.206,8.468,6,5,7,6,6,6,1.604,11.196,471.852,7,6,6,5,7,5,2.266,5.362,7.37,5,7,5,6,6,2.549,4.196,4.76,4,5,5,6,6,3,2.236,9.946,13.607,6,5,3,5,3,2.951,6.722,7.838,4,3,3,5,6,6,1.613,11.276,12.192,5,6,5,5,6,5,3.082,7.845,8.829,5,5,6,6,7,5,2.246,5.913,9.742,5,5,6,5,6,6,2.09,4.317,5.104,5,6,5,6,5,7,2.012,4.175,5.059,5,5,6,5,6,5,2.075,9.643,10.478,6,None,adf310e583c0f7c5,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:17,4/4/19 10:41,0,69acf2317582da54,100,1431,1,4/4/19 10:41,R_2viicYVwsS6ORPq,,,,,,,anonymous,EN,2.066,297.056,310.805,12,3,4,4,4,5,14.274,47.846,49.118,7,4,6,2,2,2,3,5.109,30.572,31.896,7,3,6,3,5,3,6,4.094,29.79,31.025,8,2,3,6,2,4,10.532,33.397,34.993,6,3,6,6,2,6,3.445,18.654,19.809,5,6,3,2,7,10.422,32.044,33.278,4,3,3,4,6,3,5.059,30.939,32.241,5,6,1,2,6,17.815,33.218,34.649,4,2,6,2,5,3,5.94,22.774,24.125,5,2,6,5,6,2,17.688,29.669,30.847,5,5,4,5,6,6,5.188,40.311,41.402,10,6,5,3,3,3,5.074,564.87,567.801,8,6,3,3,5,6,3.394,18.134,19.387,6,6,6,6,6,2,5.169,88.282,89.457,5,,9be5eb36c2592fb1,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:32,4/4/19 10:42,0,75cb09b4fc4523ce,100,596,1,4/4/19 10:42,R_1OJmAPEEG5vrXsf,,,,,,,anonymous,EN,1.411,142.434,160.315,27,5,3,4,3,5,5.765,22.776,23.454,17,5,5,6,2,2,2,1.974,16.926,17.501,17,6,5,6,5,4,5,2.022,22.862,23.48,17,2,2,6,2,5,10.856,25.461,26.091,13,2,6,5,1,5,2.582,15.385,16.058,13,5,2,2,5,3.475,14.013,14.738,9,2,5,6,5,3,2.214,10.068,10.691,12,4,3,5,3,8.362,21.198,21.877,9,5,4,5,4,5,4.376,27.868,28.65,12,2,6,6,5,2,3.344,15.526,16.228,17,6,6,5,5,5,3.672,25.73,26.471,19,6,5,5,4,5,1.029,18.718,20.79,14,6,5,5,5,4,2.246,13.585,14.139,12,5,5,6,2,5,5.32,24.627,25.268,16,,84404d3e884e74ad,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:31,4/4/19 10:42,0,2d4dd28f43f6d7ac,100,627,1,4/4/19 10:42,R_1FS3ZjMIWcSA1LK,,,,,,,anonymous,EN,0,0,166.862,0,6,4,6,4,5,8.142,25.38,26.21,5,5,6,5,3,4,3,3.498,28.63,31.236,7,2,6,2,4,4,6,4.175,37.122,38.01,8,2,4,4,4,5,5.004,26.516,27.284,6,2,6,6,2,6,5.983,18.141,19,5,6,4,2,7,4.25,35.467,37.039,5,1,4,4,7,3,4.893,19.482,27.368,5,6,2,4,6,4.423,20.508,21.706,6,2,5,3,5,4,5.713,26.066,26.707,5,1,7,4,7,1,4.997,19.975,21.154,5,4,3,3,4,6,8.757,29.236,29.983,5,4,4,4,5,4,3.563,21.284,22.235,5,3,4,4,4,5,4.119,19.801,20.642,6,4,4,3,5,6,7.115,24.34,25.846,5,I don't have any comments.,f416d031d115e068,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:33,4/4/19 10:42,0,3ae3d848ceae058c,100,552,1,4/4/19 10:42,R_1jkz0B6ph9dq2s1,,,,,,,anonymous,EN,0,0,94.523,0,4,2,3,2,5,2.498,28.194,29.616,7,3,6,4,2,1,3,6.068,30.726,32.499,6,6,5,6,2,4,6,4.323,29.587,30.865,6,2,2,6,1,5,4.562,19.754,20.816,5,1,7,7,2,7,4.441,16.681,17.75,5,7,2,2,7,3.018,18.689,19.872,4,2,4,2,7,3,2.137,14.001,15.591,5,6,2,2,6,2.879,10.918,12.588,4,1,6,3,4,4,3.53,18.738,20.223,5,1,6,3,7,1,2.361,18.961,20.358,5,5,4,3,6,6,3.26,20.653,21.995,5,5,5,2,4,5,2.257,15.815,16.845,5,5,5,4,6,4,82.101,104.893,105.901,5,5,5,5,4,5,9.54,25.436,26.803,5,Vaccinations are so important to keep us safe,95a33932d881c9f1,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:29,4/4/19 10:43,0,833dc2354acca7af,100,802,1,4/4/19 10:43,R_3PmJ51u6UB74V4m,,,,,,,anonymous,EN,2.302,104.314,105.201,4,5,5,4,5,5,11.237,38.715,41.195,5,6,5,5,4,4,2,5.191,31.006,32.803,6,5,5,4,5,2,6,14.869,69.344,70.649,11,3,3,4,3,3,12.401,50.506,51.678,10,2,5,5,3,6,4.732,26.783,28.169,7,5,4,3,5,7.121,21.844,22.355,5,4,3,5,5,3,6.457,33.18,34.495,6,4,4,5,4,6.896,20.078,21.257,4,5,4,4,3,5,16.629,40.177,41.461,7,5,5,6,5,2,5.661,24.917,25.953,5,5,5,5,4,6,5.708,28.197,29.101,6,5,4,4,5,4,11.608,33.235,35.833,5,5,3,3,4,5,3.378,24.198,25.282,5,5,5,5,5,7,5.369,37.706,40.117,5,I believe vaccinations are important to a point but with illegals entering US without vaccinations is the source now of spreading more diseases.,9a4184ae4a7a63d6,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:32,4/4/19 10:44,0,5bac088e25f7916b,100,702,1,4/4/19 10:44,R_2VBZSdJT9Hl15bj,,,,,,,anonymous,EN,0,0,242.739,0,5,4,5,4,5,4.054,31.116,33.299,6,5,5,4,3,5,5,3.649,30.42,32.291,9,4,7,1,2,6,7,5.314,49.549,51.835,6,3,3,4,5,5,9.372,28.491,30.316,5,1,7,7,1,7,4.215,16.093,17.662,5,7,3,1,7,4.078,17.019,18.347,4,2,4,1,7,3,2.726,15.78,17.217,5,7,1,1,7,6.891,22.774,23.945,6,2,7,4,4,4,4.029,23.167,25.165,5,7,7,6,7,1,5.801,22.482,25.42,7,5,2,1,5,7,5.41,23.528,25.464,5,5,4,2,4,4,5.039,23.339,25.261,5,3,3,1,7,6,3.389,20.313,21.561,6,5,6,6,7,6,3.541,52.844,54.519,6,,1caf3ff2b01b47ba,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:35,4/4/19 10:44,0,da84f2ee913ab8ec,100,559,1,4/4/19 10:44,R_3NUPcFNobxM2SQm,,,,,,,anonymous,EN,8.755,17.252,101.981,3,4,3,5,3,5,1.988,6.019,10.908,5,6,6,3,2,2,4,4.089,22.802,25.481,8,7,4,6,5,2,5,2.732,15.568,20.185,7,3,3,5,3,2,2.79,20.767,23.7,6,1,6,6,1,6,15.444,23.777,26.433,5,6,2,2,6,3.574,33.844,35.749,4,3,4,4,6,3,3.657,13.424,18.383,5,6,2,3,6,3.59,11.473,12.957,4,2,5,2,4,4,3.647,61.934,65.816,6,2,6,3,6,2,4.261,57.911,59.612,6,2,3,2,6,6,6.619,22.842,25.265,5,6,4,3,3,4,3.465,22.044,26.087,9,6,5,6,2,4,2.873,14.818,16.753,5,5,4,4,5,6,4.07,14.417,16.839,5,thanks it taught me some things,56d298fb9274b037,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:33,4/4/19 10:44,0,cc3c1679d8f5fa05,100,669,1,4/4/19 10:44,R_2AXeSBGf1zGnF40,,,,,,,anonymous,EN,0,0,114.134,0,6,6,6,7,5,1.309,15.926,16.38,5,1,6,5,2,7,5,3.064,14.808,15.363,6,1,7,1,1,3,7,53.447,144.216,145.211,7,1,2,7,1,6,3.87,16.581,17.056,6,1,7,7,1,7,1.526,6.953,7.544,5,5,2,1,7,3.433,8.473,9.09,4,1,2,4,7,3,161.612,168.316,168.606,8,6,2,4,6,2.654,7.438,8.037,4,5,5,6,1,7,3.79,12.333,12.865,5,1,7,1,7,1,1.69,8.282,8.771,5,2,2,1,1,7,25.993,30.24,30.76,5,7,1,6,7,1,2.339,8.618,9.122,5,7,6,5,4,4,12.527,18.143,18.808,5,7,7,6,1,2,21.786,28.499,28.668,6,,efc8763f527f8bbf,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:37,4/4/19 10:44,0,836a76038a14f7e3,100,460,1,4/4/19 10:44,R_1HelBNzXWymXRKN,,,,,,,anonymous,EN,5.426,115.041,116.404,4,5,4,4,5,5,2.362,8.921,13.352,6,5,5,3,4,5,4,3.22,4.901,6.418,6,6,4,5,5,5,5,2.912,5.066,16.201,7,5,5,5,4,6,1.459,4.075,8.668,7,5,5,4,5,6,0.755,2.59,5.015,6,5,5,5,4,7.942,9.117,12.9,5,6,5,5,5,3,2.088,4.25,7.102,5,4,6,5,5,13.182,14.254,14.896,4,6,5,6,6,5,2.229,3.748,6.102,6,5,6,6,4,5,1.39,2.631,3.72,5,4,5,5,5,6,2.477,3.71,5.87,5,5,6,4,6,5,0.967,3.095,4.458,7,5,5,4,6,4,1.602,3.835,5.488,7,4,4,6,5,5,2.405,4.516,6.266,6,no,0169b0343717f892,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:24,4/4/19 10:45,0,766cd9748502abc0,100,1239,1,4/4/19 10:45,R_3pEuFe4WfS7btAt,,,,,,,anonymous,EN,0,0,610.396,0,2,2,2,2,5,4.628,21.737,22.788,5,2,6,2,2,2,3,5.924,27.469,28.617,8,5,6,5,3,3,6,3.171,25.261,25.73,7,2,2,6,2,6,3.922,15.753,17.253,7,2,6,6,2,6,1.812,12.121,13.843,5,6,2,2,6,1.937,9.491,10.266,4,1,6,2,6,3,1.703,10.594,11.08,6,6,2,2,6,2.13,7.557,8.592,4,2,6,2,6,2,2.679,347.891,348.56,6,2,6,2,6,1,1.484,10.497,11.746,5,2,2,2,6,6,4.494,15.808,16.777,5,6,2,6,6,2,3.423,13.219,14.589,5,6,6,6,2,2,3.006,10.454,11.247,5,6,3,2,6,6,4.215,15.989,16.79,5,,e91efac35d0325de,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:39,4/4/19 10:45,0,e0069e59f392ca41,100,389,1,4/4/19 10:45,R_bEOTjGsG0GDDXLr,,,,,,,anonymous,EN,0.458,70.834,91.283,2,6,5,5,6,5,1.367,20.453,21.001,5,6,6,5,5,2,2,2.169,18.103,18.926,8,6,3,7,2,2,2,2.551,20.61,21.357,7,5,5,3,4,4,1.973,26.942,27.742,10,2,5,3,2,6,3.053,16.562,17.292,8,5,5,3,5,2.34,12.411,13.092,4,4,3,5,3,3,2.213,11.107,12.099,5,3,5,5,3,4.049,12.723,13.489,4,6,3,6,2,6,2.944,17.446,18.087,6,2,6,5,5,2,1.968,11.967,12.927,5,2,2,2,5,7,2.089,12.349,13.063,5,7,1,6,6,2,3.064,13.249,13.989,5,6,6,6,3,2,3.247,15.203,15.755,9,3,3,3,6,5,2.664,16.733,17.159,8,I think this study was very interesting as I have a young toddler who is a little behind on his shots.,237c80d09ef79852,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:36,4/4/19 10:46,0,cdd66fde7cba8a64,100,567,1,4/4/19 10:46,R_aXKfYs898F97DW1,,,,,,,anonymous,EN,0,0,217.884,0,5,4,4,4,5,5.527,14.334,15.201,5,2,5,3,2,4,2,2.796,24.186,25.316,6,4,4,4,4,6,4,2.645,15.826,18.608,7,4,2,3,2,4,5.909,24.404,25.657,7,4,5,6,2,4,8.456,22.227,24.151,5,6,3,2,6,7.218,16.257,17.095,4,4,4,4,5,3,2.903,13.062,13.869,5,4,2,4,4,3.88,12.168,13.035,4,2,4,2,6,2,2.277,10.085,12.715,5,2,6,2,6,2,2.189,13.877,14.803,7,5,6,5,3,4,2.856,24.734,27.582,6,2,6,2,2,6,6.394,16.425,17.19,5,2,2,2,5,6,2.305,12.265,13.501,6,2,2,1,6,6,3.96,18.062,19.177,5,,e5ed70089695ba81,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:24,4/4/19 10:46,0,3afab2f93fba6097,100,1329,1,4/4/19 10:46,R_2Yy0Zzy7GN0HIfP,,,,,,,anonymous,EN,0,0,155.922,0,4,6,2,5,5,39.443,48.906,49.979,5,4,4,4,4,4,6,43.864,49.436,50.33,6,6,2,5,4,1,5,7.178,23.392,24.472,6,2,2,6,1,7,2.344,12.975,13.985,5,1,6,6,1,7,54.711,61.98,63.015,5,2,3,2,4,202.35,247.629,248.996,4,1,6,2,6,3,13.023,21.572,22.886,5,3,4,5,3,12.156,21.243,22.048,5,4,4,5,3,5,125.951,132.092,133.343,5,4,4,4,4,4,2.596,10.003,11.788,5,6,4,4,6,4,67.801,76.076,77.232,5,6,4,4,6,4,5.443,18.544,20.213,7,4,4,6,4,6,39.91,102.822,103.641,7,7,7,1,1,6,21.703,33.625,34.918,5,,fdc0f8b4c4e3e363,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:41,4/4/19 10:46,0,4d58be152ef7e810,100,320,1,4/4/19 10:46,R_3G0QyiWaRLwCVWM,,,,,,,anonymous,EN,0,0,97.21,0,2,5,5,3,5,1.356,6.237,7.472,5,6,5,3,2,2,3,4.527,10.519,11.588,8,6,5,3,4,2,3,2.595,7.181,8.074,6,3,3,6,5,4,0.335,7.526,9.56,6,2,6,4,3,5,0.269,10.391,11.332,14,6,2,2,4,0.406,3.05,4.175,4,3,2,4,5,3,30.664,36.415,37.316,7,3,4,2,5,0.2,3.076,3.336,5,4,3,4,3,6,0.296,4.232,4.805,6,5,3,2,2,2,0.193,4.22,5.95,7,2,3,5,3,4,0.34,3.36,4.164,5,2,4,3,6,3,15.528,19.116,19.912,5,6,2,6,3,4,0.411,3.79,4.61,5,6,2,3,5,3,0.226,3.694,4.618,5,none,806f6c8068556310,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:30,4/4/19 10:47,0,c01dc91b8bdba38d,100,985,1,4/4/19 10:47,R_2tJQvvGLtvyu8pP,,,,,,,anonymous,EN,10.175,10.175,208.973,1,6,6,5,5,5,12.287,36.343,37.167,5,5,4,7,5,2,1,2.482,25.698,26.301,7,7,2,7,7,1,2,7.991,29.782,30.655,6,6,6,2,6,2,3.063,20.151,21.167,5,5,4,4,5,5,11.095,33.327,34.216,5,4,7,4,2,3.968,23.207,24.027,5,5,4,5,4,3,2.925,20.277,22.373,5,3,4,6,2,5.561,19.738,21.593,4,3,3,4,3,5,4.497,35.233,36.032,6,4,4,5,4,3,2.957,18.277,19.175,5,6,6,6,2,4,3.83,21.742,22.628,5,5,4,4,5,4,9.167,30.455,31.491,5,3,4,3,5,6,31.045,65.621,66.479,6,6,5,6,3,2,7.042,26.385,27.193,7,"I just have some things I don't understand about vaccines. In the essay it says that the vaccines are training your body to react to the pathogens as hostile and learn how to fight them. Wouldn't they recognize them as hostile regardless if they run into them outside of a vaccine? And why is it unsafe to be around a healthy person without disease who hasn't been vaccinated? I mean, my kids and I are fully vaccinated, but I'm not afraid to let them play with vaccinated kids, because my kids are vaccinated and their parents aren't worrying about catching diseases from me or vice versa. I just don't understand the logic behind what is perpetrated in the media. There is always two sides to something, why won't vaccine companies admit that sometimes it is unsafe for certain individuals to receive vaccines and just let them be? ",67f6589ec2feff9d,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:29,4/4/19 10:47,0,8327324a4e37c82d,100,1054,1,4/4/19 10:47,R_2w03X3UbyAjTyft,,,,,,,anonymous,EN,10.051,124.138,139.577,2,5,5,5,5,5,9.749,27.501,28.424,5,5,6,1,2,1,3,3.001,34.579,36.593,7,5,4,7,2,2,6,4.342,36.974,37.787,8,1,1,1,2,1,3.176,22.397,23.614,5,1,7,7,1,7,1.579,12.946,13.904,5,7,1,1,7,3.609,16.035,38.996,4,1,6,1,7,3,11.562,21.276,23.09,5,6,1,1,6,2.541,11.781,13.285,4,1,6,1,7,2,6.587,21.267,22.638,5,1,6,4,7,1,3.107,15.905,17.026,5,2,5,1,6,5,2.857,19.882,21.054,5,4,4,4,3,5,3.474,16.39,17.675,5,4,4,4,6,7,3.529,14.625,15.969,5,5,4,4,7,7,2.817,18.632,20.003,5,,24aa10f7d696f6aa,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:36,4/4/19 10:47,0,873200ebf53d328b,100,675,1,4/4/19 10:47,R_VRwkBIGmbottz4R,,,,,,,anonymous,EN,0,0,163.1,0,6,3,3,3,5,48.355,59.007,60.181,5,3,4,2,2,4,3,1.896,24.542,25.412,6,3,7,2,1,1,6,6.366,18.23,19.191,6,1,3,6,2,5,4.119,19.871,20.648,5,1,6,7,1,6,2.382,14.918,15.652,7,6,1,1,7,5.338,14.616,15.31,4,1,6,2,6,3,1.568,12.431,13.159,5,7,1,5,6,5.269,17.412,18.136,4,1,6,3,5,2,2.753,22.216,23.063,5,1,7,1,7,1,4.13,12.958,13.769,5,6,2,1,6,6,4.061,16.671,17.51,5,5,5,6,5,5,2.562,30.427,31.357,5,5,5,5,5,4,2.078,12.862,13.576,5,6,5,3,2,6,8.202,21.999,22.759,5,,041b418380cc39f7,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:16,4/4/19 10:48,0,d74304d4fecf11cd,100,1929,1,4/4/19 10:48,R_2PAUhBjb7nvvOfX,,,,,,,anonymous,EN,1178.359,1207.144,1360.71,4,5,4,5,6,5,2.683,4.659,6.011,5,4,4,7,5,1,3,1.353,11.428,12.796,10,6,7,5,4,5,7,2.109,6.695,8.056,8,4,5,5,1,5,1.455,8.03,9.182,7,5,7,6,1,6,2.325,7.671,9.043,7,2,5,5,6,1.768,10.537,10.868,8,2,5,5,7,3,0.738,8.954,9.603,12,3,3,4,4,2.831,8.145,9.414,7,7,7,7,4,6,2.43,17.402,18.268,11,7,7,1,7,1,1.653,9.569,10.214,9,4,3,1,7,7,1.909,28.199,31.182,13,5,4,5,5,7,1.029,4.503,6.383,7,5,7,7,2,3,5.361,18.334,20.485,12,5,7,4,4,6,2.958,14.237,14.95,5,,e4a7f81f1fb0b74d,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:42,4/4/19 10:48,0,481c3663c3855908,100,395,1,4/4/19 10:48,R_3HoVqUPHGHcvtUt,,,,,,,anonymous,EN,7.396,76.926,95.564,19,3,1,2,1,5,2.447,13.222,14.834,12,3,6,2,2,1,6,3.851,14.657,15.323,14,2,6,2,3,3,6,6.19,19.715,20.4,15,2,2,6,2,6,2.812,18.016,18.742,12,2,6,6,2,6,2.577,11.246,12.039,12,7,2,1,7,3.85,15.365,16.185,9,2,6,2,7,3,3.711,16.026,17.016,11,6,2,2,6,3.844,10.728,11.532,9,1,6,1,7,2,2.255,12.413,13.231,12,1,7,2,6,1,2.624,19.014,19.94,15,2,2,2,5,6,4.974,19.339,20.367,12,3,5,3,3,5,3.553,13.538,14.8,13,3,3,3,5,5,4.728,16.201,17.139,11,3,5,3,5,6,3.168,18.601,19.7,16,None,75faff1f7c0b1262,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:40,4/4/19 10:49,0,795f4d66bedf992d,100,504,1,4/4/19 10:49,R_3snKLlttr5IV1LM,,,,,,,anonymous,EN,0,0,95.786,0,5,4,5,4,5,2.154,50.256,51.023,7,4,5,3,2,3,5,2.591,26.33,27.352,9,5,7,3,4,4,7,6.099,26.361,27.229,6,1,1,7,1,6,4.126,18.18,19.395,5,5,6,5,1,6,3.631,13.21,14.476,5,7,2,1,7,3.265,12.48,13.555,4,1,7,1,7,3,2.291,12.063,13.464,6,7,1,1,7,1.794,8.139,9.045,4,4,7,4,5,4,6.038,30.357,31.182,10,1,7,1,7,1,4.433,49.469,50.254,5,5,2,3,6,7,6.39,32.603,33.416,7,6,3,4,5,3,3.022,19.855,23.789,5,7,4,4,4,4,3.633,22.622,23.766,8,6,6,6,4,6,5.365,22.845,23.968,12,,a84deaae984f456f,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:41,4/4/19 10:49,0,6b6e31c840996a35,100,506,1,4/4/19 10:49,R_3JfTq0HBf7Xs9Be,,,,,,,anonymous,EN,0,0,93.748,0,6,2,1,1,5,2.725,15.117,16.515,6,7,3,6,6,3,2,84.912,99.576,100.536,6,7,3,6,7,1,5,2.29,20.506,21.44,6,5,5,3,5,2,3.787,19.939,20.859,6,6,3,6,5,5,3.96,21.656,22.567,9,5,7,5,3,3.071,17.943,19.07,5,7,2,6,2,3,2.365,12.005,12.81,6,2,6,6,3,3.534,11.366,12.316,4,7,2,7,7,7,2.543,13.888,14.845,5,3,2,6,2,3,2.957,16.349,17.299,6,5,5,6,6,3,3.581,16.717,21.628,6,6,2,6,6,2,3.131,16.115,17.337,5,6,6,6,3,3,2.825,12.569,13.351,6,5,5,3,6,7,3.707,15.787,16.593,7,none,b8f45646182dac93,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:31,4/4/19 10:49,0,30b4567f31d834fc,100,1065,1,4/4/19 10:49,R_2QRoXOHeiWlgd3o,,,,,,,anonymous,EN,2.292,13.796,556.338,2,6,5,6,5,5,2.815,21.2,21.988,6,5,6,3,5,3,2,36.604,56.516,60.46,7,6,5,4,5,5,5,2.155,11.457,12.175,7,3,5,3,6,3,45.991,164.859,165.822,6,2,6,5,3,6,2.543,15.08,19.235,8,5,5,3,5,5.285,23.166,24.186,5,3,5,5,5,3,2.847,27.583,28.494,6,5,3,3,5,4.717,14.365,15.174,5,3,5,5,3,5,2.525,23.346,24.686,5,5,5,5,6,3,2.31,13.502,14.194,5,7,5,5,6,6,2.355,13.692,14.484,8,5,2,5,5,3,3.466,13.29,13.925,5,6,6,5,5,5,2.675,17.035,17.702,6,5,6,3,3,6,2.957,14.158,16.811,7,No,dbba31d7b94bb255,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
