StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,hb_1,hb_2,hb_3,hb_4,hb_check_5,nat_1,nat_2r,nat_3,nat_4,nat_5,nat_6r,medSkept_1,medSkept_2r,medSkept_3,medSkept_4,medSkept_5r,medSkept_6r,diseaseRare_1,diseaseRare_2,diseaseRare_3r,diseaseRare_4,diseaseRare_5r,diseaseSevere_1r,diseaseSevere_2,diseaseSevere_3,diseaseSevere_4r,diseaseSevere_5,vaccEff_1,vaccEff_2r,vaccEff_3r,vaccEff_4,vaccDanger_1,vaccDanger_2r,vaccDanger_3,vaccDanger_4r,vaccDanger_check_3,vaccTox_1r,vaccTox_2,vaccTox_3,vaccTox_4r,vaccStrain_1,vaccStrain_2r,vaccStrain_3,vaccStrain_4r,vaccStrain_5,vaccIntent_1r,vaccIntent_2,vaccIntent_3r,vaccIntent_4,vaccIntent_5r,parentExpert_1,parentExpert_2,parentExpert_3,parentExpert_4r,parentExpert_5r,infantImmLimCap_1,infantImmLimCap_2r,infantImmLimCap_3,infantImmLimCap_4,infantImmLimCap_5r,infantImmWeak_1,infantImmWeak_2,infantImmWeak_3,infantImmWeak_4r,infantImmWeak_5r,overpar_1,overpar_2,overpar_3,overpar_4r,overpar_5r,sex,age,race,religion,educ,income,parent,expecting,children,youngest_child,comments,workerId,assignmentId,hitId,study_time,payment
9/6/17 10:43,9/6/17 10:49,IP Address,be570df2ae32b99f,100,391,TRUE,9/6/17 10:49,R_7TzhIVBuAFuWswN,,,,,,,anonymous,EN,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Agree,Disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,Agree,Somewhat agree,Disagree,Disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Agree,Somewhat disagree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Agree,Female,45,White,Christian,Undergraduate Degree,"$70,001 - $100,000",Yes,No,2,15 years old,thank you,e970e8e79bc5b561,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:40,9/6/17 10:49,IP Address,2da964d2cf9f4a00,100,522,TRUE,9/6/17 10:49,R_3oBYflMCctl6RzX,,,,,,,anonymous,EN,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat disagree,Agree,Agree,Agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat agree,Disagree,Disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Agree,Strongly agree,Female,36,White,Christian,Some Undergraduate Education,"$50,001 - $70,000",Yes,No,4,2 years old,,481579049ac5f926,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:40,9/6/17 10:49,IP Address,1375d7b7b73e50e9,100,536,TRUE,9/6/17 10:49,R_UXPGVQasw2tuTEB,,,,,,,anonymous,EN,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Somewhat disagree,Agree,Strongly disagree,Somewhat disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Female,33,White,Christian,Graduate or Professional Degree,"More than $100,000",Yes,No,2,1 year old,no,e333f8b9d0841dc8,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:40,9/6/17 10:49,IP Address,e1a067b5181af832,100,538,TRUE,9/6/17 10:49,R_sd46LVa09mvGyUp,,,,,,,anonymous,EN,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Neither agree nor disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Female,30,White,Non-religious,Doctorate,"Less than $20,000",No,No,,,,1be0c1e662c745c1,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:41,9/6/17 10:49,IP Address,0fe64d20be4acf6c,100,505,TRUE,9/6/17 10:49,R_1qVSquf1gd0nuVU,,,,,,,anonymous,EN,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Agree,Disagree,Agree,Somewhat disagree,Agree,Agree,Disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Agree,Disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Disagree,Somewhat disagree,Female,60,White,Christian,Some Undergraduate Education,"$70,001 - $100,000",Yes,No,2,Over 18 years old,no,e731e82832f47ec7,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:42,9/6/17 10:49,IP Address,898a24fea0f3fb52,100,410,TRUE,9/6/17 10:49,R_O26TQ8uFqssz00F,,,,,,,anonymous,EN,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Disagree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Somewhat agree,Disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Somewhat disagree,Male,26,White,Christian,Undergraduate Degree,"$30,001 - $50,000",No,No,,,no,d2fa149ebeb2f2ee,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:43,9/6/17 10:49,IP Address,5d08937f7e996e52,100,382,TRUE,9/6/17 10:49,R_6EZBZkvD6QFtK1P,,,,,,,anonymous,EN,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Agree,Somewhat agree,Disagree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Agree,Somewhat agree,Disagree,Strongly agree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Female,33,White,Christian,Some Undergraduate Education,"Less than $20,000",Yes,No,3,1 year old,"My daughter has dravet syndrome, which was brought out by the vaccine. She already had the gene mutation, but the vaccines brought it whereas it would have taken longer or might not have come on at all. I will vaccinate my other two kids though. ",62c6486f4f3d933c,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:44,9/6/17 10:49,IP Address,410be34c57413f7b,100,325,TRUE,9/6/17 10:49,R_3QW6ecsb3OP4BdC,,,,,,,anonymous,EN,Agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Disagree,Somewhat agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,Somewhat disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat disagree,Somewhat agree,Male,26,Hispanic/Latino,Non-religious,Some Undergraduate Education,"$20,000 - $30,0000",No,No,,,,600cfebead538d67,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:43,9/6/17 10:49,IP Address,6c1f922a440b2700,100,396,TRUE,9/6/17 10:49,R_1plJLlZpibmoh29,,,,,,,anonymous,EN,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Disagree,Disagree,Disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Somewhat disagree,Disagree,Agree,Disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,Disagree,Somewhat disagree,Agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Female,35,Black or African American,Christian,Graduate or Professional Degree,"$50,001 - $70,000",No,No,,,,c4dcd3c84225857d,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:41,9/6/17 10:49,IP Address,1fc532112bf2656b,100,501,TRUE,9/6/17 10:49,R_1QcKmZ2wxdcXn7g,,,,,,,anonymous,EN,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Strongly disagree,Strongly agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Disagree,Agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Male,30,Asian,Non-religious,Undergraduate Degree,"$70,001 - $100,000",No,No,,,None. ,c8e0a67dbfc78c9d,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:40,9/6/17 10:49,IP Address,03e8a11f9c5682dc,100,576,TRUE,9/6/17 10:49,R_rjA2c4FQ06sDWeZ,,,,,,,anonymous,EN,Strongly agree,Disagree,Somewhat agree,Disagree,Somewhat agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Agree,Somewhat agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Agree,Disagree,Disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Agree,Disagree,Somewhat agree,Male,39,White,Non-religious,High School or Equivalent,"$20,000 - $30,0000",No,No,,,,687c54cc94fac613,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:42,9/6/17 10:49,IP Address,4751f3784e40e6e8,100,428,TRUE,9/6/17 10:49,R_1jPuFovFHRQHVpY,,,,,,,anonymous,EN,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Somewhat disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Agree,Agree,Agree,Disagree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,Disagree,Agree,Agree,Male,30,Black or African American,Christian,Some Undergraduate Education,"$20,000 - $30,0000",Yes,No,1,4 years old,no,17b2f4b83911323b,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:42,9/6/17 10:49,IP Address,6af7577e82586e2b,100,463,TRUE,9/6/17 10:49,R_1CqGMdG8eiWcL52,,,,,,,anonymous,EN,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat disagree,Disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Female,31,White,Non-religious,Undergraduate Degree,"$50,001 - $70,000",No,No,,,none,fa83e35d7de0f1f4,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:43,9/6/17 10:49,IP Address,f4816bdedf8f3aed,100,370,TRUE,9/6/17 10:49,R_2YWD9BuhQCuPt4O,,,,,,,anonymous,EN,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Somewhat agree,Strongly disagree,Disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Agree,Neither agree nor disagree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Strongly agree,Female,35,White,Christian,Undergraduate Degree,"$70,001 - $100,000",Yes,No,1,Less than 1 year old,Nothing comes to mind,9d03dce11a58a260,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:43,9/6/17 10:49,IP Address,811c2599e3d04858,100,387,TRUE,9/6/17 10:49,R_1pAPgfa4Bo3KHx4,,,,,,,anonymous,EN,Agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Disagree,Agree,Somewhat disagree,Somewhat agree,Agree,Disagree,Agree,Disagree,Somewhat agree,Agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Strongly disagree,Agree,Disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Disagree,Strongly disagree,Agree,Agree,Agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Male,30,White,Non-religious,Graduate or Professional Degree,"$50,001 - $70,000",No,No,,,none,ee236224059e7845,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:41,9/6/17 10:49,IP Address,d943ac16717abef0,100,505,TRUE,9/6/17 10:49,R_RsowbZt8ykMoHTj,,,,,,,anonymous,EN,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat agree,Strongly agree,Somewhat disagree,Agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Disagree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Agree,Somewhat disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Disagree,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Male,64,White,Christian,Some Undergraduate Education,"$50,001 - $70,000",Yes,No,2,Over 18 years old,"All of my responses reflect how I honestly feel about each question, whether right or wrong.",083cd032b3f5da0f,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:42,9/6/17 10:50,IP Address,a62c1b9b50c749c0,100,479,TRUE,9/6/17 10:50,R_27OGpOb3CDdSZja,,,,,,,anonymous,EN,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Somewhat agree,Agree,Somewhat agree,Agree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Agree,Somewhat disagree,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree,Male,29,Asian,Non-religious,Undergraduate Degree,"$20,000 - $30,0000",No,No,,,No.,6e450d41fbf21511,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:43,9/6/17 10:50,IP Address,57a6c06585fb50d7,100,407,TRUE,9/6/17 10:50,R_2co5FmcXu2sRXYV,,,,,,,anonymous,EN,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Somewhat agree,Disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Agree,Disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Strongly agree,Agree,Male,23,White,Non-religious,High School or Equivalent,"$30,001 - $50,000",No,No,,,,2c098ffb8a18f17b,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
9/6/17 10:42,9/6/17 10:50,IP Address,446be1c74e176323,100,492,TRUE,9/6/17 10:50,R_4GhZrFYbJcCsfm1,,,,,,,anonymous,EN,Somewhat agree,Disagree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Neither agree nor disagree,Disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Agree,Male,38,White,Non-religious,Some Undergraduate Education,"$20,000 - $30,0000",No,No,,,I am not very knowlegable about the physiology of children and vaccinations.,2cb180c41a594e28,,3DWNFENNE3V666VZ9AG4CVL782PJ4R,12,1.6
