"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","hb_1","hb_2","hb_3","hb_4","check_5","hb_t_First.Click","hb_t_Last.Click","hb_t_Page.Submit","hb_t_Click.Count","nat_1","nat_2r","nat_3","nat_4","nat_5","nat_6r","nat_t_First.Click","nat_t_Last.Click","nat_t_Page.Submit","nat_t_Click.Count","medSkept_1","medSkept_2r","medSkept_3","medSkept_4","medSkept_5r","medSkept_6r","medSkept_t_First.Click","medSkept_t_Last.Click","medSkept_t_Page.Submit","medSkept_t_Click.Count","diseaseRare_1","diseaseRare_2","diseaseRare_3r","diseaseRare_4","diseaseRare_5r","diseaseRare_t_First.Click","diseaseRare_t_Last.Click","diseaseRare_t_Page.Submit","diseaseRare_t_Click.Count","diseaseSevere_1r","diseaseSevere_2","diseaseSevere_3","diseaseSevere_4r","diseaseSevere_5","diseaseSevere_t_First.Click","diseaseSevere_t_Last.Click","diseaseSevere_t_Page.Submit","diseaseSevere_t_Click.Count","vaccEff_1","vaccEff_2r","vaccEff_3r","vaccEff_4","vaccEff_t_First.Click","vaccEff_t_Last.Click","vaccEff_t_Page.Submit","vaccEff_t_Click.Count","vaccDanger_1","vaccDanger_2r","vaccDanger_3","vaccDanger_4r","check_3","vaccDanger_t_First.Click","vaccDanger_t_Last.Click","vaccDanger_t_Page.Submit","vaccDanger_t_Click.Count","vaccTox_1r","vaccTox_2","vaccTox_3","vaccTox_4r","vaccTox_t_First.Click","vaccTox_t_Last.Click","vaccTox_t_Page.Submit","vaccTox_t_Click.Count","vaccStrain_1","vaccStrain_2r","vaccStrain_3","vaccStrain_4r","vaccStrain_5","vaccStrain_t_First.Click","vaccStrain_t_Last.Click","vaccStrain_t_Page.Submit","vaccStrain_t_Click.Count","vaccIntent_1r","vaccIntent_2","vaccIntent_3r","vaccIntent_4","vaccIntent_5r","vaccIntent_t_First.Click","vaccIntent_t_Last.Click","vaccIntent_t_Page.Submit","vaccIntent_t_Click.Count","parentExpert_1","parentExpert_2","parentExpert_3","parentExpert_4r","parentExpert_5r","parentExpert_t_First.Click","parentExpert_t_Last.Click","parentExpert_t_Page.Submit","parentExpert_t_Click.Count","infantImmLimCap_1","infantImmLimCap_2r","infantImmLimCap_3","infantImmLimCap_4","infantImmLimCap_5r","infantImmLimCap_t_First.Click","infantImmLimCap_t_Last.Click","infantImmLimCap_t_Page.Submit","infantImmLimCap_t_Click.Count","infantImmWeak_1","infantImmWeak_2","infantImmWeak_3","infantImmWeak_4r","infantImmWeak_5r","infantImmWeak_t_First.Click","infantImmWeak_t_Last.Click","infantImmWeak_t_Page.Submit","infantImmWeak_t_Click.Count","overpar_1","overpar_2","overpar_3","overpar_4r","overpar_5r","overpar_t_First.Click","overpar_t_Last.Click","overpar_t_Page.Submit","overpar_t_Click.Count","sex","age","race","religion","educ","income","parent","expecting","children","youngest_child","refuse","return","comments","workerId","assignmentId","hitId","study_time","payment"
"431","2019-06-05 11:08:10","2019-06-05 11:16:14","0","8ff097dd49e99b2e","100","483","1","2019-06-05 11:16:15","R_3iL266utmtypPIQ","","","","",41.08,-80.64,"anonymous","EN","5","5","5","5","5","2.554","31.093","32.7","5","3","6","3","3","3","3","9.762","34.331","35.729","7","5","5","4","2","2","6","19.164","36.652","38.277","6","5","3","5","3","4","35.481","52.778","54.595","5","3","5","4","3","5","4.599","31.823","33.824","7","7","3","2","6","4.783","19.049","20.965","4","1","4","3","5","3","7.442","21.087","22.377","6","6","3","4","5","4.581","27.863","29.31","6","3","6","1","4","5","6.126","27.808","29.544","5","2","6","4","7","1","6.477","23.287","24.868","5","5","4","4","4","6","3.756","20.552","22.378","5","5","5","4","4","5","7.555","21.327","23.426","5","3","3","4","5","6","4.713","17.74","19.601","5","5","5","3","5","6","18.864","30.579","31.801","5","1","28","1","6","3","2","24","24","","","","26","","1e8561208a7d35b8","3907X2AHF05VBNH4QB724W5B82P2PT","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"432","2019-06-05 11:09:53","2019-06-05 11:16:15","0","58afa624fa7a4d45","100","381","1","2019-06-05 11:16:15","R_2chJu7SXyiGQ4Vc","","","","",40.85,-73.86,"anonymous","EN","6","4","5","4","5","3.571","23.596","24.367","6","7","4","4","4","2","1","5.101","23.114","23.883","6","4","4","4","5","1","4","6.204","27.484","28.575","7","5","4","4","4","4","12.213","30.021","31.115","7","4","5","4","3","4","6.129","14.65","14.952","7","4","7","4","4","11.676","23.762","24.881","4","5","3","4","4","3","5.029","19.485","20.489","5","3","4","4","4","4.715","15.25","15.924","5","4","4","4","4","5","8.797","17.389","18.493","5","6","3","4","2","5","3.387","17.434","18.29","5","5","5","4","3","4","9.627","28.435","29.011","6","5","2","6","6","1","6.754","23.442","24.084","5","7","6","4","3","4","8.327","18.888","19.285","6","6","5","4","4","6","11.894","25.558","26.412","5","0","25","7","1","4","5","24","24","","","","26","","ae4eb301054f431d","3MHW492WW0DYNBITM5ZLPX8R0VCMVU","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"433","2019-06-05 11:03:17","2019-06-05 11:16:16","0","73153db88f2e1526","100","778","1","2019-06-05 11:16:16","R_1MRJq4ywaek3LCk","","","","",42.4,-87.86,"anonymous","EN","4","6","3","6","5","11.84","44.367","45.425","4","7","4","7","4","1","3","10.047","42.469","43.743","4","6","5","7","6","1","4","24.969","95.231","96.85","4","1","2","6","3","5","8.751","50.582","52.288","7","2","6","4","1","4","10.813","25.771","32.694","3","1","7","5","2","9.912","9.912","11.632","1","4","4","7","4","3","7.574","42.011","43.136","4","1","4","5","4","13.584","22.867","27.824","2","4","5","4","5","4","10.04","30.934","31.828","4","4","6","5","5","4","8.253","58.683","60.754","5","1","5","2","5","5","26.681","58.507","59.529","4","5","6","7","6","3","16.008","46.058","47.154","7","6","7","6","5","5","8.472","8.472","35.495","1","7","5","7","4","2","10.288","36.714","41.675","5","0","48","2","1","3","3","23","24","2","23","23","26","","34ea6f59675df269","3ZDAD0O1T1DU4VD8VH1FZW04AE7TXW","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"434","2019-06-05 11:06:58","2019-06-05 11:16:21","0","18048e84c3f82697","100","562","1","2019-06-05 11:16:21","R_p5bGO0SK9ULBN2p","","","","",39.32,-76.61,"anonymous","EN","6","6","6","6","5","13.467","32.605","33.369","5","6","6","4","5","6","2","5.644","32.812","33.498","7","6","6","5","4","1","7","4.621","40.718","41.324","8","2","4","4","4","4","7.087","30.623","32.094","5","3","5","6","3","7","10.441","28.393","30.254","6","5","5","5","4","7.121","23.873","25.816","4","4","5","4","4","3","5.444","22.276","23.018","6","4","4","5","5","26.003","39.162","39.839","5","5","5","5","5","5","5.54","28.229","28.923","6","4","5","4","5","2","4.343","23.646","24.292","6","5","4","5","5","5","6.983","61.91","62.678","5","7","3","7","6","3","5.957","30.981","31.756","8","7","6","5","5","3","4.166","34.454","35.052","6","7","6","4","4","5","6.817","41.464","42.222","7","1","48","5","1","7","6","23","24","3","13","23","26","no","763acea9df1753cc","3IOEN3P9S7JGCWH3SB8FTD4PLRP169","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"435","2019-06-05 11:08:55","2019-06-05 11:16:21","0","89cbbda9191e9408","100","445","1","2019-06-05 11:16:21","R_22Yy8Ucz56oHriK","","","","",39.98,-75.82,"anonymous","EN","6","6","6","6","5","7.747","26.026","26.757","6","6","2","6","6","3","2","7.066","18.778","19.77","6","7","1","6","6","1","2","2.587","23.899","25.649","6","5","6","3","3","2","4.948","35.987","39.075","6","6","2","2","6","2","6.532","16.725","18.261","5","5","7","6","2","22.696","34.448","35.518","4","6","1","6","2","3","2.458","13.024","14.055","5","1","6","6","2","3.304","11.944","13.839","4","6","2","6","2","6","5.723","18.163","19.893","5","6","3","6","3","5","7.183","24.743","25.998","6","6","6","6","2","2","2.512","15.52","17.044","5","2","3","6","5","3","19.259","33.843","34.802","5","2","3","6","3","5","25.299","41.147","42.83","6","5","5","3","6","6","3.58","20.516","22.098","5","0","49","1","6","3","4","23","24","3","15","23","26","","1cb5ebdbf41fdd9b","3EFVCAY5L39ABRGVBFBJHRW2L3FJ8H","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"436","2019-06-05 11:09:26","2019-06-05 11:16:25","0","9bb3c39a186f9bca","100","419","1","2019-06-05 11:16:26","R_26g3KVdFA7n4chP","","","","",44.82,-68.8,"anonymous","EN","6","4","5","3","5","2.698","24.053","24.901","5","4","5","6","5","4","2","5.857","24.413","25.759","6","7","3","7","7","1","4","3.416","26.667","27.558","6","5","4","4","5","1","5.101","22.001","23.035","5","5","5","4","3","6","3.844","18.324","20.253","5","3","6","5","4","5.524","17.006","17.998","4","6","4","5","3","3","9.395","37.287","39.068","6","2","5","6","3","4.135","17.838","18.859","5","5","4","4","3","5","5.442","23.676","24.778","6","4","4","4","3","4","6.458","20.986","21.872","5","5","4","4","4","3","7.235","23.781","24.76","5","6","4","5","6","4","5.759","18.2","19.043","5","5","5","4","5","4","3.173","14.023","14.911","5","6","5","3","5","4","7.759","24.922","27.947","5","0","34","1","6","3","2","24","24","","","","26","I look forward to part 2!","f66413b50043d78f","3X1FV8S5JXRYV1M7B21QCSOU49ZVGU","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"437","2019-06-05 11:04:15","2019-06-05 11:16:26","0","cb37137915dc3096","100","730","1","2019-06-05 11:16:26","R_1lbFMWvBuyMvwuT","","","","",33.26,-93.24,"anonymous","EN","5","3","3","4","5","3.19","75.23","76.27","17","6","3","5","4","3","3","29.501","52.301","53.55","9","5","4","3","4","4","5","54.408","87.89","88.851","16","5","4","5","5","2","2.418","23.185","24.174","11","4","5","5","3","5","4.891","24.551","25.862","10","6","3","2","5","35.045","53.845","54.775","11","3","5","2","5","3","9.777","20.748","22.037","8","4","3","3","5","1.651","12.847","13.8","7","2","6","3","5","3","2.909","44.795","45.821","11","2","6","3","6","1","11.6","96.151","97.365","8","5","5","3","4","6","12.008","29.653","30.8","8","5","3","4","5","3","9.968","44.681","45.66","11","4","5","5","3","3","3.468","33.223","34.342","19","5","5","6","5","3","1.817","20.048","20.901","9","0","39","1","1","4","5","23","24","3","15","24","26","No","5ea818577af6b48c","3FQ5JJ512LOQPI9HZ20E03MAPNCNK6","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"438","2019-06-05 11:00:18","2019-06-05 11:16:26","0","9a5a6b4e92006ffc","100","968","1","2019-06-05 11:16:27","R_26gNsrDyhh73zyo","","","","",34.05,-118.26,"anonymous","EN","4","5","4","4","5","12.138","23.914","26.102","5","4","5","6","5","4","6","3.998","31.859","33.175","8","3","6","2","7","3","6","6.576","31.896","33.19","8","3","6","6","6","5","83.188","97.991","99.236","7","7","7","7","1","7","5.283","14.519","16.306","6","7","4","2","7","5.989","17.459","18.657","6","5","5","5","7","3","7.294","15.103","18.493","5","1","1","1","6","3.94","10.245","11.683","5","1","2","1","1","1","7.068","21.271","22.554","6","1","7","4","7","1","174.759","188.659","190.02","7","6","3","3","6","6","7.006","21.856","23.354","8","2","5","4","5","5","3.955","21.935","23.582","10","7","5","5","6","4","16.492","31.312","32.537","5","6","6","3","3","5","57.14","77.12","78.842","6","0","32","3","1","4","3","23","24","2","13","24","26","","ac95940a10da86e3","3BWI6RSP7G9Y0XPKN98M6BNF5B7E7Y","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"439","2019-06-05 11:09:52","2019-06-05 11:16:33","0","a63788cbe68d92d5","100","400","1","2019-06-05 11:16:33","R_r3f4eCBJZ6szDtn","","","","",41.54,-75.95,"anonymous","EN","4","4","4","4","5","5.231","17.802","19.424","12","4","5","7","4","2","3","6.05","33.449","34.445","16","7","2","4","4","1","4","4.052","24.811","26.137","13","3","1","5","2","5","5.812","27.028","28.902","14","3","4","4","3","5","17.255","38.846","40.525","9","2","6","4","4","4.476","22.578","23.582","12","4","4","4","4","3","1.818","15.658","16.574","12","3","4","4","3","3.794","16.098","17.149","8","4","4","4","4","4","2.617","18.449","19.783","12","3","5","3","5","2","6.469","23.837","24.867","11","3","3","3","4","5","9.602","25.729","26.719","10","4","4","4","4","4","3.799","17.964","19.627","10","4","4","4","4","4","3.437","10.893","12.724","10","5","4","4","5","5","6.631","24.464","25.644","10","1","33","1","1","2","4","24","24","","","","26","no","564601d8480c780b","37QW5D2ZRGM3AUZLY9KX9SNPHMKS8Y","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"440","2019-06-05 10:56:32","2019-06-05 11:16:41","0","2ab074aa2b08a26c","100","1208","1","2019-06-05 11:16:41","R_24iaDjOgP3rHalw","","","","",43.58,-116.3,"anonymous","EN","6","6","6","6","5","4.529","83.584","85.662","5","4","7","2","1","1","5","3.17","22.547","25.509","6","5","6","2","2","2","6","10.634","60.98","62.006","10","2","6","7","1","6","36.159","56.156","59.34","5","1","6","7","2","7","5.353","40.866","44.39","5","6","2","1","7","4.564","25.913","28.363","4","1","7","1","7","3","3.877","15.095","18.774","5","6","2","2","6","4.322","16.802","19.285","4","2","6","2","6","2","4.683","25.331","29.216","5","1","7","4","7","1","23.629","33.84","37.204","5","5","5","1","6","5","14.668","35.32","39.493","5","6","2","6","6","2","13.357","26.337","28.169","5","6","6","6","5","2","8.799","27.856","30.624","7","7","7","6","6","6","4.215","25.079","27.559","5","0","62","1","1","4","1","24","24","","","","26","no","c3ac70dbe10deebf","3QEMNNSB2XZT8RBKREX20T5U5Z5D73","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"441","2019-06-05 11:00:11","2019-06-05 11:16:45","0","d54870322a2ecb69","100","993","1","2019-06-05 11:16:45","R_3injrIqDBhYXsX5","","","","",34.14,-118.16,"anonymous","EN","2","3","3","4","5","5.8","18.403","19.365","5","2","6","2","2","2","3","8.031","29.166","29.978","7","4","4","4","2","2","7","3.529","18.156","19.554","6","2","2","2","2","6","6.09","17.628","18.845","5","1","7","7","1","7","4.581","11.201","12.058","5","6","2","2","6","26.689","33.471","34.75","4","1","6","1","7","3","2.566","10.632","11.365","5","7","2","2","7","4.123","11.774","12.69","4","2","6","2","6","2","3.995","25.041","25.858","7","7","7","2","7","1","2.553","12.062","12.809","5","5","4","4","6","5","13.247","26.631","27.485","5","3","5","3","3","5","3.245","14.242","15.555","5","3","5","5","3","3","4.162","15.663","17.117","6","4","4","3","2","5","7.843","18.289","19.649","5","0","37","5","6","7","6","24","24","","","","26","","89c3fdb0cfbcecbc","345LHZDEDXSXOALJBXK1XCX2MXGU3R","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"442","2019-06-05 10:57:37","2019-06-05 11:16:47","0","9d675caffad4574c","100","1149","1","2019-06-05 11:16:48","R_3NweLWOncpqSJE7","","","","",32.83,-96.77,"anonymous","EN","1","1","2","2","5","13.737","34.201","35.08","8","2","6","2","6","2","5","2.962","29.03","30.673","7","4","7","1","1","3","7","16.342","49.858","50.763","15","1","1","6","1","5","16.07","34.079","35.593","6","7","7","7","1","7","4.463","20.896","22.681","9","7","1","1","7","32.531","41.387","42.324","4","1","7","2","7","3","2.183","47.046","47.887","5","7","1","1","7","4.738","14.222","491.987","5","1","7","1","7","1","21.004","61.838","62.765","6","1","7","1","7","1","4.244","21.483","23.785","5","2","2","2","6","6","97.736","112.821","113.699","6","6","4","4","4","4","15.492","43.359","44.134","7","5","7","7","1","2","4.506","21.316","22.517","5","5","7","3","4","4","3.174","22.303","23.76","10","0","29","1","6","4","4","24","24","","","","26","n/a","341fbd64110114b0","384PI804XS1LS5UI357IGDH7YOA0SL","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"443","2019-06-05 11:09:01","2019-06-05 11:16:51","0","5b812f9c5fc0a1ae","100","470","1","2019-06-05 11:16:52","R_2pSkcoTQSmU528L","","","","",41.09,-74.27,"anonymous","EN","5","6","5","6","5","8.335","30.942","31.936","8","5","5","7","3","3","1","4.239","22.677","25.247","7","7","5","7","7","1","7","3.319","27.674","28.881","10","1","7","7","1","7","5.036","24.979","26.381","7","1","7","7","1","7","4.849","16.009","17.26","6","6","3","1","6","4.891","19.77","20.864","6","6","3","7","5","3","3.813","22.11","24.101","7","2","5","7","2","8.081","19.977","20.978","6","3","5","3","3","5","5.838","20.837","21.884","9","5","7","7","7","1","9.653","25.627","27.505","11","4","3","1","3","7","9.86","34.121","35.626","8","4","3","3","4","3","3.166","17.111","18.19","6","7","5","5","5","5","5.96","22.744","25.487","8","7","7","7","3","7","8.08","20.466","22.315","6","0","45","2","1","6","6","23","24","4","12","24","26","I'm not sure how i feel about vaccines but better to be safe than sorry","9c9af5d7b399d41b","3BDCF01OGXUVLNVDR4LQWJXWI7NYLC","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"444","2019-06-05 11:08:50","2019-06-05 11:16:56","0","a079261c4d1c38fa","100","485","1","2019-06-05 11:16:57","R_1IzTUSlmbQMMiYz","","","","",26.63,-81.97,"anonymous","EN","5","5","2","5","5","9.087","34.527","35.211","5","5","6","5","2","4","2","5.406","27.15","27.911","6","2","5","2","5","1","6","79.755","115.579","116.705","7","1","1","6","1","5","5.075","20.035","20.65","7","2","7","6","1","7","2.326","24.918","25.33","5","7","1","1","6","7.243","18.971","19.878","4","1","5","2","5","3","5.246","16.734","17.948","5","6","2","5","5","3.761","21.921","22.684","4","5","3","2","6","3","6.574","25.173","25.963","5","1","7","3","7","1","3.587","13.593","14.169","5","7","5","1","5","6","10.001","28.626","29.1","6","2","6","5","5","5","4.799","21.414","21.776","6","7","5","6","3","5","2.57","15.123","17.977","5","7","6","6","6","5","2.684","19.907","20.402","5","0","24","1","1","2","6","23","24","3","7","24","26","","39f7e4f9bc75c4d3","3PJ71Z61R423UFJ1QIBRDNVRBSY19L","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"445","2019-06-05 10:56:07","2019-06-05 11:17:01","0","b88fde9b03938af2","100","1253","1","2019-06-05 11:17:02","R_3r2qhfsMyvEI2ve","","","","",18,-76.8,"anonymous","EN","5","4","5","5","5","11.052","37.148","38.741","15","6","4","5","3","1","3","30.38","61.735","63.038","16","4","6","5","4","2","7","4.106","29.052","30.259","14","3","2","6","3","5","43.065","103.526","105.161","16","2","6","5","2","6","3.227","20.169","21.176","11","6","4","3","5","22.889","315.006","316.179","10","4","4","4","5","3","4.55","22.116","23.206","9","6","2","3","6","15.924","35.124","36.122","10","3","6","2","4","5","5.533","28.79","29.995","12","2","6","4","6","2","17.626","37.367","38.592","13","4","2","2","6","6","8.356","28.486","29.527","11","6","2","6","6","3","4.786","38.09","39.28","12","4","6","6","2","2","2.149","15.991","17.329","14","5","4","3","4","7","115.161","140.99","142.321","13","1","31","3","1","4","4","24","24","","","","26","Fun and interesting survey","81a47fd3f63bad45","3F1567XTNW5RBJ3IBX16EO3ZJ4HQ9W","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"446","2019-06-05 11:09:26","2019-06-05 11:17:03","0","dbcb63e70ad3a4f1","100","456","1","2019-06-05 11:17:03","R_3KUPfOzipOUQEEf","","","","",32.21,-110.83,"anonymous","EN","2","5","3","3","5","6.075","34.003","35.145","5","1","7","3","1","1","3","3.775","25.101","26.791","9","6","5","7","5","1","6","5.131","37.136","39.614","8","1","3","5","5","3","5.274","29.811","31.088","9","7","6","5","1","7","5.701","19.9","21.059","5","7","4","1","7","3.981","29.871","30.754","9","1","5","4","6","3","2.694","20.588","21.798","6","5","2","3","5","5.245","23.767","24.789","6","3","5","5","2","5","5.663","36.595","39.074","9","1","7","4","7","1","2.584","18.17","19.129","6","7","2","2","6","6","6.785","26.21","27.528","11","7","3","6","6","3","5.196","27.806","28.382","8","5","6","6","4","3","4.251","23.177","24.778","8","7","7","7","2","3","5.043","21.542","22.359","7","1","26","1","6","6","4","24","24","","","","26","Thank you for letting me help your study.","bf26e8e023a7b642","37U1UTWH9VMR9FZ8JKKSJIITVK9R8H","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"447","2019-06-05 11:07:07","2019-06-05 11:17:10","0","e3648a31014003d9","100","602","1","2019-06-05 11:17:10","R_3DhYMH04CKvTZzQ","","","","",33.91,-84.83,"anonymous","EN","5","5","4","3","5","38.56","104.913","106.084","6","4","5","4","5","2","1","4.725","28.61","29.957","6","6","5","2","1","4","7","9.736","36.396","39.014","7","1","1","7","1","6","8.821","31.168","35.328","6","1","4","7","5","7","9.184","27.539","29.103","5","7","2","1","7","3.045","23.175","24.963","4","1","5","3","6","3","7.446","28.33","36.794","5","6","1","2","6","3.875","15.766","17.319","4","3","6","4","4","4","6.508","39.313","44.972","5","1","7","2","7","1","5.999","16.729","25.851","5","6","5","5","2","3","7.882","33.141","35.999","5","6","4","4","4","4","11.22","25.886","30.698","5","5","3","5","5","5","8.294","30.338","31.322","5","5","5","6","4","5","4.095","26.882","27.805","5","0","31","1","1","4","1","23","24","2","7","24","26","","09bbfbe8b8fb2692","369J354OFDADGB76AUTI008VNG86GE","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"448","2019-06-05 11:05:44","2019-06-05 11:17:13","0","717f18c7bc3d334c","100","689","1","2019-06-05 11:17:14","R_2wMQjWp0Hh2gyJS","","","","",40.27,-79.86,"anonymous","EN","2","5","2","4","5","5.919","19.801","20.93","5","2","7","1","1","1","4","2.143","17.938","19.069","6","4","6","2","2","4","7","3.158","25.298","26.1","7","1","5","2","3","5","5.354","23.782","24.818","6","1","7","7","1","7","3.484","328.632","331.065","5","5","2","1","5","2.74","10.615","12.083","4","1","6","2","6","3","2.95","14.708","15.833","5","7","1","1","7","4.241","15.982","18.427","5","2","7","1","2","2","3.071","16.367","17.769","5","7","7","1","7","1","3.357","11.349","12.778","5","3","5","4","3","5","4.487","20.148","21.12","5","2","6","3","3","6","6.115","15.198","16.505","5","3","4","3","4","5","4.935","20.175","21.433","6","5","2","1","5","7","2.489","19.433","20.083","6","0","49","1","7","3","2","24","24","","","","26","Interesting study. Thank you.","544a75cebeab3627","3OB0CAO74HPTZRCN0J6S4R4P1QDHYN","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"449","2019-06-05 11:10:05","2019-06-05 11:17:18","0","67ba1ec5e1055bdb","100","432","1","2019-06-05 11:17:19","R_1GIEOqj9mfIHkr6","","","","",38.46,-77.43,"anonymous","EN","6","4","6","2","5","8.935","28.436","29.261","5","6","5","4","4","2","4","3.069","24.069","25.901","7","3","7","4","4","2","7","3.994","32.014","33.063","7","2","5","7","6","4","4.218","23.297","24.057","6","2","7","7","1","7","4.274","21.818","22.966","7","7","1","2","7","4.866","22.194","23.017","6","4","4","4","7","3","2.543","17.327","17.6","7","4","4","4","4","2.893","12.729","14.716","4","3","6","4","3","4","4.759","23.414","25.148","5","1","7","4","7","1","5.35","16.962","17.88","5","7","5","6","4","7","5.249","32.441","33.428","5","7","1","7","7","2","2.675","18.251","21.974","7","3","4","7","2","4","4.204","16.436","17.421","6","6","7","7","6","7","5.197","23.8","24.941","11","1","57","1","1","4","5","23","24","4","20","24","26","none","ad759519a5d76c5a","3K772S5NP8BVTMVW0IUYXOC9JEAEH7","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"450","2019-06-05 11:07:07","2019-06-05 11:17:20","0","22e022ca3d5afe4a","100","613","1","2019-06-05 11:17:21","R_31Zs0sSRogVVVbe","","","","",31.35,-94.83,"anonymous","EN","2","4","4","2","5","13.893","49.961","51.431","6","2","4","2","2","2","3","4.762","35.628","36.752","7","3","6","2","2","2","7","5.633","41.684","42.941","7","1","2","6","1","6","6.848","26.079","27.15","6","1","7","7","1","7","4.203","18.29","19.475","6","6","1","1","6","8.23","65.891","67.44","5","2","6","2","6","3","7.391","29.589","32.296","5","6","2","4","5","4.729","23.314","24.568","5","2","7","1","6","2","6.512","26.956","28.129","6","2","6","2","6","2","12.981","37.606","39.397","5","2","2","2","7","7","3.805","22.136","23.298","6","6","2","6","7","2","9.104","29.16","30.446","6","6","5","6","3","2","17.512","37.176","39.453","5","6","7","7","2","2","5.47","23.033","24.341","7","1","44","3","1","6","6","23","24","2","7","24","26","none","7ea1a3cbfecd1a93","35K3O9HUABDBFQ4Q5S6YU30W3ZWEF8","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"451","2019-06-05 11:09:07","2019-06-05 11:17:29","0","e591a78a35c1923a","100","501","1","2019-06-05 11:17:30","R_3fdS71Yy3sW6eVS","","","","",39.34,-84.4,"anonymous","EN","3","4","4","4","5","9.953","10.267","11.39","2","3","4","4","5","4","4","0","0","3.738","0","2","4","4","4","4","6","8.801","11.704","13.047","6","4","5","4","3","3","0","0","2.75","0","1","6","6","1","6","2.349","10.147","10.911","5","4","5","3","4","0","0","2.654","0","1","6","1","6","3","93.839","98.614","99.351","5","4","4","5","5","1.55","2.49","3.346","4","1","6","1","2","1","3.675","15.107","16.209","6","7","7","1","7","1","5.931","17.188","17.721","5","4","4","3","5","3","0","0","2.931","0","3","3","4","4","4","2.165","4.858","5.977","5","3","5","4","4","4","0","0","3.822","0","4","4","3","4","5","0","0","76.502","0","1","39","1","1","6","6","23","24","3","11","24","26","None, thanks","a54f498fa1f1d408","3A0EX8ZRN8OJ8E910RWWIG1R6D9YBP","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
"452","2019-06-05 11:10:11","2019-06-05 11:17:29","0","de3a264c5ca01c32","100","437","1","2019-06-05 11:17:30","R_wZbkfZInQW5u4Ux","","","","",30.46,-87.21,"anonymous","EN","6","4","7","4","5","6.061","26.571","27.572","5","3","5","6","4","1","1","9.404","27.63","28.867","6","7","2","5","5","3","7","3.685","34.975","35.968","6","1","3","6","1","7","5.697","24.201","25.123","5","1","7","7","1","7","3.561","18.034","19.071","5","6","6","1","7","6.35","16.484","17.474","4","1","2","4","7","3","3.758","15.975","17.014","5","7","1","1","7","8.527","22.326","23.334","4","3","6","2","5","3","8.503","30.667","32.051","7","1","7","7","7","1","5.756","21.874","22.931","5","5","5","2","3","6","7.922","35.818","36.965","5","6","3","6","6","3","4.557","18.746","20.086","5","3","4","4","5","5","4.919","26.127","27.252","5","6","6","5","6","6","8.076","24.84","25.914","5","0","67","1","1","6","3","24","24","","","","26","No","be0f337f91efeb34","3TDXMTX3CBURC2D10ITLLCLB2T1I6J","3CIS7GGG65JXCO3MAFWVSJ6ACL0UER","10","1.35"
