"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","hb_1","hb_2","hb_3","hb_4","check_5","hb_t_First.Click","hb_t_Last.Click","hb_t_Page.Submit","hb_t_Click.Count","nat_1","nat_2r","nat_3","nat_4","nat_5","nat_6r","nat_t_First.Click","nat_t_Last.Click","nat_t_Page.Submit","nat_t_Click.Count","medSkept_1","medSkept_2r","medSkept_3","medSkept_4","medSkept_5r","medSkept_6r","medSkept_t_First.Click","medSkept_t_Last.Click","medSkept_t_Page.Submit","medSkept_t_Click.Count","diseaseRare_1","diseaseRare_2","diseaseRare_3r","diseaseRare_4","diseaseRare_5r","diseaseRare_t_First.Click","diseaseRare_t_Last.Click","diseaseRare_t_Page.Submit","diseaseRare_t_Click.Count","diseaseSevere_1r","diseaseSevere_2","diseaseSevere_3","diseaseSevere_4r","diseaseSevere_5","diseaseSevere_t_First.Click","diseaseSevere_t_Last.Click","diseaseSevere_t_Page.Submit","diseaseSevere_t_Click.Count","vaccEff_1","vaccEff_2r","vaccEff_3r","vaccEff_4","vaccEff_t_First.Click","vaccEff_t_Last.Click","vaccEff_t_Page.Submit","vaccEff_t_Click.Count","vaccDanger_1","vaccDanger_2r","vaccDanger_3","vaccDanger_4r","check_3","vaccDanger_t_First.Click","vaccDanger_t_Last.Click","vaccDanger_t_Page.Submit","vaccDanger_t_Click.Count","vaccTox_1r","vaccTox_2","vaccTox_3","vaccTox_4r","vaccTox_t_First.Click","vaccTox_t_Last.Click","vaccTox_t_Page.Submit","vaccTox_t_Click.Count","vaccStrain_1","vaccStrain_2r","vaccStrain_3","vaccStrain_4r","vaccStrain_5","vaccStrain_t_First.Click","vaccStrain_t_Last.Click","vaccStrain_t_Page.Submit","vaccStrain_t_Click.Count","vaccIntent_1r","vaccIntent_2","vaccIntent_3r","vaccIntent_4","vaccIntent_5r","vaccIntent_t_First.Click","vaccIntent_t_Last.Click","vaccIntent_t_Page.Submit","vaccIntent_t_Click.Count","parentExpert_1","parentExpert_2","parentExpert_3","parentExpert_4r","parentExpert_5r","parentExpert_t_First.Click","parentExpert_t_Last.Click","parentExpert_t_Page.Submit","parentExpert_t_Click.Count","infantImmLimCap_1","infantImmLimCap_2r","infantImmLimCap_3","infantImmLimCap_4","infantImmLimCap_5r","infantImmLimCap_t_First.Click","infantImmLimCap_t_Last.Click","infantImmLimCap_t_Page.Submit","infantImmLimCap_t_Click.Count","infantImmWeak_1","infantImmWeak_2","infantImmWeak_3","infantImmWeak_4r","infantImmWeak_5r","infantImmWeak_t_First.Click","infantImmWeak_t_Last.Click","infantImmWeak_t_Page.Submit","infantImmWeak_t_Click.Count","overpar_1","overpar_2","overpar_3","overpar_4r","overpar_5r","overpar_t_First.Click","overpar_t_Last.Click","overpar_t_Page.Submit","overpar_t_Click.Count","sex","age","race","religion","educ","income","parent","expecting","children","youngest_child","refuse","return","comments","workerId","assignmentId","hitId","study_time","payment"
"2019-04-03 10:08:03","2019-04-03 10:16:53","0","91abbe9d2a3c64ca","100","529","1","2019-04-03 10:16:54","R_3kdFghtVL3XP7Zi","","","","",29.92,-81.37,"anonymous","EN","5","6","6","6","5","7.167","27.487","28.185","5","1","4","1","2","1","6","5.295","23.5","24.669","9","4","7","4","4","4","7","6.079","213.681","214.179","9","6","6","4","7","2","4.516","18.569","19.841","7","1","7","7","1","7","4.906","19.516","22.786","7","7","1","2","7","4.751","13.769","14.931","4","1","6","4","7","3","1.261","13.83","15.094","5","6","2","4","5","9.205","24.375","25","7","4","5","4","3","4","4.273","19.456","20.232","5","1","7","1","7","1","1.232","15.797","16.559","6","1","1","1","7","7","3.576","20.342","20.882","8","4","4","4","4","4","3.381","8.951","10.353","5","5","7","7","2","5","2.173","13.955","14.952","7","3","4","2","5","6","3.244","17.071","17.995","5","1","19","7","6","2","3","24","24","","","","26","No","70b8c585af5f7035","3HMIGG0U4L606GBUXFCMREBQIJS8YC","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:08:33","2019-04-03 10:17:01","0","aa92ebc823a70887","100","508","1","2019-04-03 10:17:02","R_3QVMmjuLmRgY6Z2","","","","",28.55,-81.31,"anonymous","EN","3","4","4","5","5","9.894","16.319","17.983","12","6","6","6","5","4","4","0.467","16.157","16.65","16","6","4","4","4","2","4","4.061","15.858","16.344","15","4","5","4","4","5","5.842","23.765","24.154","14","4","6","5","2","6","17.883","30.924","31.445","14","6","4","2","4","0.671","15.509","15.929","14","6","2","4","4","3","45.138","60.69","61.189","21","2","5","6","4","0.595","10.007","10.353","10","4","5","4","3","4","0.511","12.809","13.884","17","3","5","4","4","3","43.778","66.253","66.834","22","4","4","5","5","6","0.781","17.03","17.578","17","4","2","4","3","4","0.539","38.637","39.44","24","6","6","5","2","4","33.539","44.539","44.876","16","6","4","7","4","2","0.538","12.108","12.814","13","1","28","7","6","2","2","24","24","","","","26","Great study.","61e062f36422f4e1","3WAKVUDHUWGFPTM6D9NRAT9IBBAU7C","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:07:46","2019-04-03 10:17:04","0","ab53a4abc5120d87","100","558","1","2019-04-03 10:17:05","R_3qOM3T4Wtik7M97","","","","",38.58,-90.67,"anonymous","EN","5","6","4","5","5","17.69","31.741","34.102","12","4","6","4","4","4","4","3.494","60.303","62.115","19","4","6","4","4","4","6","5.931","22.545","23.823","15","4","4","5","5","4","3.201","21.002","22.575","13","2","6","4","1","6","2.027","40.107","41.579","13","7","6","4","7","3.249","18.436","20.19","13","2","4","4","7","3","2.401","16.79","18.616","12","5","4","4","4","5.087","17.594","18.796","11","2","4","4","4","4","4.277","21.244","22.863","17","1","7","1","7","1","4.301","25.49","27.271","17","4","4","4","4","4","6.274","27.335","27.449","14","4","4","4","4","4","2.059","20.048","21.614","16","6","4","4","5","5","8.1","37.595","39.303","13","6","7","7","5","4","2.296","15.861","17.358","12","1","52","3","1","3","3","24","24","","","","26","Good pay","f36025930fdd9c34","3OJSZ2ATDSWY4EWRC8FJ2HH2CUI576","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:13:29","2019-04-03 10:17:06","0","07bdd19049f4f191","100","216","1","2019-04-03 10:17:06","R_cuqGoNsTBSBRbeF","","","","",29.76,-95.26,"anonymous","EN","5","2","4","6","5","0.965","3.816","4.531","5","5","7","6","2","2","5","3.148","6.362","7.448","6","6","6","5","3","6","4","0.368","8.067","9.223","9","6","3","3","5","5","0.588","3.853","4.834","5","3","3","4","4","5","2.607","5.592","6.476","5","4","5","5","3","0.276","2.185","3.074","4","1","5","4","6","4","0.533","9.622","12.879","11","3","4","5","4","0.153","3.746","4.232","5","4","4","4","4","2","0.214","2.184","3.036","5","1","6","5","7","1","2.796","15.38","16.376","5","4","4","4","6","7","3.279","6.051","7.168","5","4","5","4","5","6","65.13","67.474","68.8","6","5","6","5","5","6","0.388","3.997","6.719","5","4","4","6","2","5","0.662","5.434","6.769","5","1","31","1","1","5","4","23","24","2","9","24","26","","774f71c9ed12bdde","3YHH42UU5BFYOSZSJWAH4R3CQ6G0LT","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:09:55","2019-04-03 10:17:06","0","56101586f45b1347","100","430","1","2019-04-03 10:17:07","R_1i2mImvX5Av7QM9","","","","",30.22,-81.56,"anonymous","EN","5","4","4","4","5","3.378","32.707","33.738","5","2","5","5","4","4","3","10","38.171","39","6","6","3","4","4","2","3","4.904","35.066","36.087","7","2","2","2","2","6","6.22","22.016","23.227","5","2","6","6","2","6","4.13","20.893","21.755","5","6","4","3","5","5.013","21.787","22.897","4","4","6","4","6","3","5.745","25.14","26.262","5","4","4","3","4","3.349","12.146","13.09","5","4","4","4","4","4","10.081","20.656","21.553","5","4","6","4","6","2","4.722","29.348","30.054","5","3","5","3","5","5","4.764","27.771","28.477","5","4","4","4","4","4","4.191","12.044","13.547","5","2","3","4","4","4","7.974","24.748","26.14","5","5","6","2","4","4","6.443","26.356","27.05","5","1","53","1","6","5","5","23","24","3","16","24","26","none","bd5488f95f0f83b8","3OONKJ5DKCJ7E05ZU4NYGP3PCFHBO6","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:10:07","2019-04-03 10:17:08","0","65044924cf0f2f1b","100","421","1","2019-04-03 10:17:09","R_1ImEQAXVRkflykt","","","","",47.95,-117.48,"anonymous","EN","5","4","5","6","5","6.962","27.474","30.223","5","6","4","3","2","1","3","5.846","28.79","30.644","6","3","6","2","2","2","7","5.587","30.156","31.746","6","2","2","6","3","5","4.478","31.999","33.54","5","2","6","5","3","6","5.777","16.161","18.274","5","7","1","2","7","5.277","17.364","19.457","5","2","6","2","7","3","3.912","12.153","14.305","5","6","1","3","6","5.855","12.648","14.5","4","2","6","2","6","2","8.395","22.426","24.431","5","1","7","3","7","1","7.963","22.036","22.88","5","5","2","1","7","7","4.978","23.738","24.784","6","6","3","6","6","3","10.233","28.296","30.03","7","7","5","5","3","3","4.763","15.052","16.009","6","6","7","5","3","6","6.409","24.633","25.582","5","1","37","1","1","4","5","24","24","","","","26","n/a- thanks","a1e52f18164b667f","3X65QVEQI0NIIKU8VC31ZS5DZVBLC5","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:09:55","2019-04-03 10:17:15","0","5764fec47ff99ddb","100","439","1","2019-04-03 10:17:15","R_eXbILOGqDvxNmQ9","","","","",36.73,-76.23,"anonymous","EN","4","1","4","1","5","3.854","35.347","36.239","5","4","4","2","2","1","4","4.287","23.647","24.534","6","5","6","1","1","4","6","4.396","37.163","38.339","7","2","5","6","3","4","6.53","25.602","27.171","7","1","7","7","1","7","5.272","19.215","20.341","5","7","1","1","7","2.528","22.584","24.653","4","1","7","1","7","3","4.784","15.551","19.163","6","7","1","1","7","4.983","20.432","21.229","4","1","7","1","6","1","4.309","21.134","22.171","5","1","7","1","7","1","2.3","20.18","22.133","10","4","4","1","6","6","3.568","27.37","28.202","5","6","2","6","6","2","7.685","21.627","22.866","5","6","6","6","2","2","2.983","14.751","16.193","5","6","7","5","2","2","5.508","24.044","26.802","9","1","28","3","6","4","1","24","24","","","","26","Nothing in particular.","e9b7a0d85348ecbb","32EYX73OY09P7C6LMNLXFA0ICN7RUB","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:10:45","2019-04-03 10:17:16","0","14f1de55830f9343","100","391","1","2019-04-03 10:17:17","R_UbXs01LrDYpgy09","","","","",32.47,-83.61,"anonymous","EN","6","6","5","5","5","44.844","63.919","64.592","5","6","2","6","5","2","2","4.683","20.398","21.262","6","7","6","3","5","1","6","7.026","27.253","28.031","7","6","6","7","6","2","5.033","16.521","17.409","5","1","7","7","1","7","2.927","13.595","14.213","6","6","3","3","6","10.642","21.314","22.051","4","6","3","5","5","3","3.478","15.015","15.511","5","1","6","7","3","3.817","13.325","14.02","4","5","3","6","1","7","4.093","16.637","18.301","5","3","5","7","5","2","3.988","16.456","17.177","5","7","6","5","2","6","3.513","20.085","21.185","5","6","6","5","5","6","4.493","14.731","15.483","5","7","6","6","5","5","3.388","15.709","16.674","6","6","5","6","5","5","5.279","16.608","17.476","5","0","29","1","1","3","1","24","24","","","","26","I found it very interesting! :)","8ed670af1c9ac105","3CFJTT4SXTQAG2R6JSYDRQL7HGR7IL","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:09:23","2019-04-03 10:17:19","0","b15726cbbd95d6fe","100","475","1","2019-04-03 10:17:20","R_1pJQ0Y18TE8uWSR","","","","",41.04,-74.1,"anonymous","EN","1","3","5","3","5","5.857","51.191","51.796","19","1","7","2","1","1","3","5.44","25.286","25.827","15","2","6","2","4","2","6","3.536","39.867","40.6","15","1","1","7","1","7","10.5","29.941","30.4","13","1","7","7","1","7","4.72","18.575","19.075","11","7","1","1","7","6.179","18.292","19.03","8","1","1","2","7","3","5.168","23.907","26.463","13","6","1","1","6","3.823","20.367","21.175","9","1","7","1","6","5","9.051","24.207","25.099","11","1","7","1","7","1","5.004","21.668","22.552","10","1","1","1","7","7","6.34","20.472","21.031","11","3","5","3","3","5","7.849","41.897","42.741","23","2","2","2","6","6","3.569","15.309","16.129","10","3","5","6","5","5","10.371","26.711","27.92","10","0","41","1","1","2","1","23","24","3","11","24","26","","eaccb5495f1c4594","3HMVI3QICJSIVGR9YU37C4OI4DOY1K","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:01:10","2019-04-03 10:17:21","0","97614f05b4ab4384","100","970","1","2019-04-03 10:17:21","R_28M9RJiCW2t7g3a","","","","",42.06,-87.94,"anonymous","EN","5","2","3","3","5","1.992","34.626","37.504","6","2","6","3","3","2","6","24.638","40.75","41.218","9","5","5","3","4","4","5","155.218","182.869","184.412","9","3","5","6","2","5","4.693","22.358","23.646","6","3","6","6","2","6","6.065","21.247","22.743","6","6","3","2","6","3.818","14.749","15.544","6","1","5","2","6","3","3.923","20.101","21.03","6","6","2","3","5","4.207","12.857","14.807","5","3","4","2","5","3","6.286","28.445","29.328","8","2","6","4","6","1","4.005","22.285","23.256","6","4","4","2","5","6","1.396","27.994","28.817","10","5","3","4","5","3","7.595","26.726","27.927","7","4","6","6","3","4","4.767","21.329","22.232","6","6","5","5","4","4","22.291","39.049","40.007","6","0","23","3","6","4","5","24","24","","","","26","n/a","34e55eb35d90bf68","3WS1NTTKEYCCO0PWXL7J9EYSTAQF0Z","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:09:09","2019-04-03 10:17:26","0","5defc9e7fd99a510","100","496","1","2019-04-03 10:17:27","R_3IbgSihSUFcdodT","","","","",39.73,-105.19,"anonymous","EN","5","4","7","7","5","7.678","27.524","29.248","7","6","3","5","5","4","2","9.15","34.77","37.059","7","6","2","6","6","3","3","4.778","39.567","44.145","6","3","3","6","2","5","5.53","30.936","32.326","6","3","5","5","3","5","6.881","32.942","35.63","6","2","4","5","4","3.777","26.336","27.503","4","4","3","2","3","3","4.68","21.53","24.672","5","2","5","5","2","4.946","17.871","19.193","4","5","3","5","2","6","6.175","25.883","28.989","5","3","6","7","5","2","14.104","35.006","38.079","5","6","6","5","2","5","6.483","26.746","28.49","5","5","5","4","3","5","4.381","20.379","21.694","5","3","3","3","6","6","8.266","17.785","19.231","5","2","4","3","5","5","4.909","30.755","33.169","6","0","42","7","7","6","3","24","24","","","","26","","10e53c99efb916d9","3OXV7EAXLEQCMZVIFFMYH6JM3NA36I","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:10:19","2019-04-03 10:17:28","0","7e9bc4bc2125699e","100","429","1","2019-04-03 10:17:28","R_26kY8bedblZfXa8","","","","",39.53,-119.81,"anonymous","EN","7","4","7","4","5","7.321","28.302","29.16","6","3","6","6","3","2","3","11.87","30.959","32.438","7","7","5","3","4","1","7","3.808","34.696","35.763","9","1","2","7","1","7","4.582","26.29","27.815","6","1","7","7","1","7","2.271","12.54","13.545","5","6","1","1","7","3.669","15.13","16.167","4","3","3","1","7","3","2.584","20.409","21.654","6","7","2","3","5","2.952","13.569","14.646","4","1","7","1","2","3","3.835","22.187","23.358","6","7","7","5","7","1","5.087","12.878","14.158","5","3","3","1","6","7","4.41","32.844","35.535","8","6","3","5","5","3","4.888","26.183","27.954","6","7","5","5","5","3","4.801","16.251","18.367","5","7","7","7","2","2","4.602","25.1","26.263","7","0","64","1","6","5","3","24","24","","","","26","NO","39ed7c10fb477e18","37UEWGM5HT89YFFNKZBD48VL1Q71RJ","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:12:30","2019-04-03 10:17:32","0","72206b670fa89a40","100","302","1","2019-04-03 10:17:32","R_3dScLdtsKWjvWAv","","","","",41.78,-72.62,"anonymous","EN","6","5","5","4","5","1.372","16.583","20.185","14","5","7","7","6","4","2","1.379","16.145","18.075","17","7","7","3","4","4","7","3.266","16.88","18.815","17","3","3","6","4","6","0.509","20.844","20.887","19","4","7","6","2","7","1.118","10.09","10.817","16","7","7","3","6","3.273","11.27","12.026","11","1","4","3","5","3","1.667","14.233","14.989","14","4","4","5","5","3.963","12.613","13.275","12","5","3","5","4","4","3.06","13.375","15.764","13","1","7","7","7","1","0.636","12.333","12.375","20","6","6","5","5","7","2.908","16.402","17.291","15","6","5","4","5","3","2.067","40.342","40.807","16","7","7","6","3","3","0.989","10.509","11.613","15","6","6","6","4","5","3.656","22.049","22.755","16","1","22","2","6","3","4","24","24","","","","26","","d9e7a55adf95dafc","3WQ3B2KGE8GMI8YYO2PN4TQHJ481BA","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:10:20","2019-04-03 10:17:40","0","1ee8af2ca9dc31ec","100","440","1","2019-04-03 10:17:41","R_3RxWB3iSxwQn7pQ","","","","",40.81,-96.7,"anonymous","EN","4","4","3","3","5","2.064","8.318","13.254","7","6","6","5","5","5","4","2.92","6.456","8.613","6","5","3","4","4","3","4","1.74","5.626","7.658","6","5","4","4","5","6","2.434","5.084","6.096","5","4","3","5","5","6","19.715","22.964","24.34","5","4","6","5","4","3.244","8.802","11.649","5","3","6","4","5","3","6.335","11.19","12.626","5","4","2","3","3","2.774","4.608","6.135","4","6","3","4","5","5","2.432","7.029","8.129","6","6","3","4","5","1","4.027","6.466","7.496","5","4","6","4","4","3","2.534","5.502","6.982","5","3","4","6","6","4","1.78","5.226","6.424","5","5","5","6","4","6","6.171","8.76","9.818","5","6","4","3","5","5","2.321","4.9","6.313","5","1","32","1","1","6","3","23","24","2","5","24","26","","8b797c03359e7de4","3L6L49WXW0X1LRE8AAHCZ5XSLSS54M","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:09:52","2019-04-03 10:17:46","0","67693fc2f48577b1","100","473","1","2019-04-03 10:17:46","R_3lFeBQ2kqEIHlEx","","","","",35.1,-85.59,"anonymous","EN","5","5","6","5","5","5.259","23.684","24.88","5","6","6","5","2","2","2","3.24","24.616","25.769","7","5","5","6","2","2","5","3.767","70.827","71.81","6","1","3","5","3","5","6.733","27.37","28.338","6","1","7","6","1","7","4.763","18.164","19.069","5","5","2","2","6","4.113","16.693","18.181","4","1","6","2","6","3","2.613","17.38","18.74","6","5","3","3","5","5.114","16.356","17.56","4","4","5","2","3","5","6.454","64.968","65.74","5","6","7","5","6","1","3.42","16.84","17.825","5","5","3","5","5","5","6.074","27.836","28.756","5","3","5","3","4","5","2.979","18.581","19.556","6","4","3","3","5","6","4.691","18.897","19.834","6","6","5","2","5","6","2.991","21.273","22.589","5","1","47","1","1","6","3","23","24","4","11","23","26","None","03ef363af2c807a3","3R5F3LQFV2K3WY8F0I3127AS3I2OZO","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:05:55","2019-04-03 10:17:51","0","62ec0dcd435845a3","100","716","1","2019-04-03 10:17:52","R_1QlopigLc2bJhDX","","","","",27.59,-80.39,"anonymous","EN","2","4","3","2","5","3.92","25.253","25.936","8","5","4","5","4","3","2","71.552","92.625","93.448","6","7","5","4","7","4","4","40.741","82.564","83.358","6","4","4","5","4","3","59.257","75.01","75.736","6","1","7","7","1","7","17.732","27.501","28.273","5","6","7","4","5","4.523","17.306","17.925","4","4","4","5","5","3","2.025","14.934","15.307","6","4","3","4","4","5.139","15.493","16.138","5","3","5","4","4","4","71.608","86.866","87.519","5","5","6","5","5","3","2.344","15.089","15.72","5","4","4","1","5","5","3.926","17.797","18.48","5","6","2","6","7","1","81.836","90.867","91.505","5","5","7","7","2","1","2.735","12.56","13.093","5","3","4","6","4","7","63.114","80.687","81.188","6","1","35","1","6","2","2","24","24","","","","26","","4d764bfbd824682e","3I33IC7ZWF2OOJB21SP5E1GGTSX2AT","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:11:49","2019-04-03 10:17:52","0","0bfd3633f0f637df","100","362","1","2019-04-03 10:17:53","R_2RQwWEH2gipXU0W","","","","",43.12,-77.73,"anonymous","EN","4","2","2","2","5","8.092","32.168","33.345","5","4","6","3","2","2","3","6.345","22.213","22.932","8","7","6","5","5","1","3","6.201","23.463","24.453","6","2","3","5","2","5","4.184","17.962","18.972","5","2","6","6","2","6","2.525","14.842","15.597","5","6","2","2","6","12.42","23.134","23.835","5","2","4","2","5","3","2.284","16.712","17.524","5","5","3","3","4","5.278","19.2","20.077","4","4","5","3","4","4","3.688","25.462","26.401","9","2","6","5","6","2","3.166","17.543","18.466","5","2","2","1","7","7","8.397","19.827","20.841","6","6","3","5","6","3","4.127","15.593","16.745","6","6","5","5","3","3","5.224","20.085","20.937","5","4","5","4","5","5","4.672","26.248","26.928","6","1","44","1","6","5","6","23","24","4","7","24","26","","03c6ac38c444a40c","388U7OUMF719RQU5OG7DQ3CBWY50RJ","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:07:03","2019-04-03 10:17:54","0","1d77c301d298cb1e","100","651","1","2019-04-03 10:17:55","R_SPZSWif7zXXEQSJ","","","","",27.74,-82.64,"anonymous","EN","5","6","5","6","5","1.231","2.935","3.388","5","5","5","5","6","6","6","1.478","4.567","5.752","7","5","6","4","4","6","5","2.109","12.426","13.085","12","4","4","6","4","3","4.47","14.271","14.877","7","2","5","6","2","5","1.543","9.111","9.793","6","6","2","1","6","5.795","11.414","12.143","4","2","6","2","6","3","1.451","7.97","8.823","8","6","2","2","6","1.394","6.851","7.263","4","5","5","6","6","5","1.02","2.549","3.162","5","1","6","5","6","1","1.571","8.568","9.237","6","5","5","6","6","6","11.476","289.151","290.505","8","4","5","5","5","5","2.159","6.622","7.275","7","6","5","5","5","4","2.13","7.523","8.113","5","5","4","4","5","6","0.751","24.578","27.026","7","1","31","1","1","4","1","24","24","","","","26","n/a","d68927aaab0f0bc3","3F6HPJW4JD0LVWE52XLXWQD7LB22W6","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:10:23","2019-04-03 10:17:56","0","529f16d310a5619b","100","453","1","2019-04-03 10:17:57","R_UMGlhyFze8Vo0iR","","","","",30.1,-94.17,"anonymous","EN","2","1","1","5","5","19.594","55.4","56.553","5","3","7","5","1","1","6","11.695","36.651","37.61","6","2","6","2","2","4","7","6.336","37.188","38.022","6","1","1","7","1","7","10.479","27.881","28.617","5","1","7","7","1","7","5.634","17.056","17.924","5","6","1","1","7","4.894","18.69","19.417","4","1","7","2","7","3","5.629","15.311","16.634","5","6","1","4","6","6.144","24.57","25.832","4","1","6","1","6","1","4.961","30.67","31.498","5","1","7","1","7","1","2.111","15.371","16.354","5","5","2","1","7","7","5.28","25.042","26.614","5","7","1","6","7","2","8.236","25.018","26.327","5","7","7","7","1","1","2.495","14.901","16.061","5","7","7","6","7","7","3.287","22.195","23.093","5","0","68","1","1","2","3","23","24","5","23","24","26","THANK YOU","7196a580f8d66f09","386CSBG1OZM4T01KDQYUUECXDFO6QO","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:12:48","2019-04-03 10:17:57","0","387c58ad1fda100e","100","309","1","2019-04-03 10:17:58","R_sckZpVYda42RexP","","","","",43.02,-78.96,"anonymous","EN","5","4","4","6","5","7.27","17.402","18.86","5","2","6","1","1","2","6","3.049","13.792","14.615","6","7","4","4","4","5","5","3.401","24.35","25.211","6","2","3","5","2","5","3.279","15.094","15.872","6","1","6","6","2","6","6.397","13.531","14.335","5","6","2","2","4","2.78","11.942","12.838","5","2","5","2","5","3","19.489","26.811","27.554","5","4","2","4","4","3.072","9.322","10.408","4","3","5","3","4","4","3.669","16.322","17.204","5","1","6","4","6","1","2.671","11.714","12.449","5","4","4","4","2","4","28.698","42.528","43.4","5","3","5","3","3","5","4.729","13.024","13.831","5","3","3","3","5","5","13.146","19.615","20.447","5","2","4","2","4","4","6.412","15.582","16.331","5","1","35","1","6","2","6","24","24","","","","26","","483418f7a6c046f5","3T3IWE1XG6NAVYCW936N5O4BXNZTQM","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:07:17","2019-04-03 10:18:02","0","ff2ca7eca9cbf376","100","644","1","2019-04-03 10:18:03","R_3QlZJcYvihkx9xD","","","","",40.51,-80.07,"anonymous","EN","3","2","4","4","5","5.934","31.665","32.666","6","4","6","3","2","2","3","7.156","30.34","31.032","10","4","6","3","2","1","7","4.834","67.983","69.218","10","1","3","7","1","5","3.621","29.008","30.742","9","1","7","7","1","7","5.098","18.644","19.699","5","7","3","1","7","5.671","19.446","20.8","6","1","6","2","7","3","6.172","21.612","22.315","7","7","1","2","6","2.031","16.662","17.712","5","1","7","1","7","3","5.88","22.632","23.688","6","1","7","3","7","1","2.343","16.167","17.113","5","4","3","2","4","6","4.855","28.718","29.436","9","6","4","4","5","4","24.599","51.282","52.715","7","5","5","6","2","4","6.072","21.391","22.129","7","3","7","5","4","3","7.13","32.029","32.985","6","0","40","1","6","3","3","24","24","","","","26","This whole anti-vaxx movement makes me so angry. No matter how many scientists and doctors PROVE that there is no correlation between autism and vaccines, the self entitled parents still fight it. And what gets to me time and time again is that even if it were true (it isn't) these people are choosing a dead kid over an autistic kid. They are choosing to risk the lives of MANY when they spawn a child and not vaccinate it. You don't *have* to get pregnant, it's a choice. I've made it to 40 without a kid magically appearing. ","9cfa00bbce930a8a","35USIKEBNRGJQ3OSXY6DQKHS840N6H","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
"2019-04-03 10:00:50","2019-04-03 10:18:22","0","65ce9ab563d8d999","100","1052","1","2019-04-03 10:18:23","R_22smfWtxXqf6jyw","","","","",29.92,-95.44,"anonymous","EN","3","2","4","2","5","10.414","51.549","65.965","7","1","7","4","1","4","6","7.06","38.923","39.815","6","6","5","3","2","3","7","11.712","83.677","84.972","7","2","4","6","1","4","5.825","27.118","31.95","6","1","7","6","1","7","3.709","27.056","29.471","6","6","2","1","6","5.21","40.99","42.004","4","1","6","2","7","3","5.027","22.947","24.616","5","6","2","3","6","6.92","281.32","282.785","5","2","6","2","6","2","5.634","34.342","36.289","5","4","6","3","7","1","10.47","46.627","47.922","5","1","1","1","7","6","9.095","40.351","42.505","6","6","1","4","5","3","3.83","34.484","39.759","6","4","6","6","3","2","5.131","29.834","30.955","7","6","6","5","5","5","39.226","56.282","57.276","5","1","23","2","1","4","4","24","24","","","","26","I'm fascinated by this topic at the moment. It's incredible how vaccines became a popular topic in 2018/2019.  ","7ef7db35dd59bc1c","3U84XHCDICDZS5YXHYOSO94NMRZZ4M","309D674SHZL3JRA2EX95X5EJXQZBCG","10","1.35"
