"","X","workerId","gender","age","ethnicity","education","job","income","political_party","political_beliefs","comments_pretest","eligible_pretest","duration_pretest","hb_1_pretest","hb_2_pretest","hb_3_pretest","hb_4_pretest","hb_check_5_pretest","nat_1_pretest","nat_2r_pretest","nat_3_pretest","nat_4_pretest","nat_5_pretest","nat_6r_pretest","medSkept_1_pretest","medSkept_2r_pretest","medSkept_3_pretest","medSkept_4_pretest","medSkept_5r_pretest","medSkept_6r_pretest","diseaseRare_1_pretest","diseaseRare_2_pretest","diseaseRare_3r_pretest","diseaseRare_4_pretest","diseaseRare_5r_pretest","diseaseSevere_1r_pretest","diseaseSevere_2_pretest","diseaseSevere_3_pretest","diseaseSevere_4r_pretest","diseaseSevere_5_pretest","vaccEff_1_pretest","vaccEff_2r_pretest","vaccEff_3r_pretest","vaccEff_4_pretest","vaccEff_check_1_pretest","vaccDanger_1_pretest","vaccDanger_2r_pretest","vaccDanger_3_pretest","vaccDanger_4r_pretest","vaccDanger_check_3_pretest","vaccTox_1r_pretest","vaccTox_2_pretest","vaccTox_3_pretest","vaccTox_4r_pretest","vaccTox_check_6_pretest","vaccStrain_1_pretest","vaccStrain_2r_pretest","vaccStrain_3_pretest","vaccStrain_4r_pretest","vaccStrain_5_pretest","vaccIntent_1r_pretest","vaccIntent_2_pretest","vaccIntent_3r_pretest","vaccIntent_4_pretest","vaccIntent_5r_pretest","parentExpert_1_pretest","parentExpert_2_pretest","parentExpert_3_pretest","parentExpert_4r_pretest","parentExpert_5r_pretest","infantImmLimCap_1_pretest","infantImmLimCap_2r_pretest","infantImmLimCap_3_pretest","infantImmLimCap_4_pretest","infantImmLimCap_5r_pretest","infantImmWeak_1_pretest","infantImmWeak_2_pretest","infantImmWeak_3_pretest","infantImmWeak_4r_pretest","infantImmWeak_5r_pretest","overpar_1_pretest","overpar_2_pretest","overpar_3_pretest","overpar_4r_pretest","overpar_5r_pretest","is_parent_posttest","children_num_posttest","children_oldest_posttest","children_youngest_posttest","plan_parent_posttest","flushot_self_this_posttest","flushot_self_next_posttest","flushot_child_this_posttest","flushot_child_next_posttest","vax_delay_spread_posttest","vax_refuse_posttest","vax_exemption_posttest","attention_posttest","comments1_posttest","comments_posttest","condition","duration_posttest","hb_1_posttest","hb_2_posttest","hb_3_posttest","hb_4_posttest","hb_check_5_posttest","nat_1_posttest","nat_2r_posttest","nat_3_posttest","nat_4_posttest","nat_5_posttest","nat_6r_posttest","medSkept_1_posttest","medSkept_2r_posttest","medSkept_3_posttest","medSkept_4_posttest","medSkept_5r_posttest","medSkept_6r_posttest","diseaseRare_1_posttest","diseaseRare_2_posttest","diseaseRare_3r_posttest","diseaseRare_4_posttest","diseaseRare_5r_posttest","diseaseSevere_1r_posttest","diseaseSevere_2_posttest","diseaseSevere_3_posttest","diseaseSevere_4r_posttest","diseaseSevere_5_posttest","vaccEff_1_posttest","vaccEff_2r_posttest","vaccEff_3r_posttest","vaccEff_4_posttest","vaccEff_check_1_posttest","vaccDanger_1_posttest","vaccDanger_2r_posttest","vaccDanger_3_posttest","vaccDanger_4r_posttest","vaccDanger_check_3_posttest","vaccTox_1r_posttest","vaccTox_2_posttest","vaccTox_3_posttest","vaccTox_4r_posttest","vaccTox_check_6_posttest","vaccStrain_1_posttest","vaccStrain_2r_posttest","vaccStrain_3_posttest","vaccStrain_4r_posttest","vaccStrain_5_posttest","vaccIntent_1r_posttest","vaccIntent_2_posttest","vaccIntent_3r_posttest","vaccIntent_4_posttest","vaccIntent_5r_posttest","parentExpert_1_posttest","parentExpert_2_posttest","parentExpert_3_posttest","parentExpert_4r_posttest","parentExpert_5r_posttest","infantImmLimCap_1_posttest","infantImmLimCap_2r_posttest","infantImmLimCap_3_posttest","infantImmLimCap_4_posttest","infantImmLimCap_5r_posttest","infantImmWeak_1_posttest","infantImmWeak_2_posttest","infantImmWeak_3_posttest","infantImmWeak_4r_posttest","infantImmWeak_5r_posttest","overpar_1_posttest","overpar_2_posttest","overpar_3_posttest","overpar_4r_posttest","overpar_5r_posttest"
"96",96,"196922c160cedfa9",1,44,1,6,1,6,3,59,"no comments","true",625,0,-1,1,-2,1,0,0,-1,-1,-2,1,1,-1,-1,0,0,-1,-2,0,-1,-2,0,2,1,1,2,2,1,1,2,2,-3,-2,0,-2,-2,-1,-1,-2,0,0,2,2,0,-1,1,1,2,2,0,1,2,0,0,-1,-1,-1,2,0,-1,1,0,-1,0,0,-1,0,1,2,-1,0,-2,1,2,11,8,NA,1,1,1,1,0,0,0,1,"","","diseaseRisk",738,0,-2,-2,-1,1,0,-1,0,-2,-2,1,1,-1,0,0,0,-2,-1,1,0,-2,0,3,2,-2,2,-2,2,2,2,2,-3,-1,0,-1,-2,-1,-2,-2,0,-2,2,2,0,0,0,0,-2,2,0,2,3,0,1,-1,0,-2,1,-2,0,0,0,-1,0,0,-1,0,-1,2,-1,-1,-2
"97",97,"6080bc4db15e0f6f",1,31,1,4,2,2,1,93,"GOOD","true",276,3,2,2,2,1,2,-1,1,2,2,-2,2,-2,-1,2,-2,-2,0,0,0,0,0,-2,2,2,-2,2,1,-2,2,2,-3,1,-2,3,-3,-1,-2,2,2,-2,2,2,-2,2,-1,1,-3,3,-3,3,-3,2,2,2,-2,-2,1,-2,2,2,-1,2,-1,-2,-2,-2,2,2,2,-2,-2,1,2,5,3,NA,0,0,0,0,0,1,0,1,"GOOD","GOOD","noInterv",308,2,2,2,2,1,1,-2,2,2,2,-2,2,-1,2,2,-2,-2,1,2,-2,2,-1,-2,2,2,0,3,2,-2,-2,2,-3,1,-2,1,-1,-1,-3,1,1,-1,2,1,-2,2,-2,2,0,3,1,3,2,2,2,2,-2,-2,1,-2,1,2,-1,0,0,-1,0,0,1,2,2,-2,-2
"98",98,"519bb1352757ceb3",2,62,1,3,6,6,1,90,"","true",495,2,0,2,0,1,0,-2,-2,-2,0,-2,-2,-2,1,1,0,-2,-2,1,-1,-2,-2,0,3,2,3,3,2,2,2,3,-3,-2,-1,-2,-2,-1,-1,-2,0,-2,2,-2,-2,-2,-2,0,2,2,-2,2,3,1,1,-2,-2,-2,1,-1,0,0,-1,1,-1,-2,-2,-2,2,2,2,-1,-2,1,2,42,40,NA,1,1,1,1,0,0,0,1,"No","No","noInterv",661,1,-1,1,1,1,-1,-2,-1,-1,0,-2,-1,-2,0,0,0,-2,-2,1,-2,-3,-2,2,2,2,2,3,2,2,2,2,-3,-2,1,-2,-2,-1,-2,-2,1,-2,2,1,-2,-2,-1,1,3,3,-2,3,3,1,1,2,0,0,-1,-1,0,1,-1,-1,-1,-1,-1,-2,1,2,2,-1,-2
"99",99,"86943aea2dfaac37",2,47,1,6,3,2,9,29,"","true",457,2,-3,2,0,1,-3,-2,-2,-2,-3,-1,3,-1,2,0,0,0,-3,-3,-3,-3,-3,3,3,3,3,3,2,0,2,2,-3,-2,-1,1,-1,-1,0,-2,0,-2,2,-1,-2,0,0,0,2,3,1,2,3,2,1,-1,-1,-2,1,0,-1,-2,0,-3,-1,-1,-1,-2,0,-1,-2,-2,-2,1,2,28,8,NA,1,1,1,1,1,0,0,1,"","","diseaseRisk",725,2,-3,1,-3,1,1,-2,-1,-2,-3,1,1,-1,3,2,1,-1,-3,-2,-3,-3,-2,3,3,3,3,3,2,0,2,2,-3,-2,-1,-1,-2,-1,-1,-2,1,-1,2,-2,-2,-2,1,0,2,3,1,2,3,1,0,-3,-1,-2,1,-1,0,-1,-1,-3,0,0,-1,-1,1,-1,-2,-2,-2
"100",100,"82e4c757e77e665e",2,62,1,2,2,5,2,0,"no","true",610,1,-1,1,1,1,1,2,-2,-1,0,1,2,1,2,1,2,0,-3,-2,-2,-2,-1,1,2,1,3,1,-1,1,3,1,-3,-2,1,1,-1,-1,-1,-2,1,1,2,-1,-1,-1,1,1,-1,2,-1,2,3,1,-1,-2,-1,1,1,1,2,2,2,1,2,3,1,2,-1,1,-1,1,-1,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,"no","no","noInterv",497,-1,-1,1,1,1,1,1,-2,-1,0,2,2,1,2,-1,2,0,-2,-3,-2,-2,-2,2,2,2,3,2,2,1,3,2,-3,-2,2,1,-1,-1,1,-2,1,1,2,0,-1,2,2,2,3,3,-2,3,3,1,-1,-2,-1,0,1,2,2,2,2,1,2,2,1,1,0,1,-1,2,-2
"101",101,"6b9b57a8fe4a4c50",2,44,1,3,2,2,9,10,"no","true",396,0,-1,1,-1,1,1,-1,-1,-2,-2,2,0,-2,-2,-2,2,-2,-2,1,0,-2,-1,-1,2,1,2,2,2,1,2,2,-3,-1,0,-1,-2,-1,-1,-1,-1,-1,2,-2,-2,-2,-1,-2,2,2,2,2,2,1,-1,-2,-1,-2,-2,-1,-2,-2,-1,1,1,1,0,0,1,0,1,1,-1,1,2,18,16,NA,1,1,0,0,0,0,0,1,"no","no","noInterv",401,1,-2,-2,-2,1,1,-1,-2,-2,-2,-1,1,-2,-1,-1,1,-2,-1,-2,-1,-1,-2,2,2,2,2,2,2,2,2,2,-3,0,-1,-1,-2,-1,-1,-2,0,-1,2,-1,-2,-1,-1,-1,3,2,2,2,3,2,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
"102",102,"64c46bde6b408de1",2,24,1,4,2,1,2,0,"no","true",442,-1,-3,1,0,1,1,-3,-2,-2,-2,2,3,2,1,-2,2,-2,-2,1,1,-1,0,1,-1,-1,2,1,3,1,1,1,-3,-2,-3,-2,-3,-1,-2,-3,-1,-2,2,-2,-2,-2,-1,-1,3,3,3,3,3,1,2,-2,1,1,2,1,1,2,1,-1,2,1,-1,1,-1,-2,-2,-2,-3,0,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,1,"nope","no","noInterv",334,-1,-3,-2,-3,1,0,-2,-3,-3,-3,2,-1,-3,-2,-2,2,-2,-2,-1,1,-1,0,-1,-1,-2,-1,-2,2,0,2,2,-3,-2,-2,0,-3,-1,-3,-3,-2,-2,2,-3,-3,-3,-1,-2,3,3,2,3,3,1,1,-2,-1,-2,1,1,1,0,1,1,2,2,-1,0,-1,-2,-2,-2,-3
"103",103,"d1c461f30f76e6a3",2,51,1,2,4,3,9,20,"No","true",544,2,1,1,0,1,2,-1,2,2,1,2,3,2,3,2,1,1,-2,-1,-1,-2,-1,0,1,1,1,0,-1,-1,-1,0,-3,1,3,2,0,-1,2,1,2,2,2,1,-1,0,0,2,-1,0,-3,0,1,1,2,0,1,0,-1,0,-1,2,1,-2,0,0,1,-2,1,2,0,-2,-2,1,3,29,16,NA,0,0,0,0,1,1,3,1,"","","noInterv",486,2,1,1,1,1,2,0,2,2,1,2,3,2,3,2,1,0,-1,0,-2,-1,-1,1,1,1,1,1,-2,0,-1,0,-3,1,3,1,1,-1,2,2,2,2,2,2,1,1,2,2,-1,1,-3,1,1,2,2,0,-1,0,2,2,-2,2,2,2,2,1,2,1,1,1,1,1,-1
"104",104,"93af70ea96f46df4",2,30,1,8,1,5,2,9,"","true",570,-1,-3,-1,-3,1,0,-2,-2,2,-2,-3,2,-2,-1,-3,0,-3,-3,-2,-3,-3,2,2,2,3,2,2,3,3,3,3,-3,-3,-2,-3,-3,-1,-3,-3,-3,-3,2,-3,-2,-2,-1,-2,3,3,3,3,3,-2,-2,-3,-2,-3,0,0,0,0,0,0,0,0,0,0,-2,-1,-3,-2,-3,0,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,1,"","","noInterv",549,-1,-3,-3,-3,1,-2,-3,-1,3,-2,-3,0,-2,-1,-3,0,-2,-2,-2,-2,-3,-2,2,3,3,2,3,3,3,3,3,-3,-3,-2,-3,-3,-1,-3,-3,-2,-3,2,-3,-2,-1,-1,-2,3,3,3,3,3,-1,-1,-2,-3,-3,-2,-2,-3,-2,-2,-2,-2,-1,-2,-2,-2,-1,-3,-2,-3
"105",105,"c9d8ba614916b309",2,33,1,4,1,4,1,71,"","true",612,0,-3,-2,-3,1,-1,-2,0,-2,-2,1,-1,-2,0,0,2,-2,-3,-2,-2,-3,-1,3,3,3,3,3,3,2,3,3,-3,-2,0,-2,-2,-1,0,-3,1,1,2,0,0,0,0,0,2,3,-1,2,3,2,2,0,1,-2,0,0,0,0,0,3,1,1,3,0,2,1,1,0,-1,1,2,12,10,NA,1,1,0,1,1,0,0,1,"","","diseaseRisk",641,1,-3,-2,-3,1,-1,-2,0,-2,0,-2,0,-2,-2,0,2,-2,-3,-2,-2,-3,-2,3,3,3,3,3,3,3,3,3,-3,-2,-1,-2,-2,-1,0,-2,1,-2,2,0,0,0,0,1,3,3,-1,3,3,2,1,0,0,-1,0,2,0,2,2,3,1,1,0,0,2,1,1,1,0
"106",106,"3919cb02f701baf9",2,33,1,3,3,2,2,40,"","true",439,-3,-3,-3,-3,1,2,-2,1,1,-3,1,2,-2,-1,-1,1,-2,-3,-2,-1,0,-1,3,3,3,3,3,3,3,3,3,-3,-2,-2,-2,-2,-1,-2,-3,-1,-2,2,-2,-2,-2,-2,-2,3,3,3,3,3,-1,-1,-1,-1,-2,-1,-2,-2,-1,-2,1,1,0,1,-1,-1,-2,-3,-1,-2,0,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,1,"","","noInterv",884,-2,-2,-2,-2,1,3,-2,1,-2,-3,1,-1,-2,-1,-1,1,-1,-3,-3,-3,-1,-1,1,3,3,2,2,3,1,3,3,-3,-3,-2,-3,-2,-1,-2,-3,-2,-1,2,-2,-2,-1,-1,0,3,3,2,3,3,-2,-2,-1,-2,-2,2,1,1,1,1,1,2,2,1,1,-2,-1,-3,1,-3
"107",107,"d98416714e55eeb1",2,40,1,4,1,6,11,9,"no","true",259,-1,-2,0,-1,1,3,-1,3,1,-2,1,2,-1,0,0,-2,-2,-1,0,-2,-2,-2,-1,1,1,1,1,1,2,2,1,-3,-3,-2,-1,-2,-1,-1,0,0,-1,2,0,-2,0,1,0,3,3,0,3,3,3,0,0,1,-1,1,1,0,-1,1,-1,2,2,1,-1,-1,1,-1,0,-3,1,1,22,NA,NA,0,0,0,0,0,0,0,1,"","","diseaseRisk",310,0,-2,-2,-3,1,2,-2,2,1,-2,2,3,-1,-1,-1,-2,-1,-3,-2,0,-3,-2,-1,2,3,2,2,3,2,2,2,-3,-3,-1,-3,-2,-1,-2,-2,-2,0,2,-1,-1,0,1,0,3,3,0,3,3,0,1,-1,1,-2,2,1,0,2,1,-2,2,2,0,0,0,-2,-3,-1,-3
"108",108,"e7e20793a5ff1cd2",2,53,1,4,1,3,2,6,"","true",399,2,2,1,0,1,1,-1,2,0,-2,2,3,-2,1,2,3,-1,1,1,1,-2,1,2,2,2,2,2,3,0,2,2,-3,0,-1,0,-2,-1,1,-2,1,-1,2,0,-2,-1,0,0,2,2,0,2,2,2,1,2,2,-2,2,-1,1,1,0,-1,2,1,1,2,0,1,-2,-2,-3,1,2,27,24,NA,0,0,1,1,0,0,0,1,"","","diseaseRisk",620,2,1,1,0,1,1,-1,2,0,0,3,3,-2,1,1,3,-2,-1,2,-1,-1,-1,3,2,2,2,2,3,0,2,2,-3,0,0,1,-1,-1,1,-1,0,0,2,1,-1,-1,-1,0,3,2,1,2,3,2,1,1,1,-2,3,-1,0,1,-1,2,2,2,-1,1,0,1,-1,-2,-2
"109",109,"bd76a772e5a2384d",1,30,1,3,1,6,10,40,"","true",658,-2,-3,0,-3,1,-3,-1,-2,-3,-2,0,2,-2,0,1,2,-3,-3,-2,-3,-3,-3,0,3,3,2,3,1,3,3,2,-3,-3,-2,-2,-3,-1,-2,-3,-2,-2,2,0,-1,0,0,1,3,3,2,3,3,1,1,-1,-2,-3,2,0,0,1,0,0,0,-1,0,-1,2,1,2,-1,-1,0,NA,NA,NA,2,0,0,NA,NA,NA,NA,NA,1,"No","","diseaseRisk",538,-1,-3,0,-2,1,-3,-3,-3,-3,-3,0,1,-3,-2,-2,0,-3,-3,-2,-1,0,-1,0,3,3,3,3,3,2,3,3,-3,-3,-3,-2,-3,-1,-2,-3,-1,-1,2,0,-1,-1,0,-1,3,3,0,3,3,1,-3,-1,-3,-3,-1,0,0,0,0,0,-1,-1,-1,-1,1,1,2,0,1
"110",110,"32e7af70a595cbb3",2,38,1,6,1,4,2,6,"No","true",493,1,1,1,1,1,1,1,1,1,-2,1,2,-1,2,0,1,1,-1,-1,-1,-1,0,1,2,1,2,2,1,1,1,1,-3,0,-1,0,-1,-1,0,-1,0,1,2,-1,-1,-2,-2,0,-1,2,1,1,2,1,2,1,2,-1,1,0,0,1,0,-1,1,0,0,-1,1,0,-1,-1,-2,1,3,17,6,NA,0,0,0,0,0,1,0,1,"","","diseaseRisk",550,1,1,1,0,1,1,1,1,0,-2,-1,2,0,1,0,1,-1,0,-1,-1,-1,-1,2,2,1,1,1,2,0,0,1,-3,0,-1,0,-1,-1,0,-2,1,0,2,-1,-1,-1,0,0,-2,2,0,1,2,1,1,1,2,-1,1,1,0,1,0,1,0,1,0,1,0,1,-1,-1,-2
"111",111,"895abca1e6e62c56",2,27,1,6,1,1,9,12,"","true",347,-2,-2,-3,-3,1,-1,-1,-3,1,-2,3,2,-1,-2,1,3,2,-3,-2,3,-3,-1,3,2,2,2,2,3,-1,2,2,-3,-3,-1,1,-1,-1,1,-1,1,-1,2,-1,-3,-2,1,-1,-1,3,-1,3,3,-3,-3,-3,-2,-3,1,2,1,2,1,1,1,1,2,1,-2,1,-1,3,-1,0,NA,NA,NA,3,0,1,NA,NA,NA,NA,NA,1,"","No","diseaseRisk",404,-2,-3,-2,-3,1,-1,-1,-2,2,-3,-1,1,-1,-2,-1,3,-1,-3,-3,-2,-3,-3,3,3,3,3,3,3,-1,3,3,-3,-3,-1,-1,-1,-1,1,-1,0,-1,2,-2,-2,-1,1,-1,2,3,-1,3,3,-3,-3,-3,-3,-2,1,1,0,-1,2,1,-1,1,0,1,1,1,1,2,2
"112",112,"a02737c561a25366",2,25,5,4,1,6,2,20,"","true",258,-1,-2,-2,-1,1,-2,-2,-2,-2,-3,-2,0,-2,0,0,1,-3,-2,-2,-2,-1,0,3,3,3,3,3,2,2,2,3,-3,-3,-2,-1,-3,-1,-2,-2,-3,-3,2,-2,-2,-1,0,-1,3,3,3,3,3,2,0,-2,0,-2,1,0,1,1,1,2,1,1,0,0,0,0,-2,-2,-3,0,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,1,"No","No","diseaseRisk",264,0,0,0,-1,1,-1,-3,-1,-2,-2,-2,-1,-2,0,0,1,-2,-2,-1,-3,-1,-2,2,3,2,3,2,2,2,2,3,-3,-3,-2,-2,-2,-1,-2,-2,-2,-2,2,-1,-2,-1,-1,-1,3,3,3,3,2,0,0,-1,-1,-1,-1,-1,-2,-1,-2,0,0,0,0,-1,-1,0,0,0,-1
"113",113,"a0a84ece2f867286",2,23,1,4,2,4,2,15,"","true",365,0,1,0,0,1,0,-1,0,-1,-1,1,1,-1,0,-1,1,-2,-2,-2,-2,-2,-1,2,3,2,3,3,0,1,2,1,-3,-3,0,0,-2,-1,-2,-2,0,0,2,-1,0,0,0,0,2,2,0,2,2,1,0,0,0,0,1,1,0,1,1,2,1,2,-1,1,1,2,2,0,-1,0,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,1,"","","diseaseRisk",962,0,1,0,0,1,0,0,1,2,-1,1,0,-1,0,0,1,-1,-2,-2,-2,-2,-2,2,2,2,2,2,1,2,2,1,-3,-3,0,-2,-1,-1,-2,-2,-2,2,2,-1,0,0,0,0,2,2,-1,2,2,1,0,0,-1,-1,1,2,2,2,2,2,1,1,2,1,0,0,2,0,0
"114",114,"14f63de4a1cd1c62",1,22,1,3,1,4,2,12,"","true",403,-2,-2,-2,-2,1,0,2,1,0,-2,2,2,-1,2,1,1,0,-1,-1,-1,0,-1,2,2,2,-1,3,1,2,2,2,-3,-2,1,-1,2,-1,0,-2,1,0,2,-2,-1,1,-1,-1,2,2,2,2,3,1,-2,-2,-2,-3,1,2,-1,-2,2,-1,0,0,2,2,1,1,1,2,1,0,NA,NA,NA,3,0,1,NA,NA,NA,NA,NA,1,"","","noInterv",396,-1,-3,-2,-1,1,1,-2,-2,-1,-2,2,1,1,2,-1,3,-1,-1,-2,-2,-2,-1,2,3,2,2,3,1,2,2,2,-3,-2,0,0,-2,-1,-2,-2,2,1,2,-2,-2,-2,-2,0,2,3,1,3,3,0,-1,-1,-1,0,1,0,0,0,2,-1,-1,0,-1,2,-1,2,-1,-1,-1
"115",115,"8f77a40d9eded53c",1,50,1,3,1,5,1,84,"","true",469,1,0,2,2,1,2,-1,-1,-1,0,2,-1,-1,-2,2,3,0,-3,-2,-2,-2,-2,3,3,3,3,3,2,1,1,2,-3,-1,0,0,-2,-1,0,-2,-1,-1,2,1,-2,-1,0,0,3,1,-1,3,3,2,3,1,-1,-1,1,0,2,0,-1,3,-2,-2,-1,-1,3,3,3,1,2,1,1,14,NA,NA,1,1,1,1,0,0,0,1,"","","noInterv",565,2,0,2,1,1,2,-1,2,-2,0,2,-1,-2,-1,1,2,-2,-2,-2,-2,-2,-2,3,3,3,3,3,2,2,2,2,-3,-3,-2,0,-2,-1,-1,-2,-1,-2,2,0,-2,-1,0,0,-2,3,0,2,2,2,2,2,-1,-2,2,0,2,1,0,3,2,1,1,1,3,3,3,1,2
"116",116,"f156a230f8ac0962",1,28,4,6,1,5,2,9,"While I understand people have issues with vaccinations, I support them. I would talk to my doctor about side effects but only when I have a child","true",394,1,-2,1,0,1,2,-1,-1,-2,-2,-3,1,-2,3,-2,3,-3,-3,0,3,-3,-2,3,3,3,3,3,3,2,3,2,-3,-3,-3,-3,-3,-1,-2,-3,-2,-3,2,-3,-2,-3,-2,-3,-3,3,3,3,3,1,-1,0,-2,-2,0,0,0,2,0,-1,3,2,3,3,1,2,-2,-2,-1,0,NA,NA,NA,2,0,0,NA,NA,NA,NA,NA,1,"","","diseaseRisk",417,1,-2,1,-2,1,1,-1,-3,-1,-2,2,1,-1,-1,-2,0,-3,-3,-3,3,-3,-1,3,3,3,3,3,3,2,3,3,-3,-3,-2,-3,-2,-1,-3,-3,-2,-3,2,-2,-2,-3,2,-2,3,3,3,3,3,-1,-1,0,-3,-3,3,-1,2,2,1,-2,3,2,3,3,0,1,-1,1,-2
"117",117,"9b499ccfdb541982",2,34,1,3,1,2,9,5,"","true",726,3,1,-1,2,1,3,-1,2,-1,-1,1,3,1,3,3,3,2,-1,-1,-1,-1,-1,1,2,3,3,3,-1,1,-1,1,-3,1,1,1,1,-1,1,1,1,1,2,1,-1,0,-1,1,-1,1,-1,-1,1,2,1,-1,1,1,3,1,3,2,-3,3,3,3,1,3,3,3,3,1,-1,1,1,16,16,NA,1,0,0,1,0,0,0,1,"","","diseaseRisk",628,1,1,-1,1,1,3,-1,1,-1,-1,-2,3,-1,3,1,3,1,-1,0,1,-1,-2,-3,3,3,-3,3,-1,0,-1,1,-3,1,-1,-1,-1,-1,1,1,1,1,2,0,-1,1,1,1,-1,1,-1,0,1,1,-1,1,1,-2,1,1,-1,2,1,3,3,3,1,2,3,2,1,1,-2
"118",118,"d55d2f53212f83d9",1,26,1,6,1,4,3,31,"","true",746,0,-3,-2,-3,1,-3,-3,-2,-2,-3,3,3,-3,1,-3,0,-1,-2,2,-3,-3,-2,3,3,3,3,3,3,3,3,3,-3,-3,-3,-1,-3,-1,-3,-3,-3,-3,2,-3,-2,-2,-1,-2,3,3,3,3,3,-3,-3,-3,-3,-3,3,3,3,3,3,2,3,3,2,2,1,3,0,3,0,0,NA,NA,NA,3,0,1,NA,NA,NA,NA,NA,1,"","","noInterv",394,-1,-3,-3,-3,1,-2,-3,-2,-3,-3,2,-2,-3,-2,-2,1,-3,-3,-1,-3,-2,-2,3,3,3,3,3,3,2,2,3,-3,-3,-2,-3,-3,-1,-3,-3,-3,-3,2,-2,-3,-2,-1,0,-2,3,2,3,3,-1,-2,-2,-3,-3,3,2,2,3,3,3,3,3,2,2,1,3,2,1,1
"119",119,"f5c1f95da201642c",2,65,1,4,1,3,2,8,"no","true",488,1,0,1,0,1,-2,-2,0,-3,-2,-1,-2,-2,-2,-3,0,-3,-3,-3,-1,-2,0,1,1,1,1,1,3,3,3,3,-3,-2,-1,-2,-3,-1,-2,-3,-2,-2,2,-3,0,-3,-2,-3,3,3,2,3,3,0,1,0,-1,-2,-1,-1,-1,0,-2,2,-1,-1,-2,-2,2,1,-1,-3,-3,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,"no","no","diseaseRisk",493,-1,1,1,-1,1,-2,-3,-1,-3,-2,1,-3,-3,-3,-3,1,-2,-3,-3,-1,-3,-1,3,3,3,2,3,3,3,3,3,-3,-3,-3,2,-3,-1,-3,-3,-2,-3,2,0,0,-2,-2,-2,3,3,2,3,3,1,0,-1,-1,-2,1,1,0,1,0,1,0,-1,-1,-2,0,1,-2,2,-1
"120",120,"df61731455940c12",2,40,1,2,1,1,1,74,"Good survey. Different than most","true",427,2,-2,0,0,1,1,-1,-1,-1,-3,0,1,-1,0,1,3,-1,-2,-3,-1,-3,-3,3,1,1,3,2,1,0,2,1,-3,-2,-1,-1,-2,-1,-1,-3,-1,-1,2,-1,-1,-1,1,-1,1,2,-1,2,3,0,-2,-2,0,-1,1,0,0,2,0,0,-1,-1,-1,-1,1,0,-1,0,-2,0,NA,NA,NA,2,0,0,NA,NA,NA,NA,NA,1,"Good study.","No comments.","diseaseRisk",642,1,0,0,-1,1,-1,-2,0,-1,-3,-1,0,-2,-1,0,2,-2,-2,-2,-1,-2,-1,2,1,2,2,2,1,1,1,1,-3,0,0,-1,-1,-1,0,-1,0,0,2,-1,-1,-1,0,0,1,2,1,2,3,-1,-1,-1,-1,-1,1,0,0,0,0,-1,-1,-1,0,-1,1,-1,-1,-1,-1
"121",121,"cee8a61e8204e3e2",1,35,1,4,1,5,3,47,"No","true",380,-1,0,0,0,1,1,-1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,-3,0,0,0,0,-1,0,-1,0,0,2,0,0,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,0,-1,1,1,6,NA,NA,0,0,0,0,1,0,0,1,"No","No","noInterv",398,1,0,0,0,1,1,-1,0,1,-1,1,0,0,0,0,0,0,0,1,0,0,-1,1,2,1,2,2,1,0,1,1,-3,0,0,0,-1,-1,-1,-1,0,0,2,0,0,0,0,1,-1,1,-1,1,1,1,0,1,0,-1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,-1
"122",122,"db54d50f93e87c42",2,27,2,6,2,3,1,75,"","true",626,1,0,1,0,1,1,-2,0,0,-1,2,1,-2,0,0,0,-3,-1,-1,-1,0,0,0,2,1,3,1,2,0,2,1,-3,-3,-1,0,-2,-1,-1,-1,-1,-2,2,0,-1,1,0,0,3,3,2,3,3,1,-2,-3,-2,-2,1,1,0,0,1,0,-2,2,0,2,1,2,-1,0,-1,0,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,1,"","","diseaseRisk",945,0,0,0,2,1,0,-2,0,-2,-2,2,-1,0,0,0,0,-2,-1,0,-3,-1,0,1,2,-1,2,2,2,0,2,2,-3,-3,0,0,-2,-1,0,-2,-1,0,2,0,-1,-1,0,0,2,3,2,3,3,-1,0,-2,-1,-2,1,0,0,1,1,1,1,1,0,1,2,3,2,1,1
